DATE,PTS,AST,BLK,STL,TRB,Player,Position
2006-11-26,23,10,0,1,1,Steve Nash,2
2006-11-29,17,8,0,0,3,Steve Nash,2
2006-12-01,27,11,0,1,2,Steve Nash,2
2006-12-05,11,20,0,2,4,Steve Nash,2
2006-12-07,42,13,0,1,6,Steve Nash,2
2006-12-08,16,14,0,1,5,Steve Nash,2
2006-12-10,11,10,0,2,0,Steve Nash,2
2006-12-11,18,15,0,1,5,Steve Nash,2
2006-12-13,18,11,0,1,3,Steve Nash,2
2006-12-15,16,5,0,1,5,Steve Nash,2
2006-12-16,16,12,0,1,5,Steve Nash,2
2006-12-19,10,15,0,2,5,Steve Nash,2
2006-12-22,42,12,0,0,3,Steve Nash,2
2006-12-26,9,5,0,1,2,Steve Nash,2
2006-12-28,24,13,0,0,4,Steve Nash,2
2006-12-29,20,9,0,0,1,Steve Nash,2
2006-12-31,35,12,0,1,4,Steve Nash,2
2007-01-02,11,13,0,0,2,Steve Nash,2
2007-01-03,15,9,0,1,4,Steve Nash,2
2007-01-05,22,4,0,0,5,Steve Nash,2
2007-01-07,14,10,0,1,2,Steve Nash,2
2007-01-09,27,11,0,1,3,Steve Nash,2
2007-01-11,4,21,0,1,4,Steve Nash,2
2007-01-13,23,8,0,0,5,Steve Nash,2
2007-01-15,12,15,1,0,1,Steve Nash,2
2007-01-17,21,14,0,1,4,Steve Nash,2
2007-01-19,13,15,0,1,1,Steve Nash,2
2007-01-21,16,11,0,1,3,Steve Nash,2
2007-01-23,27,14,0,0,3,Steve Nash,2
2007-01-24,22,14,0,1,5,Steve Nash,2
2007-01-26,18,16,0,0,6,Steve Nash,2
2007-01-28,23,15,0,0,3,Steve Nash,2
2007-01-29,20,18,0,0,5,Steve Nash,2
2007-02-01,13,11,0,1,5,Steve Nash,2
2007-02-03,22,10,0,1,3,Steve Nash,2
2007-02-05,9,7,0,0,3,Steve Nash,2
2007-02-20,13,12,1,1,2,Steve Nash,2
2007-02-21,14,13,0,1,1,Steve Nash,2
2007-02-23,9,15,0,1,6,Steve Nash,2
2007-02-25,14,13,0,2,3,Steve Nash,2
2007-02-27,25,11,0,1,4,Steve Nash,2
2007-02-28,23,9,1,0,5,Steve Nash,2
2007-03-02,23,7,0,0,2,Steve Nash,2
2007-03-04,23,10,0,1,2,Steve Nash,2
2007-03-07,24,11,0,2,6,Steve Nash,2
2007-03-09,15,10,0,1,2,Steve Nash,2
2007-03-12,10,8,0,0,3,Steve Nash,2
2007-03-14,32,16,0,1,8,Steve Nash,2
2007-03-16,20,6,0,1,1,Steve Nash,2
2007-03-17,15,10,0,1,5,Steve Nash,2
2007-03-20,18,11,0,1,5,Steve Nash,2
2007-03-22,17,16,0,0,6,Steve Nash,2
2007-03-25,18,9,0,2,5,Steve Nash,2
2007-03-26,11,9,0,0,1,Steve Nash,2
2007-03-29,14,9,0,1,2,Steve Nash,2
2007-03-30,18,11,2,0,4,Steve Nash,2
2007-04-01,23,11,0,3,3,Steve Nash,2
2007-04-03,15,17,0,0,6,Steve Nash,2
2007-04-05,20,7,0,0,4,Steve Nash,2
2007-04-06,15,12,0,0,8,Steve Nash,2
2007-04-08,25,11,0,1,5,Steve Nash,2
2007-04-11,11,9,0,1,2,Steve Nash,2
2007-04-13,26,14,0,0,3,Steve Nash,2
2007-04-14,13,18,0,1,3,Steve Nash,2
2007-04-16,15,15,0,0,5,Steve Nash,2
2007-04-17,6,12,0,1,4,Steve Nash,2
2006-11-03,23,6,0,1,4,Kobe Bryant,3
2006-11-05,15,9,0,1,4,Kobe Bryant,3
2006-11-07,17,6,0,2,4,Kobe Bryant,3
2006-11-08,32,1,0,1,3,Kobe Bryant,3
2006-11-10,19,2,0,4,3,Kobe Bryant,3
2006-11-12,21,6,0,0,6,Kobe Bryant,3
2006-11-17,31,7,0,0,11,Kobe Bryant,3
2006-11-19,18,4,0,2,4,Kobe Bryant,3
2006-11-21,40,5,0,3,5,Kobe Bryant,3
2006-11-24,27,2,1,1,5,Kobe Bryant,3
2006-11-26,19,10,0,0,6,Kobe Bryant,3
2006-11-28,27,4,1,1,2,Kobe Bryant,3
2006-11-30,52,3,1,0,4,Kobe Bryant,3
2006-12-02,29,3,0,1,5,Kobe Bryant,3
2006-12-04,21,2,1,3,3,Kobe Bryant,3
2006-12-06,24,4,0,2,2,Kobe Bryant,3
2006-12-10,34,1,0,3,8,Kobe Bryant,3
2006-12-12,23,7,0,1,8,Kobe Bryant,3
2006-12-13,33,4,1,2,7,Kobe Bryant,3
2006-12-15,53,8,1,2,10,Kobe Bryant,3
2006-12-17,45,10,1,1,8,Kobe Bryant,3
2006-12-19,19,4,1,0,3,Kobe Bryant,3
2006-12-20,24,6,1,2,3,Kobe Bryant,3
2006-12-22,21,11,0,0,6,Kobe Bryant,3
2006-12-25,16,4,0,1,2,Kobe Bryant,3
2006-12-27,27,7,1,2,3,Kobe Bryant,3
2006-12-29,58,4,0,0,5,Kobe Bryant,3
2006-12-31,35,6,0,1,8,Kobe Bryant,3
2007-01-04,42,9,0,0,10,Kobe Bryant,3
2007-01-05,8,10,0,0,5,Kobe Bryant,3
2007-01-07,26,6,1,1,8,Kobe Bryant,3
2007-01-09,25,6,2,3,3,Kobe Bryant,3
2007-01-10,20,1,0,1,6,Kobe Bryant,3
2007-01-12,28,7,0,1,8,Kobe Bryant,3
2007-01-15,25,8,1,0,4,Kobe Bryant,3
2007-01-17,34,8,0,1,6,Kobe Bryant,3
2007-01-18,26,5,0,0,3,Kobe Bryant,3
2007-01-20,23,7,1,2,6,Kobe Bryant,3
2007-01-22,42,1,1,2,8,Kobe Bryant,3
2007-01-26,32,5,0,0,6,Kobe Bryant,3
2007-01-28,31,7,1,1,6,Kobe Bryant,3
2007-01-31,43,8,2,0,8,Kobe Bryant,3
2007-02-02,22,4,0,5,5,Kobe Bryant,3
2007-02-03,39,6,0,2,6,Kobe Bryant,3
2007-02-05,27,4,0,3,6,Kobe Bryant,3
2007-02-08,18,5,0,2,5,Kobe Bryant,3
2007-02-09,25,5,1,3,9,Kobe Bryant,3
2007-02-11,36,6,0,1,7,Kobe Bryant,3
2007-02-13,31,4,0,2,7,Kobe Bryant,3
2007-02-15,34,5,0,2,6,Kobe Bryant,3
2007-02-21,25,6,1,2,8,Kobe Bryant,3
2007-02-23,38,9,0,5,2,Kobe Bryant,3
2007-02-25,26,6,0,3,6,Kobe Bryant,3
2007-02-26,35,4,0,2,8,Kobe Bryant,3
2007-03-02,30,10,0,0,4,Kobe Bryant,3
2007-03-04,31,6,1,1,4,Kobe Bryant,3
2007-03-06,40,8,3,2,13,Kobe Bryant,3
2007-03-09,30,4,0,1,4,Kobe Bryant,3
2007-03-11,25,3,0,0,9,Kobe Bryant,3
2007-03-15,25,9,0,0,5,Kobe Bryant,3
2007-03-16,65,3,0,3,7,Kobe Bryant,3
2007-03-18,50,3,0,3,6,Kobe Bryant,3
2007-03-22,60,4,0,0,5,Kobe Bryant,3
2007-03-23,50,1,1,0,7,Kobe Bryant,3
2007-03-25,43,0,1,1,9,Kobe Bryant,3
2007-03-27,23,5,0,3,5,Kobe Bryant,3
2007-03-30,53,2,0,0,2,Kobe Bryant,3
2007-04-01,19,13,1,3,2,Kobe Bryant,3
2007-04-03,39,4,3,0,3,Kobe Bryant,3
2007-04-04,29,3,2,2,7,Kobe Bryant,3
2007-04-06,46,6,1,3,5,Kobe Bryant,3
2007-04-08,34,7,1,1,3,Kobe Bryant,3
2007-04-09,23,10,0,1,5,Kobe Bryant,3
2007-04-12,50,1,0,2,9,Kobe Bryant,3
2007-04-13,17,4,1,1,6,Kobe Bryant,3
2007-04-15,50,3,0,2,8,Kobe Bryant,3
2007-04-18,34,6,0,1,7,Kobe Bryant,3
2006-11-02,13,4,1,1,10,Tim Duncan,4
2006-11-03,25,5,1,0,12,Tim Duncan,4
2006-11-05,26,4,0,0,6,Tim Duncan,4
2006-11-06,15,3,2,1,8,Tim Duncan,4
2006-11-08,26,6,2,0,14,Tim Duncan,4
2006-11-11,24,2,3,1,16,Tim Duncan,4
2006-11-14,19,2,3,0,15,Tim Duncan,4
2006-11-15,24,2,0,0,13,Tim Duncan,4
2006-11-17,21,0,3,1,11,Tim Duncan,4
2006-11-19,35,3,1,2,14,Tim Duncan,4
2006-11-20,25,5,3,0,6,Tim Duncan,4
2006-11-22,19,3,1,1,6,Tim Duncan,4
2006-11-24,29,3,0,0,6,Tim Duncan,4
2006-11-26,18,6,0,0,16,Tim Duncan,4
2006-11-27,22,4,6,1,16,Tim Duncan,4
2006-11-29,21,4,3,1,10,Tim Duncan,4
2006-12-02,18,6,1,1,11,Tim Duncan,4
2006-12-04,15,2,3,0,8,Tim Duncan,4
2006-12-06,25,3,2,0,4,Tim Duncan,4
2006-12-08,16,1,0,1,10,Tim Duncan,4
2006-12-10,16,5,1,2,13,Tim Duncan,4
2006-12-11,17,6,1,0,5,Tim Duncan,4
2006-12-13,24,3,2,1,5,Tim Duncan,4
2006-12-14,11,4,2,2,9,Tim Duncan,4
2006-12-16,21,6,1,0,9,Tim Duncan,4
2006-12-20,21,1,3,3,9,Tim Duncan,4
2006-12-22,14,4,2,5,11,Tim Duncan,4
2006-12-23,11,1,3,0,4,Tim Duncan,4
2006-12-26,25,0,2,0,12,Tim Duncan,4
2006-12-28,20,0,3,2,9,Tim Duncan,4
2006-12-31,17,0,2,0,11,Tim Duncan,4
2007-01-02,18,2,2,0,15,Tim Duncan,4
2007-01-03,24,5,5,1,13,Tim Duncan,4
2007-01-05,18,4,3,0,7,Tim Duncan,4
2007-01-07,10,6,0,1,9,Tim Duncan,4
2007-01-09,16,5,4,1,9,Tim Duncan,4
2007-01-10,19,3,3,0,13,Tim Duncan,4
2007-01-13,18,5,3,0,11,Tim Duncan,4
2007-01-15,21,4,1,0,16,Tim Duncan,4
2007-01-17,26,1,4,1,9,Tim Duncan,4
2007-01-19,12,2,4,1,16,Tim Duncan,4
2007-01-21,17,5,4,0,15,Tim Duncan,4
2007-01-22,21,5,4,1,9,Tim Duncan,4
2007-01-24,37,4,1,1,10,Tim Duncan,4
2007-01-26,26,2,9,0,13,Tim Duncan,4
2007-01-28,21,9,3,1,14,Tim Duncan,4
2007-01-31,25,3,5,0,12,Tim Duncan,4
2007-02-01,20,4,5,1,18,Tim Duncan,4
2007-02-07,20,5,1,2,7,Tim Duncan,4
2007-02-09,24,6,0,1,16,Tim Duncan,4
2007-02-11,13,2,1,0,11,Tim Duncan,4
2007-02-13,21,3,1,1,8,Tim Duncan,4
2007-02-14,23,1,2,0,8,Tim Duncan,4
2007-02-20,12,3,0,1,6,Tim Duncan,4
2007-02-21,30,1,2,0,9,Tim Duncan,4
2007-02-24,6,4,5,0,15,Tim Duncan,4
2007-02-26,24,4,4,2,16,Tim Duncan,4
2007-03-02,19,4,2,3,10,Tim Duncan,4
2007-03-03,26,3,1,2,4,Tim Duncan,4
2007-03-05,9,3,2,0,12,Tim Duncan,4
2007-03-06,24,2,2,0,8,Tim Duncan,4
2007-03-08,16,2,2,2,13,Tim Duncan,4
2007-03-10,17,4,4,1,13,Tim Duncan,4
2007-03-13,19,1,0,0,9,Tim Duncan,4
2007-03-15,13,4,3,1,13,Tim Duncan,4
2007-03-17,20,3,7,2,16,Tim Duncan,4
2007-03-21,27,3,2,2,7,Tim Duncan,4
2007-03-23,17,2,0,0,14,Tim Duncan,4
2007-03-25,16,3,3,1,10,Tim Duncan,4
2007-03-26,20,5,1,1,8,Tim Duncan,4
2007-03-28,31,3,1,1,5,Tim Duncan,4
2007-03-30,20,3,4,2,14,Tim Duncan,4
2007-04-01,17,1,2,1,12,Tim Duncan,4
2007-04-03,14,7,1,1,5,Tim Duncan,4
2007-04-05,22,5,5,0,10,Tim Duncan,4
2007-04-07,28,3,4,0,15,Tim Duncan,4
2007-04-09,15,4,3,1,4,Tim Duncan,4
2007-04-11,26,4,4,2,13,Tim Duncan,4
2007-04-13,12,2,2,1,10,Tim Duncan,4
2007-04-15,16,6,2,0,7,Tim Duncan,4
2006-11-01,26,5,2,0,10,LeBron James,5
2006-11-03,35,4,1,1,10,LeBron James,5
2006-11-04,16,7,1,0,9,LeBron James,5
2006-11-07,34,6,1,2,7,LeBron James,5
2006-11-09,19,12,2,3,4,LeBron James,5
2006-11-11,38,5,0,3,8,LeBron James,5
2006-11-13,29,6,1,2,4,LeBron James,5
2006-11-15,32,7,1,2,7,LeBron James,5
2006-11-17,37,6,2,1,9,LeBron James,5
2006-11-18,20,4,0,2,5,LeBron James,5
2006-11-21,15,9,1,3,1,LeBron James,5
2006-11-22,30,8,0,4,10,LeBron James,5
2006-11-24,30,5,0,1,7,LeBron James,5
2006-11-25,25,11,1,0,4,LeBron James,5
2006-11-29,27,6,1,0,7,LeBron James,5
2006-12-01,31,8,2,3,7,LeBron James,5
2006-12-02,21,4,0,0,5,LeBron James,5
2006-12-06,26,10,0,1,6,LeBron James,5
2006-12-09,27,6,1,1,7,LeBron James,5
2006-12-11,15,6,0,4,7,LeBron James,5
2006-12-13,22,7,1,1,8,LeBron James,5
2006-12-15,22,7,0,1,9,LeBron James,5
2006-12-16,29,5,1,0,5,LeBron James,5
2006-12-20,37,8,1,2,1,LeBron James,5
2006-12-21,26,5,0,2,10,LeBron James,5
2006-12-23,32,1,0,0,7,LeBron James,5
2006-12-27,27,3,2,1,9,LeBron James,5
2006-12-29,32,5,1,1,4,LeBron James,5
2006-12-30,33,3,0,1,9,LeBron James,5
2007-01-02,19,5,0,2,5,LeBron James,5
2007-01-03,32,4,1,3,6,LeBron James,5
2007-01-05,8,9,0,1,5,LeBron James,5
2007-01-06,19,4,3,3,13,LeBron James,5
2007-01-09,34,7,1,2,4,LeBron James,5
2007-01-11,34,6,0,1,6,LeBron James,5
2007-01-13,28,6,0,1,6,LeBron James,5
2007-01-16,30,8,1,2,7,LeBron James,5
2007-01-17,23,2,0,1,6,LeBron James,5
2007-01-19,30,10,0,2,10,LeBron James,5
2007-01-20,32,5,0,4,7,LeBron James,5
2007-01-22,18,5,0,3,4,LeBron James,5
2007-01-24,39,5,0,1,10,LeBron James,5
2007-01-28,30,5,0,2,9,LeBron James,5
2007-02-01,17,9,0,1,6,LeBron James,5
2007-02-02,18,3,0,2,10,LeBron James,5
2007-02-04,21,6,0,2,5,LeBron James,5
2007-02-07,11,3,1,1,7,LeBron James,5
2007-02-09,29,6,0,0,7,LeBron James,5
2007-02-11,18,5,1,1,8,LeBron James,5
2007-02-14,23,4,3,1,10,LeBron James,5
2007-02-15,38,3,0,3,4,LeBron James,5
2007-02-21,29,2,1,1,4,LeBron James,5
2007-02-22,29,2,0,3,7,LeBron James,5
2007-02-25,29,7,1,0,3,LeBron James,5
2007-02-27,35,8,1,2,5,LeBron James,5
2007-03-01,39,5,0,0,3,LeBron James,5
2007-03-03,36,6,3,0,5,LeBron James,5
2007-03-05,32,8,0,0,12,LeBron James,5
2007-03-07,41,8,1,3,7,LeBron James,5
2007-03-10,32,9,1,3,8,LeBron James,5
2007-03-11,26,6,1,3,7,LeBron James,5
2007-03-14,29,4,0,3,6,LeBron James,5
2007-03-17,24,9,2,2,17,LeBron James,5
2007-03-20,37,6,3,1,6,LeBron James,5
2007-03-21,31,4,3,2,6,LeBron James,5
2007-03-23,21,10,0,2,3,LeBron James,5
2007-03-25,18,8,0,1,3,LeBron James,5
2007-03-27,26,6,0,2,7,LeBron James,5
2007-03-28,24,7,0,2,6,LeBron James,5
2007-03-31,39,9,0,3,5,LeBron James,5
2007-04-03,31,6,1,4,12,LeBron James,5
2007-04-05,35,5,0,0,9,LeBron James,5
2007-04-06,25,5,1,1,6,LeBron James,5
2007-04-08,20,6,0,1,5,LeBron James,5
2007-04-12,35,4,1,2,8,LeBron James,5
2007-04-14,23,6,1,1,5,LeBron James,5
2007-04-17,18,6,0,0,5,LeBron James,5
2007-04-18,24,9,0,2,5,LeBron James,5
2006-11-01,25,9,0,3,5,Tracy McGrady,6
2006-11-04,8,4,0,0,3,Tracy McGrady,6
2006-11-05,14,7,0,2,7,Tracy McGrady,6
2006-11-07,19,4,0,2,9,Tracy McGrady,6
2006-11-08,32,5,3,1,6,Tracy McGrady,6
2006-11-10,13,8,0,0,4,Tracy McGrady,6
2006-11-12,12,8,0,0,4,Tracy McGrady,6
2006-11-14,26,6,0,2,8,Tracy McGrady,6
2006-11-16,21,7,1,1,11,Tracy McGrady,6
2006-11-18,24,3,0,0,2,Tracy McGrady,6
2006-11-20,24,5,3,2,4,Tracy McGrady,6
2006-11-22,13,8,1,1,12,Tracy McGrady,6
2006-11-25,19,13,0,0,5,Tracy McGrady,6
2006-11-28,8,7,0,0,2,Tracy McGrady,6
2006-11-29,23,7,0,1,5,Tracy McGrady,6
2006-12-02,7,3,1,0,3,Tracy McGrady,6
2006-12-05,31,7,1,3,2,Tracy McGrady,6
2006-12-06,14,7,2,0,10,Tracy McGrady,6
2006-12-08,23,5,0,2,5,Tracy McGrady,6
2006-12-09,28,3,1,0,4,Tracy McGrady,6
2006-12-26,19,5,0,1,3,Tracy McGrady,6
2006-12-27,17,6,1,1,3,Tracy McGrady,6
2006-12-29,31,1,0,1,1,Tracy McGrady,6
2006-12-31,38,3,0,1,9,Tracy McGrady,6
2007-01-03,31,7,0,1,6,Tracy McGrady,6
2007-01-05,44,2,0,1,9,Tracy McGrady,6
2007-01-07,31,4,1,1,6,Tracy McGrady,6
2007-01-08,31,8,1,2,6,Tracy McGrady,6
2007-01-10,8,12,0,1,5,Tracy McGrady,6
2007-01-12,12,11,0,2,8,Tracy McGrady,6
2007-01-13,37,9,0,2,2,Tracy McGrady,6
2007-01-16,45,7,1,1,5,Tracy McGrady,6
2007-01-20,24,10,2,1,6,Tracy McGrady,6
2007-01-24,37,3,1,0,8,Tracy McGrady,6
2007-01-26,28,5,0,1,4,Tracy McGrady,6
2007-01-29,25,5,0,2,4,Tracy McGrady,6
2007-01-31,36,9,0,2,5,Tracy McGrady,6
2007-02-03,18,5,0,3,3,Tracy McGrady,6
2007-02-05,32,4,0,2,5,Tracy McGrady,6
2007-02-06,33,8,0,1,6,Tracy McGrady,6
2007-02-09,20,3,0,2,3,Tracy McGrady,6
2007-02-10,16,2,0,2,2,Tracy McGrady,6
2007-02-13,28,12,3,3,6,Tracy McGrady,6
2007-02-15,27,1,0,0,10,Tracy McGrady,6
2007-02-21,32,8,1,3,3,Tracy McGrady,6
2007-02-23,37,4,1,0,3,Tracy McGrady,6
2007-02-25,34,6,0,1,4,Tracy McGrady,6
2007-02-28,22,5,1,1,6,Tracy McGrady,6
2007-03-02,28,7,0,2,6,Tracy McGrady,6
2007-03-03,21,4,1,2,6,Tracy McGrady,6
2007-03-05,25,4,0,0,7,Tracy McGrady,6
2007-03-07,25,9,0,1,2,Tracy McGrady,6
2007-03-09,34,5,0,1,4,Tracy McGrady,6
2007-03-11,19,10,0,2,3,Tracy McGrady,6
2007-03-12,19,4,0,0,7,Tracy McGrady,6
2007-03-14,21,9,1,3,3,Tracy McGrady,6
2007-03-16,24,7,0,1,5,Tracy McGrady,6
2007-03-18,21,8,0,1,4,Tracy McGrady,6
2007-03-20,20,10,1,1,9,Tracy McGrady,6
2007-03-22,20,8,0,0,5,Tracy McGrady,6
2007-03-25,31,6,0,0,5,Tracy McGrady,6
2007-03-26,22,10,1,4,4,Tracy McGrady,6
2007-03-28,27,8,1,1,5,Tracy McGrady,6
2007-03-30,30,10,0,0,5,Tracy McGrady,6
2007-04-01,20,4,1,0,5,Tracy McGrady,6
2007-04-04,0,3,1,1,2,Tracy McGrady,6
2007-04-08,40,10,1,2,8,Tracy McGrady,6
2007-04-09,27,5,1,3,5,Tracy McGrady,6
2007-04-11,32,7,0,3,8,Tracy McGrady,6
2007-04-14,25,10,1,3,7,Tracy McGrady,6
2007-04-16,39,9,0,2,11,Tracy McGrady,6
2006-11-01,14,1,1,0,5,Chris Bosh,7
2006-11-03,26,1,2,2,15,Chris Bosh,7
2006-11-05,19,0,0,0,17,Chris Bosh,7
2006-11-08,29,0,2,0,14,Chris Bosh,7
2006-11-10,19,6,2,0,17,Chris Bosh,7
2006-11-12,19,0,1,0,7,Chris Bosh,7
2006-11-14,23,2,0,2,22,Chris Bosh,7
2006-11-17,20,2,2,0,10,Chris Bosh,7
2006-11-18,31,1,0,2,9,Chris Bosh,7
2006-11-20,17,2,0,1,11,Chris Bosh,7
2006-11-22,25,6,0,0,14,Chris Bosh,7
2006-11-24,11,3,3,0,7,Chris Bosh,7
2006-11-26,17,1,0,1,11,Chris Bosh,7
2006-11-28,19,3,0,0,14,Chris Bosh,7
2006-11-29,18,2,1,0,11,Chris Bosh,7
2006-12-01,25,2,3,0,11,Chris Bosh,7
2006-12-02,26,1,1,0,13,Chris Bosh,7
2006-12-06,18,3,2,0,12,Chris Bosh,7
2006-12-08,13,2,0,0,12,Chris Bosh,7
2007-01-03,26,4,2,1,14,Chris Bosh,7
2007-01-05,21,2,1,1,5,Chris Bosh,7
2007-01-07,24,5,1,0,15,Chris Bosh,7
2007-01-09,12,2,1,0,6,Chris Bosh,7
2007-01-10,30,2,6,0,8,Chris Bosh,7
2007-01-12,27,1,3,0,8,Chris Bosh,7
2007-01-14,24,2,1,1,15,Chris Bosh,7
2007-01-15,27,1,0,1,6,Chris Bosh,7
2007-01-17,20,4,1,1,9,Chris Bosh,7
2007-01-19,29,0,2,1,11,Chris Bosh,7
2007-01-22,20,2,0,0,5,Chris Bosh,7
2007-01-24,35,4,2,0,7,Chris Bosh,7
2007-01-26,26,3,2,0,8,Chris Bosh,7
2007-01-27,26,3,0,0,12,Chris Bosh,7
2007-01-31,34,2,2,1,8,Chris Bosh,7
2007-02-02,24,5,0,0,10,Chris Bosh,7
2007-02-04,27,4,0,0,7,Chris Bosh,7
2007-02-07,41,3,1,1,8,Chris Bosh,7
2007-02-09,29,1,2,2,11,Chris Bosh,7
2007-02-10,14,2,0,0,11,Chris Bosh,7
2007-02-13,25,1,2,0,14,Chris Bosh,7
2007-02-14,25,6,0,0,9,Chris Bosh,7
2007-02-21,24,0,3,1,10,Chris Bosh,7
2007-02-23,23,4,3,0,12,Chris Bosh,7
2007-02-24,24,2,1,0,11,Chris Bosh,7
2007-02-26,14,4,2,0,9,Chris Bosh,7
2007-02-28,13,6,1,1,9,Chris Bosh,7
2007-03-02,14,3,3,0,10,Chris Bosh,7
2007-03-03,25,3,0,0,6,Chris Bosh,7
2007-03-06,25,0,3,1,1,Chris Bosh,7
2007-03-07,19,0,3,2,9,Chris Bosh,7
