DATE,PTS,AST,BLK,STL,TRB,Player,Position,Share
2009-01-06,39,7,1,0,4,Kobe Bryant,2,0.577
2009-01-07,21,5,0,2,5,Kobe Bryant,2,0.577
2009-01-09,36,13,0,1,7,Kobe Bryant,2,0.577
2009-01-11,19,7,0,0,2,Kobe Bryant,2,0.577
2009-01-13,33,4,0,0,7,Kobe Bryant,2,0.577
2009-01-14,29,10,1,0,7,Kobe Bryant,2,0.577
2009-01-16,28,11,0,2,13,Kobe Bryant,2,0.577
2009-01-19,20,12,1,1,6,Kobe Bryant,2,0.577
2009-01-21,18,12,0,1,10,Kobe Bryant,2,0.577
2009-01-22,11,5,0,0,4,Kobe Bryant,2,0.577
2009-01-25,22,3,1,1,4,Kobe Bryant,2,0.577
2009-01-27,38,5,0,1,8,Kobe Bryant,2,0.577
2009-01-30,30,5,0,0,8,Kobe Bryant,2,0.577
2009-01-31,25,7,0,3,1,Kobe Bryant,2,0.577
2009-02-02,61,3,1,0,0,Kobe Bryant,2,0.577
2009-02-04,36,5,0,2,9,Kobe Bryant,2,0.577
2009-02-05,26,5,2,1,10,Kobe Bryant,2,0.577
2009-02-08,19,2,0,1,3,Kobe Bryant,2,0.577
2009-02-10,34,1,0,0,7,Kobe Bryant,2,0.577
2009-02-11,37,4,0,4,4,Kobe Bryant,2,0.577
2009-02-17,10,2,2,0,4,Kobe Bryant,2,0.577
2009-02-18,30,9,2,3,3,Kobe Bryant,2,0.577
2009-02-20,39,5,1,1,5,Kobe Bryant,2,0.577
2009-02-22,28,7,0,1,6,Kobe Bryant,2,0.577
2009-02-24,36,5,0,1,4,Kobe Bryant,2,0.577
2009-02-26,22,8,0,3,4,Kobe Bryant,2,0.577
2009-02-27,29,2,1,0,8,Kobe Bryant,2,0.577
2009-03-01,49,2,1,1,11,Kobe Bryant,2,0.577
2009-03-03,31,2,0,1,2,Kobe Bryant,2,0.577
2009-03-06,23,4,0,1,2,Kobe Bryant,2,0.577
2009-03-09,26,3,1,1,3,Kobe Bryant,2,0.577
2009-03-11,37,6,2,4,5,Kobe Bryant,2,0.577
2009-03-12,23,6,1,0,4,Kobe Bryant,2,0.577
2009-03-15,28,5,1,1,8,Kobe Bryant,2,0.577
2009-03-17,11,5,0,2,5,Kobe Bryant,2,0.577
2009-03-19,21,2,0,2,6,Kobe Bryant,2,0.577
2009-03-21,28,7,1,5,3,Kobe Bryant,2,0.577
2009-03-24,19,5,2,4,3,Kobe Bryant,2,0.577
2009-03-26,30,7,0,2,8,Kobe Bryant,2,0.577
2009-03-27,14,9,1,3,1,Kobe Bryant,2,0.577
2009-03-29,17,4,0,1,8,Kobe Bryant,2,0.577
2009-03-31,25,2,0,3,2,Kobe Bryant,2,0.577
2009-04-01,30,4,0,3,8,Kobe Bryant,2,0.577
2009-04-03,20,7,0,2,1,Kobe Bryant,2,0.577
2009-04-05,18,5,1,1,4,Kobe Bryant,2,0.577
2009-04-07,22,4,0,2,5,Kobe Bryant,2,0.577
2009-04-09,33,2,0,1,3,Kobe Bryant,2,0.577
2009-04-10,32,2,0,0,5,Kobe Bryant,2,0.577
2009-04-12,16,4,1,2,7,Kobe Bryant,2,0.577
2009-04-14,16,5,0,2,1,Kobe Bryant,2,0.577
2008-10-29,26,9,0,0,7,Dwyane Wade,3,0.562
2008-10-31,20,8,4,4,4,Dwyane Wade,3,0.562
2008-11-01,19,6,1,3,5,Dwyane Wade,3,0.562
2008-11-05,29,6,3,5,7,Dwyane Wade,3,0.562
2008-11-07,33,9,0,3,10,Dwyane Wade,3,0.562
2008-11-08,30,10,2,1,6,Dwyane Wade,3,0.562
2008-11-10,33,5,1,4,2,Dwyane Wade,3,0.562
2008-11-12,36,8,3,2,6,Dwyane Wade,3,0.562
2008-11-14,24,4,0,1,2,Dwyane Wade,3,0.562
2008-11-16,29,8,2,4,3,Dwyane Wade,3,0.562
2008-11-18,19,10,3,2,6,Dwyane Wade,3,0.562
2008-11-19,40,11,5,1,3,Dwyane Wade,3,0.562
2008-11-22,38,8,2,1,4,Dwyane Wade,3,0.562
2008-11-24,23,4,0,2,3,Dwyane Wade,3,0.562
2008-11-26,12,6,0,5,6,Dwyane Wade,3,0.562
2008-11-28,43,6,1,1,3,Dwyane Wade,3,0.562
2008-11-29,26,11,1,3,6,Dwyane Wade,3,0.562
2008-12-01,37,13,3,0,5,Dwyane Wade,3,0.562
2008-12-03,23,5,2,4,5,Dwyane Wade,3,0.562
2008-12-06,38,7,2,2,5,Dwyane Wade,3,0.562
2008-12-08,41,3,0,0,8,Dwyane Wade,3,0.562
2008-12-12,21,3,2,1,8,Dwyane Wade,3,0.562
2008-12-14,17,5,0,1,2,Dwyane Wade,3,0.562
2008-12-15,15,8,0,2,6,Dwyane Wade,3,0.562
2008-12-19,35,3,2,3,6,Dwyane Wade,3,0.562
2008-12-20,43,5,2,2,4,Dwyane Wade,3,0.562
2008-12-23,32,8,3,3,8,Dwyane Wade,3,0.562
2008-12-26,28,2,1,1,3,Dwyane Wade,3,0.562
2008-12-28,29,8,0,2,4,Dwyane Wade,3,0.562
2008-12-30,21,12,1,3,5,Dwyane Wade,3,0.562
2009-01-02,33,6,1,2,7,Dwyane Wade,3,0.562
2009-01-03,29,6,4,3,8,Dwyane Wade,3,0.562
2009-01-05,24,12,0,4,4,Dwyane Wade,3,0.562
2009-01-07,31,4,2,1,3,Dwyane Wade,3,0.562
2009-01-09,41,7,2,3,5,Dwyane Wade,3,0.562
2009-01-11,27,9,2,2,5,Dwyane Wade,3,0.562
2009-01-13,31,8,3,3,3,Dwyane Wade,3,0.562
2009-01-14,17,13,0,2,3,Dwyane Wade,3,0.562
2009-01-17,29,9,0,5,4,Dwyane Wade,3,0.562
2009-01-18,32,10,3,0,1,Dwyane Wade,3,0.562
2009-01-21,25,4,0,2,4,Dwyane Wade,3,0.562
2009-01-24,27,6,1,0,8,Dwyane Wade,3,0.562
2009-01-26,35,4,2,2,5,Dwyane Wade,3,0.562
2009-01-28,14,9,0,3,9,Dwyane Wade,3,0.562
2009-01-30,24,3,2,1,7,Dwyane Wade,3,0.562
2009-01-31,30,2,1,1,3,Dwyane Wade,3,0.562
2009-02-02,32,9,0,0,3,Dwyane Wade,3,0.562
2009-02-04,29,13,2,3,7,Dwyane Wade,3,0.562
2009-02-07,21,7,0,0,4,Dwyane Wade,3,0.562
2009-02-08,22,4,1,4,4,Dwyane Wade,3,0.562
2009-02-10,33,2,0,2,7,Dwyane Wade,3,0.562
2009-02-12,24,7,2,1,2,Dwyane Wade,3,0.562
2009-02-18,37,12,1,3,4,Dwyane Wade,3,0.562
2009-02-21,25,9,3,2,4,Dwyane Wade,3,0.562
2009-02-22,50,5,1,1,5,Dwyane Wade,3,0.562
2009-02-24,31,16,0,0,7,Dwyane Wade,3,0.562
2009-02-27,21,10,1,3,2,Dwyane Wade,3,0.562
2009-02-28,46,10,4,4,8,Dwyane Wade,3,0.562
2009-03-02,41,9,1,7,7,Dwyane Wade,3,0.562
2009-03-04,35,16,1,1,6,Dwyane Wade,3,0.562
2009-03-06,42,8,1,1,6,Dwyane Wade,3,0.562
2009-03-07,25,12,0,4,8,Dwyane Wade,3,0.562
2009-03-09,48,12,3,4,6,Dwyane Wade,3,0.562
2009-03-11,32,7,0,4,4,Dwyane Wade,3,0.562
2009-03-14,50,9,2,4,10,Dwyane Wade,3,0.562
2009-03-15,18,3,1,1,4,Dwyane Wade,3,0.562
2009-03-20,27,6,1,1,8,Dwyane Wade,3,0.562
2009-03-22,39,6,4,2,2,Dwyane Wade,3,0.562
2009-03-23,27,8,1,2,1,Dwyane Wade,3,0.562
2009-03-25,21,8,0,4,4,Dwyane Wade,3,0.562
2009-03-26,31,4,1,1,5,Dwyane Wade,3,0.562
2009-03-28,27,7,0,3,4,Dwyane Wade,3,0.562
2009-03-30,42,4,1,4,4,Dwyane Wade,3,0.562
2009-04-01,23,6,1,1,3,Dwyane Wade,3,0.562
2009-04-03,27,10,0,3,4,Dwyane Wade,3,0.562
2009-04-04,33,8,0,2,5,Dwyane Wade,3,0.562
2009-04-07,32,6,2,1,7,Dwyane Wade,3,0.562
2009-04-10,31,9,1,0,3,Dwyane Wade,3,0.562
2009-04-12,55,4,1,0,9,Dwyane Wade,3,0.562
2008-10-29,22,1,5,5,15,Dwight Howard,4,0.271
2008-10-31,14,0,3,1,14,Dwight Howard,4,0.271
2008-11-01,29,2,5,0,14,Dwight Howard,4,0.271
2008-11-03,22,1,5,1,15,Dwight Howard,4,0.271
2008-11-06,14,2,3,0,8,Dwight Howard,4,0.271
2008-11-08,31,3,3,0,16,Dwight Howard,4,0.271
2008-11-10,29,0,1,1,19,Dwight Howard,4,0.271
2008-11-12,30,3,10,0,19,Dwight Howard,4,0.271
2008-11-14,18,2,2,1,13,Dwight Howard,4,0.271
2008-11-16,4,3,4,2,7,Dwight Howard,4,0.271
2008-11-18,18,1,3,1,9,Dwight Howard,4,0.271
2008-11-21,24,1,5,1,17,Dwight Howard,4,0.271
2008-11-22,13,0,2,0,9,Dwight Howard,4,0.271
2008-11-24,24,1,6,0,13,Dwight Howard,4,0.271
2008-11-26,21,2,2,0,14,Dwight Howard,4,0.271
2008-11-27,26,2,3,1,14,Dwight Howard,4,0.271
2008-11-29,32,3,4,0,21,Dwight Howard,4,0.271
2008-12-01,14,2,4,0,15,Dwight Howard,4,0.271
2008-12-03,23,0,6,3,14,Dwight Howard,4,0.271
2008-12-05,21,0,6,0,23,Dwight Howard,4,0.271
2008-12-08,23,4,6,1,22,Dwight Howard,4,0.271
2008-12-09,14,1,0,1,7,Dwight Howard,4,0.271
2008-12-12,19,0,1,0,7,Dwight Howard,4,0.271
2008-12-18,14,0,2,1,13,Dwight Howard,4,0.271
2008-12-20,18,1,2,3,12,Dwight Howard,4,0.271
2008-12-22,11,1,2,1,11,Dwight Howard,4,0.271
2008-12-25,12,1,3,0,15,Dwight Howard,4,0.271
2008-12-27,17,2,5,0,5,Dwight Howard,4,0.271
2008-12-29,18,1,3,1,18,Dwight Howard,4,0.271
2008-12-31,15,2,2,0,14,Dwight Howard,4,0.271
2009-01-02,15,2,2,2,15,Dwight Howard,4,0.271
2009-01-04,39,2,1,0,8,Dwight Howard,4,0.271
2009-01-06,15,1,1,1,16,Dwight Howard,4,0.271
2009-01-07,23,1,0,1,19,Dwight Howard,4,0.271
2009-01-09,16,2,4,2,10,Dwight Howard,4,0.271
2009-01-11,24,3,2,1,14,Dwight Howard,4,0.271
2009-01-13,25,1,1,4,15,Dwight Howard,4,0.271
2009-01-16,25,0,3,1,20,Dwight Howard,4,0.271
2009-01-17,14,0,3,1,20,Dwight Howard,4,0.271
2009-01-22,11,1,3,0,11,Dwight Howard,4,0.271
2009-01-24,22,0,3,0,10,Dwight Howard,4,0.271
2009-01-27,22,0,2,2,10,Dwight Howard,4,0.271
2009-01-29,22,0,2,2,18,Dwight Howard,4,0.271
2009-02-01,29,2,1,2,14,Dwight Howard,4,0.271
2009-02-02,35,3,1,0,11,Dwight Howard,4,0.271
2009-02-04,12,3,0,0,15,Dwight Howard,4,0.271
2009-02-06,21,0,1,0,20,Dwight Howard,4,0.271
2009-02-08,30,1,2,3,16,Dwight Howard,4,0.271
2009-02-11,16,0,3,1,15,Dwight Howard,4,0.271
2009-02-17,45,0,8,1,19,Dwight Howard,4,0.271
2009-02-18,12,1,1,1,8,Dwight Howard,4,0.271
2009-02-20,13,1,6,2,16,Dwight Howard,4,0.271
2009-02-22,32,0,2,0,17,Dwight Howard,4,0.271
2009-02-24,26,1,0,2,12,Dwight Howard,4,0.271
2009-02-25,24,0,4,1,21,Dwight Howard,4,0.271
2009-02-27,21,0,0,1,13,Dwight Howard,4,0.271
2009-02-28,12,0,3,0,8,Dwight Howard,4,0.271
2009-03-03,21,0,1,2,8,Dwight Howard,4,0.271
2009-03-06,26,1,0,1,15,Dwight Howard,4,0.271
2009-03-08,18,0,5,0,15,Dwight Howard,4,0.271
2009-03-09,27,2,4,0,14,Dwight Howard,4,0.271
2009-03-11,15,1,3,1,9,Dwight Howard,4,0.271
2009-03-13,18,7,5,1,13,Dwight Howard,4,0.271
2009-03-15,28,1,3,0,20,Dwight Howard,4,0.271
2009-03-17,13,3,6,0,15,Dwight Howard,4,0.271
2009-03-18,28,7,2,1,12,Dwight Howard,4,0.271
2009-03-21,15,1,3,1,7,Dwight Howard,4,0.271
2009-03-23,29,2,4,1,14,Dwight Howard,4,0.271
2009-03-25,24,2,4,2,21,Dwight Howard,4,0.271
2009-03-27,18,5,2,0,8,Dwight Howard,4,0.271
2009-03-30,22,1,1,0,18,Dwight Howard,4,0.271
2009-04-01,30,1,1,3,9,Dwight Howard,4,0.271
2009-04-03,20,0,3,1,11,Dwight Howard,4,0.271
2009-04-04,21,5,4,3,23,Dwight Howard,4,0.271
2009-04-07,13,1,3,1,10,Dwight Howard,4,0.271
2009-04-08,14,1,1,2,13,Dwight Howard,4,0.271
2009-04-10,16,0,2,0,14,Dwight Howard,4,0.271
2009-04-11,7,2,4,0,8,Dwight Howard,4,0.271
2009-04-15,10,2,3,1,12,Dwight Howard,4,0.271
2008-10-29,21,11,1,3,5,Chris Paul,5,0.159
2008-10-30,20,10,0,3,8,Chris Paul,5,0.159
2008-11-01,24,15,0,1,3,Chris Paul,5,0.159
2008-11-05,22,11,0,3,5,Chris Paul,5,0.159
2008-11-07,20,10,0,6,3,Chris Paul,5,0.159
2008-11-08,21,13,0,4,7,Chris Paul,5,0.159
2008-11-12,30,13,0,2,7,Chris Paul,5,0.159
2008-11-14,17,9,0,4,6,Chris Paul,5,0.159
2008-11-15,12,12,0,1,3,Chris Paul,5,0.159
2008-11-19,20,15,0,4,3,Chris Paul,5,0.159
2008-11-21,17,6,0,3,6,Chris Paul,5,0.159
2008-11-22,29,16,1,3,10,Chris Paul,5,0.159
2008-11-24,14,17,1,1,10,Chris Paul,5,0.159
2008-11-27,22,10,0,3,4,Chris Paul,5,0.159
2008-11-28,16,6,0,1,6,Chris Paul,5,0.159
2008-12-03,24,15,0,3,4,Chris Paul,5,0.159
2008-12-06,21,11,0,3,5,Chris Paul,5,0.159
2008-12-10,15,15,0,2,4,Chris Paul,5,0.159
2008-12-12,20,14,0,3,6,Chris Paul,5,0.159
2008-12-14,12,12,0,1,4,Chris Paul,5,0.159
2008-12-16,18,9,1,5,3,Chris Paul,5,0.159
2008-12-17,19,12,1,3,6,Chris Paul,5,0.159
2008-12-20,34,9,0,8,4,Chris Paul,5,0.159
2008-12-23,17,10,0,6,5,Chris Paul,5,0.159
2008-12-25,12,4,0,0,4,Chris Paul,5,0.159
2008-12-26,26,10,0,2,4,Chris Paul,5,0.159
2008-12-28,19,12,0,3,5,Chris Paul,5,0.159
2008-12-30,15,16,0,1,10,Chris Paul,5,0.159
2009-01-02,17,11,0,1,7,Chris Paul,5,0.159
2009-01-03,30,11,0,3,5,Chris Paul,5,0.159
2009-01-06,32,15,0,3,3,Chris Paul,5,0.159
2009-01-07,26,7,0,1,2,Chris Paul,5,0.159
2009-01-09,10,7,0,3,5,Chris Paul,5,0.159
2009-01-12,23,7,0,2,5,Chris Paul,5,0.159
2009-01-14,33,11,0,7,10,Chris Paul,5,0.159
2009-01-16,18,6,0,0,7,Chris Paul,5,0.159
2009-01-17,23,14,0,0,5,Chris Paul,5,0.159
2009-01-19,27,9,0,1,5,Chris Paul,5,0.159
2009-01-21,29,8,1,3,9,Chris Paul,5,0.159
2009-01-23,23,12,0,1,3,Chris Paul,5,0.159
2009-01-26,27,15,1,7,10,Chris Paul,5,0.159
2009-01-28,12,10,0,4,2,Chris Paul,5,0.159
2009-01-30,31,8,0,3,4,Chris Paul,5,0.159
2009-01-31,38,4,1,1,6,Chris Paul,5,0.159
2009-02-02,12,13,0,3,4,Chris Paul,5,0.159
2009-02-11,13,5,0,1,2,Chris Paul,5,0.159
2009-02-17,21,8,0,3,3,Chris Paul,5,0.159
2009-02-18,36,10,1,3,6,Chris Paul,5,0.159
2009-02-20,21,16,0,4,5,Chris Paul,5,0.159
2009-02-21,24,7,0,1,5,Chris Paul,5,0.159
2009-02-23,27,13,0,3,6,Chris Paul,5,0.159
2009-02-25,20,13,0,3,5,Chris Paul,5,0.159
2009-02-27,9,20,0,0,7,Chris Paul,5,0.159
2009-03-01,14,9,0,4,8,Chris Paul,5,0.159
2009-03-02,16,12,0,3,4,Chris Paul,5,0.159
2009-03-05,27,15,0,1,4,Chris Paul,5,0.159
2009-03-07,21,14,0,6,6,Chris Paul,5,0.159
2009-03-09,24,10,0,3,4,Chris Paul,5,0.159
2009-03-11,30,13,0,4,10,Chris Paul,5,0.159
2009-03-13,30,9,0,4,6,Chris Paul,5,0.159
2009-03-14,29,6,0,0,6,Chris Paul,5,0.159
2009-03-16,29,11,0,6,6,Chris Paul,5,0.159
2009-03-18,26,10,0,5,4,Chris Paul,5,0.159
2009-03-20,32,9,0,5,5,Chris Paul,5,0.159
2009-03-22,27,8,0,2,8,Chris Paul,5,0.159
2009-03-25,19,13,0,2,6,Chris Paul,5,0.159
2009-03-27,22,10,0,3,2,Chris Paul,5,0.159
2009-03-29,26,9,0,2,7,Chris Paul,5,0.159
2009-03-31,15,15,0,1,8,Chris Paul,5,0.159
2009-04-01,30,14,0,6,4,Chris Paul,5,0.159
2009-04-03,43,9,0,3,4,Chris Paul,5,0.159
2009-04-05,19,12,0,1,3,Chris Paul,5,0.159
2009-04-07,26,9,1,6,9,Chris Paul,5,0.159
2009-04-08,29,16,0,0,7,Chris Paul,5,0.159
2009-04-10,42,7,0,2,9,Chris Paul,5,0.159
2009-04-12,31,17,0,2,9,Chris Paul,5,0.159
2009-04-13,9,7,0,0,5,Chris Paul,5,0.159
2009-04-15,26,14,0,2,7,Chris Paul,5,0.159
2008-10-29,13,7,1,2,5,Chauncey Billups,6,0.027
2008-11-01,12,8,0,1,5,Chauncey Billups,6,0.027
2008-11-07,15,3,0,3,4,Chauncey Billups,6,0.027
2008-11-09,16,10,1,3,6,Chauncey Billups,6,0.027
2008-11-11,16,5,0,2,1,Chauncey Billups,6,0.027
2008-11-13,26,6,0,1,1,Chauncey Billups,6,0.027
2008-11-14,18,7,1,1,2,Chauncey Billups,6,0.027
2008-11-16,26,5,1,1,5,Chauncey Billups,6,0.027
2008-11-18,11,5,0,2,1,Chauncey Billups,6,0.027
2008-11-19,22,6,1,1,5,Chauncey Billups,6,0.027
2008-11-21,15,9,0,3,0,Chauncey Billups,6,0.027
2008-11-23,21,8,0,0,3,Chauncey Billups,6,0.027
2008-11-26,7,11,0,0,1,Chauncey Billups,6,0.027
2008-11-27,12,5,0,1,0,Chauncey Billups,6,0.027
2008-11-29,27,4,0,1,1,Chauncey Billups,6,0.027
2008-11-30,28,10,0,2,4,Chauncey Billups,6,0.027
2008-12-02,24,14,0,1,1,Chauncey Billups,6,0.027
2008-12-04,12,4,1,1,2,Chauncey Billups,6,0.027
2008-12-06,24,4,0,1,1,Chauncey Billups,6,0.027
2008-12-10,24,6,0,1,1,Chauncey Billups,6,0.027
2008-12-13,16,11,0,1,3,Chauncey Billups,6,0.027
2008-12-15,15,8,0,2,5,Chauncey Billups,6,0.027
2008-12-16,8,6,0,0,0,Chauncey Billups,6,0.027
2008-12-19,16,3,0,2,3,Chauncey Billups,6,0.027
2008-12-20,18,8,0,3,1,Chauncey Billups,6,0.027
2008-12-22,19,10,0,1,3,Chauncey Billups,6,0.027
2008-12-23,17,3,0,2,2,Chauncey Billups,6,0.027
2008-12-26,26,10,0,1,2,Chauncey Billups,6,0.027
2008-12-28,14,5,0,1,4,Chauncey Billups,6,0.027
2008-12-29,11,5,0,2,1,Chauncey Billups,6,0.027
2008-12-31,18,7,0,1,3,Chauncey Billups,6,0.027
2009-01-02,24,7,0,1,3,Chauncey Billups,6,0.027
2009-01-03,14,6,1,2,4,Chauncey Billups,6,0.027
2009-01-05,24,11,0,1,4,Chauncey Billups,6,0.027
2009-01-07,21,6,0,3,3,Chauncey Billups,6,0.027
2009-01-09,30,4,0,0,4,Chauncey Billups,6,0.027
2009-01-13,23,4,0,0,3,Chauncey Billups,6,0.027
2009-01-15,26,8,1,3,3,Chauncey Billups,6,0.027
2009-01-17,18,3,0,0,4,Chauncey Billups,6,0.027
2009-01-19,13,12,0,1,3,Chauncey Billups,6,0.027
2009-01-20,22,8,0,3,2,Chauncey Billups,6,0.027
2009-01-25,22,1,2,1,2,Chauncey Billups,6,0.027
2009-01-27,29,3,2,4,4,Chauncey Billups,6,0.027
2009-01-28,12,2,0,1,2,Chauncey Billups,6,0.027
2009-01-30,12,6,0,1,3,Chauncey Billups,6,0.027
2009-02-03,4,0,0,0,1,Chauncey Billups,6,0.027
2009-02-06,16,3,0,0,1,Chauncey Billups,6,0.027
2009-02-07,9,3,0,0,5,Chauncey Billups,6,0.027
2009-02-10,23,5,0,2,2,Chauncey Billups,6,0.027
2009-02-11,11,4,0,2,2,Chauncey Billups,6,0.027
2009-02-18,22,5,0,1,2,Chauncey Billups,6,0.027
