DATE,PTS,AST,BLK,STL,TRB,Player,Position
2001-01-23,23,2,2,2,9,Tim Duncan,2
2001-01-25,36,1,2,0,21,Tim Duncan,2
2001-01-27,33,2,4,1,10,Tim Duncan,2
2001-01-29,16,3,1,0,8,Tim Duncan,2
2001-01-31,22,2,4,1,16,Tim Duncan,2
2001-02-03,28,2,4,1,11,Tim Duncan,2
2001-02-05,24,4,2,0,12,Tim Duncan,2
2001-02-07,23,5,1,1,12,Tim Duncan,2
2001-02-08,35,5,1,0,21,Tim Duncan,2
2001-02-13,28,6,6,0,15,Tim Duncan,2
2001-02-15,19,2,5,0,12,Tim Duncan,2
2001-02-16,26,2,2,0,12,Tim Duncan,2
2001-02-18,20,0,5,2,13,Tim Duncan,2
2001-02-19,23,3,0,2,13,Tim Duncan,2
2001-02-21,22,4,0,3,7,Tim Duncan,2
2001-02-23,18,6,3,0,10,Tim Duncan,2
2001-02-24,31,1,1,1,13,Tim Duncan,2
2001-02-27,16,4,4,0,13,Tim Duncan,2
2001-03-01,25,0,2,1,10,Tim Duncan,2
2001-03-03,26,3,2,3,11,Tim Duncan,2
2001-03-05,19,4,3,2,13,Tim Duncan,2
2001-03-06,22,1,2,0,9,Tim Duncan,2
2001-03-08,16,6,1,2,16,Tim Duncan,2
2001-03-09,29,3,1,0,12,Tim Duncan,2
2001-03-12,28,3,1,0,11,Tim Duncan,2
2001-03-14,23,2,4,0,20,Tim Duncan,2
2001-03-16,29,3,5,2,16,Tim Duncan,2
2001-03-17,25,3,0,1,16,Tim Duncan,2
2001-03-19,20,3,5,0,23,Tim Duncan,2
2001-03-21,15,3,1,3,14,Tim Duncan,2
2001-03-22,18,2,1,2,10,Tim Duncan,2
2001-03-25,26,3,2,0,14,Tim Duncan,2
2001-03-27,34,3,2,1,19,Tim Duncan,2
2001-03-29,29,5,2,1,7,Tim Duncan,2
2001-03-31,20,2,2,2,12,Tim Duncan,2
2001-04-03,30,4,5,1,14,Tim Duncan,2
2001-04-05,36,4,1,0,13,Tim Duncan,2
2001-04-07,32,6,2,2,18,Tim Duncan,2
2001-04-08,28,1,4,2,9,Tim Duncan,2
2001-04-10,25,6,2,2,10,Tim Duncan,2
2001-04-12,42,5,4,1,11,Tim Duncan,2
2001-04-14,11,6,4,0,15,Tim Duncan,2
2001-04-17,18,2,0,0,8,Tim Duncan,2
2001-04-18,9,1,2,0,4,Tim Duncan,2
2000-10-31,23,7,3,2,8,Chris Webber,4
2000-11-01,27,5,3,2,8,Chris Webber,4
2000-11-03,31,2,1,2,12,Chris Webber,4
2000-11-04,15,3,1,1,7,Chris Webber,4
2000-11-06,29,6,2,0,5,Chris Webber,4
2000-11-08,27,1,1,1,9,Chris Webber,4
2000-11-10,35,6,3,0,16,Chris Webber,4
2000-11-12,23,2,1,0,13,Chris Webber,4
2000-11-22,29,5,0,1,13,Chris Webber,4
2000-11-25,24,3,5,3,14,Chris Webber,4
2000-11-28,21,4,4,1,11,Chris Webber,4
2000-11-29,25,3,1,1,17,Chris Webber,4
2000-12-01,28,4,1,2,14,Chris Webber,4
2000-12-05,30,3,4,4,10,Chris Webber,4
2000-12-08,37,2,1,2,18,Chris Webber,4
2000-12-10,19,1,5,0,10,Chris Webber,4
2000-12-12,22,3,2,0,13,Chris Webber,4
2000-12-13,25,4,3,1,6,Chris Webber,4
2000-12-15,30,3,4,1,13,Chris Webber,4
2000-12-17,33,4,2,1,12,Chris Webber,4
2000-12-19,19,3,3,0,11,Chris Webber,4
2000-12-20,20,5,3,0,13,Chris Webber,4
2000-12-22,33,5,1,0,12,Chris Webber,4
2000-12-23,23,3,6,0,11,Chris Webber,4
2000-12-28,24,4,2,1,10,Chris Webber,4
2000-12-30,29,4,3,1,10,Chris Webber,4
2001-01-02,2,3,0,0,0,Chris Webber,4
2001-01-05,51,5,2,3,26,Chris Webber,4
2001-01-08,21,5,3,0,9,Chris Webber,4
2001-01-10,30,5,4,1,14,Chris Webber,4
2001-01-12,24,4,1,0,14,Chris Webber,4
2001-01-13,31,5,2,2,14,Chris Webber,4
2001-01-15,34,5,2,0,12,Chris Webber,4
2001-01-17,30,4,5,2,9,Chris Webber,4
2001-01-20,34,6,1,4,10,Chris Webber,4
2001-01-21,25,1,5,1,18,Chris Webber,4
2001-01-23,25,10,0,0,9,Chris Webber,4
2001-01-25,23,2,0,0,11,Chris Webber,4
2001-01-27,33,5,1,0,11,Chris Webber,4
2001-01-30,28,4,3,4,12,Chris Webber,4
2001-02-02,41,4,2,1,15,Chris Webber,4
2001-02-04,25,9,0,4,5,Chris Webber,4
2001-02-06,39,8,1,0,11,Chris Webber,4
2001-02-07,22,3,0,0,5,Chris Webber,4
2001-02-13,34,3,1,0,8,Chris Webber,4
2001-03-06,19,3,0,1,13,Chris Webber,4
2001-03-07,41,5,1,0,14,Chris Webber,4
2001-03-09,41,2,0,1,12,Chris Webber,4
2001-03-11,26,8,0,8,6,Chris Webber,4
2001-03-13,33,7,1,1,15,Chris Webber,4
2001-03-14,26,1,2,0,17,Chris Webber,4
2001-03-16,26,5,1,2,11,Chris Webber,4
2001-03-18,26,4,1,0,15,Chris Webber,4
2001-03-20,28,12,0,6,10,Chris Webber,4
2001-03-22,29,7,1,2,15,Chris Webber,4
2001-03-25,15,4,2,1,11,Chris Webber,4
2001-03-27,39,5,1,3,15,Chris Webber,4
2001-03-28,25,4,0,0,12,Chris Webber,4
2001-03-30,22,5,1,2,4,Chris Webber,4
2001-04-01,27,5,1,0,10,Chris Webber,4
2001-04-03,28,2,0,1,11,Chris Webber,4
2001-04-05,26,2,0,4,8,Chris Webber,4
2001-04-06,36,5,2,0,6,Chris Webber,4
2001-04-08,20,5,0,3,8,Chris Webber,4
2001-04-10,31,5,1,1,11,Chris Webber,4
2001-04-12,26,6,2,1,13,Chris Webber,4
2001-04-13,24,3,2,3,13,Chris Webber,4
2001-04-15,22,1,1,0,9,Chris Webber,4
2001-04-16,23,2,0,3,7,Chris Webber,4
2001-04-18,6,0,0,1,2,Chris Webber,4
2000-10-31,28,5,1,1,11,Kevin Garnett,5
2000-11-02,21,3,2,0,11,Kevin Garnett,5
2000-11-04,28,4,0,1,12,Kevin Garnett,5
2000-11-06,22,5,2,4,9,Kevin Garnett,5
2000-11-08,26,5,2,1,16,Kevin Garnett,5
2000-11-09,24,4,1,1,9,Kevin Garnett,5
2000-11-11,22,4,1,0,11,Kevin Garnett,5
2000-11-15,24,4,3,2,10,Kevin Garnett,5
2000-11-17,32,3,3,2,12,Kevin Garnett,5
2000-11-18,25,5,0,2,11,Kevin Garnett,5
2000-11-22,24,2,1,2,10,Kevin Garnett,5
2000-11-24,19,0,1,1,7,Kevin Garnett,5
2000-11-25,22,2,1,1,12,Kevin Garnett,5
2000-11-28,15,5,2,0,12,Kevin Garnett,5
2000-11-29,25,2,3,0,13,Kevin Garnett,5
2000-12-01,21,2,3,1,13,Kevin Garnett,5
2000-12-02,21,5,0,1,7,Kevin Garnett,5
2000-12-05,25,5,2,2,8,Kevin Garnett,5
2000-12-07,24,5,2,1,7,Kevin Garnett,5
2000-12-09,23,2,3,0,9,Kevin Garnett,5
2000-12-11,23,7,1,1,12,Kevin Garnett,5
2000-12-12,21,2,0,1,10,Kevin Garnett,5
2000-12-15,26,10,1,2,13,Kevin Garnett,5
2000-12-16,34,5,1,1,20,Kevin Garnett,5
2000-12-19,29,2,3,0,16,Kevin Garnett,5
2000-12-20,22,2,0,3,7,Kevin Garnett,5
2000-12-22,20,2,0,1,9,Kevin Garnett,5
2000-12-23,20,5,4,2,9,Kevin Garnett,5
2000-12-26,22,9,1,0,9,Kevin Garnett,5
2000-12-28,21,6,1,4,12,Kevin Garnett,5
2000-12-30,16,4,2,1,10,Kevin Garnett,5
2001-01-01,21,7,0,2,9,Kevin Garnett,5
2001-01-02,31,2,1,1,4,Kevin Garnett,5
2001-01-04,13,6,1,2,6,Kevin Garnett,5
2001-01-07,11,7,3,2,9,Kevin Garnett,5
2001-01-08,26,9,0,1,7,Kevin Garnett,5
2001-01-10,26,6,2,1,13,Kevin Garnett,5
2001-01-12,17,9,2,1,10,Kevin Garnett,5
2001-01-15,23,7,3,1,9,Kevin Garnett,5
2001-01-17,23,5,1,2,11,Kevin Garnett,5
2001-01-19,16,4,4,2,17,Kevin Garnett,5
2001-01-21,20,6,0,1,9,Kevin Garnett,5
2001-01-23,14,5,2,3,13,Kevin Garnett,5
2001-01-25,16,8,1,1,18,Kevin Garnett,5
2001-01-27,19,6,1,0,11,Kevin Garnett,5
2001-01-29,29,6,1,1,18,Kevin Garnett,5
2001-01-31,21,6,3,1,10,Kevin Garnett,5
2001-02-01,18,3,2,2,10,Kevin Garnett,5
2001-02-03,30,5,0,1,13,Kevin Garnett,5
2001-02-07,40,6,2,1,7,Kevin Garnett,5
2001-02-13,20,2,0,1,14,Kevin Garnett,5
2001-02-14,20,4,4,3,12,Kevin Garnett,5
2001-02-16,31,5,2,1,16,Kevin Garnett,5
2001-02-18,16,7,3,3,13,Kevin Garnett,5
2001-02-21,23,2,3,4,15,Kevin Garnett,5
2001-02-23,23,4,0,0,6,Kevin Garnett,5
2001-02-25,23,2,4,3,14,Kevin Garnett,5
2001-02-28,18,10,2,2,10,Kevin Garnett,5
2001-03-02,24,4,2,0,14,Kevin Garnett,5
2001-03-04,26,9,2,0,16,Kevin Garnett,5
2001-03-06,22,8,3,2,13,Kevin Garnett,5
2001-03-09,13,6,1,3,13,Kevin Garnett,5
2001-03-10,21,3,0,2,15,Kevin Garnett,5
2001-03-12,24,4,4,2,15,Kevin Garnett,5
2001-03-14,24,8,2,2,13,Kevin Garnett,5
2001-03-15,28,0,1,1,16,Kevin Garnett,5
2001-03-18,21,9,1,1,9,Kevin Garnett,5
2001-03-21,28,6,5,0,15,Kevin Garnett,5
2001-03-23,30,7,0,0,15,Kevin Garnett,5
2001-03-25,18,2,3,1,18,Kevin Garnett,5
2001-03-28,21,6,3,2,9,Kevin Garnett,5
2001-03-30,18,3,5,4,7,Kevin Garnett,5
2001-04-01,16,7,1,0,10,Kevin Garnett,5
2001-04-04,18,6,4,0,18,Kevin Garnett,5
2001-04-06,25,6,1,2,10,Kevin Garnett,5
2001-04-08,11,4,2,2,8,Kevin Garnett,5
2001-04-10,17,8,7,1,14,Kevin Garnett,5
2001-04-12,15,7,1,1,8,Kevin Garnett,5
2001-04-13,23,6,1,1,12,Kevin Garnett,5
2001-04-15,17,1,2,1,6,Kevin Garnett,5
2001-04-17,11,6,0,1,6,Kevin Garnett,5
2000-10-31,32,4,3,1,12,Tracy McGrady,6
2000-11-01,16,0,0,0,4,Tracy McGrady,6
2000-11-03,16,5,3,2,6,Tracy McGrady,6
2000-11-06,31,4,2,4,6,Tracy McGrady,6
2000-11-08,14,3,1,3,7,Tracy McGrady,6
2000-11-09,21,6,2,3,6,Tracy McGrady,6
2000-11-12,24,7,2,4,8,Tracy McGrady,6
2000-11-14,20,1,0,1,7,Tracy McGrady,6
2000-11-16,24,6,1,1,8,Tracy McGrady,6
2000-11-19,24,4,2,0,8,Tracy McGrady,6
2000-11-21,25,6,2,1,11,Tracy McGrady,6
2000-11-24,26,5,1,0,10,Tracy McGrady,6
2000-11-29,28,4,2,2,7,Tracy McGrady,6
2000-12-01,31,4,3,1,9,Tracy McGrady,6
2000-12-02,40,5,3,3,10,Tracy McGrady,6
2000-12-05,29,2,0,2,6,Tracy McGrady,6
2000-12-07,36,4,1,2,12,Tracy McGrady,6
2000-12-11,14,4,4,1,8,Tracy McGrady,6
2000-12-12,20,4,2,1,4,Tracy McGrady,6
2000-12-15,39,6,1,2,4,Tracy McGrady,6
2000-12-17,27,8,1,2,8,Tracy McGrady,6
2000-12-21,31,9,1,0,5,Tracy McGrady,6
2000-12-23,17,8,3,0,9,Tracy McGrady,6
2000-12-25,43,1,2,0,9,Tracy McGrady,6
2000-12-26,26,5,1,3,10,Tracy McGrady,6
2000-12-28,26,2,2,2,5,Tracy McGrady,6
2000-12-30,19,7,2,1,7,Tracy McGrady,6
2001-01-02,17,2,0,1,9,Tracy McGrady,6
2001-01-04,36,3,1,0,3,Tracy McGrady,6
2001-01-06,30,3,3,1,11,Tracy McGrady,6
2001-01-09,25,1,4,2,12,Tracy McGrady,6
2001-01-11,36,4,3,3,3,Tracy McGrady,6
2001-01-13,27,0,1,1,6,Tracy McGrady,6
2001-01-15,28,7,3,1,9,Tracy McGrady,6
2001-01-18,34,4,1,3,9,Tracy McGrady,6
2001-01-20,38,4,2,1,8,Tracy McGrady,6
2001-01-23,22,7,0,0,7,Tracy McGrady,6
2001-01-25,28,2,1,0,8,Tracy McGrady,6
2001-01-27,19,3,1,3,15,Tracy McGrady,6
2001-01-30,19,3,1,1,5,Tracy McGrady,6
2001-01-31,25,6,1,2,9,Tracy McGrady,6
2001-02-02,25,6,1,1,2,Tracy McGrady,6
2001-02-03,26,5,2,5,15,Tracy McGrady,6
2001-02-06,26,4,0,0,6,Tracy McGrady,6
2001-02-07,24,7,2,1,5,Tracy McGrady,6
2001-02-14,22,3,2,1,7,Tracy McGrady,6
2001-02-16,35,2,2,2,4,Tracy McGrady,6
2001-02-18,32,5,0,1,3,Tracy McGrady,6
2001-02-20,44,4,1,1,9,Tracy McGrady,6
2001-02-23,32,6,0,1,8,Tracy McGrady,6
2001-02-25,25,8,1,3,8,Tracy McGrady,6
2001-02-26,36,2,1,2,12,Tracy McGrady,6
2001-02-28,25,8,1,2,12,Tracy McGrady,6
2001-03-02,36,5,1,2,6,Tracy McGrady,6
2001-03-04,25,1,1,1,10,Tracy McGrady,6
2001-03-05,23,5,3,3,7,Tracy McGrady,6
2001-03-07,37,5,3,3,11,Tracy McGrady,6
2001-03-08,19,7,1,1,4,Tracy McGrady,6
2001-03-10,33,5,4,2,6,Tracy McGrady,6
2001-03-13,25,8,1,3,10,Tracy McGrady,6
2001-03-18,29,5,2,2,10,Tracy McGrady,6
2001-03-20,12,7,4,2,11,Tracy McGrady,6
2001-03-21,25,4,1,0,7,Tracy McGrady,6
2001-03-23,33,4,2,3,5,Tracy McGrady,6
2001-03-25,28,4,1,3,8,Tracy McGrady,6
2001-03-28,44,6,0,0,9,Tracy McGrady,6
2001-03-30,18,5,2,0,9,Tracy McGrady,6
2001-04-01,24,2,0,0,7,Tracy McGrady,6
2001-04-03,4,2,0,0,1,Tracy McGrady,6
2001-04-04,34,11,1,2,8,Tracy McGrady,6
2001-04-06,20,9,2,1,4,Tracy McGrady,6
2001-04-10,21,5,0,0,8,Tracy McGrady,6
2001-04-12,31,4,0,0,5,Tracy McGrady,6
2001-04-13,49,7,4,2,8,Tracy McGrady,6
2001-04-15,24,2,1,3,2,Tracy McGrady,6
2001-04-16,26,3,2,2,8,Tracy McGrady,6
2001-04-18,10,3,0,0,5,Tracy McGrady,6
2000-10-31,34,5,2,3,6,Karl Malone,7
2000-11-01,26,0,1,0,11,Karl Malone,7
2000-11-04,35,3,0,0,10,Karl Malone,7
2000-11-06,22,5,0,0,15,Karl Malone,7
2000-11-08,31,7,0,1,10,Karl Malone,7
2000-11-10,21,3,0,1,11,Karl Malone,7
2000-11-14,15,7,3,1,12,Karl Malone,7
2000-11-16,15,1,1,0,12,Karl Malone,7
2000-11-18,26,8,1,0,9,Karl Malone,7
2000-11-20,13,5,0,2,11,Karl Malone,7
2000-11-24,20,5,1,4,8,Karl Malone,7
2000-11-26,24,6,0,2,12,Karl Malone,7
2000-11-28,21,7,0,1,10,Karl Malone,7
2000-11-29,27,4,0,2,11,Karl Malone,7
2000-12-01,27,5,0,1,8,Karl Malone,7
2000-12-02,14,3,1,0,6,Karl Malone,7
2000-12-05,31,0,3,2,12,Karl Malone,7
2000-12-07,18,4,0,1,4,Karl Malone,7
2000-12-09,25,6,2,1,8,Karl Malone,7
2000-12-11,19,3,3,1,13,Karl Malone,7
2000-12-13,35,4,0,1,8,Karl Malone,7
2000-12-15,18,4,1,1,6,Karl Malone,7
2000-12-16,13,5,1,1,9,Karl Malone,7
2000-12-19,12,3,2,1,4,Karl Malone,7
2000-12-20,41,3,4,2,13,Karl Malone,7
2000-12-22,29,7,0,2,7,Karl Malone,7
2000-12-23,19,4,1,2,6,Karl Malone,7
2000-12-26,12,4,3,1,5,Karl Malone,7
2000-12-28,18,4,1,1,8,Karl Malone,7
2000-12-29,12,4,0,0,9,Karl Malone,7
2001-01-03,14,5,1,0,6,Karl Malone,7
2001-01-05,33,2,1,0,5,Karl Malone,7
2001-01-06,14,7,1,3,7,Karl Malone,7
2001-01-09,35,4,0,1,10,Karl Malone,7
2001-01-13,20,3,0,1,9,Karl Malone,7
2001-01-15,29,9,0,0,10,Karl Malone,7
2001-01-17,22,5,0,0,13,Karl Malone,7
2001-01-21,30,3,0,3,7,Karl Malone,7
2001-01-23,15,4,0,0,7,Karl Malone,7
2001-01-25,22,8,1,0,8,Karl Malone,7
2001-01-27,19,4,0,0,11,Karl Malone,7
2001-01-29,30,3,0,0,5,Karl Malone,7
2001-01-30,25,7,0,2,9,Karl Malone,7
2001-02-01,16,7,0,1,7,Karl Malone,7
2001-02-03,28,3,0,1,5,Karl Malone,7
2001-02-07,34,4,1,0,8,Karl Malone,7
2001-02-13,28,3,0,2,14,Karl Malone,7
2001-02-14,33,5,0,1,7,Karl Malone,7
2001-02-18,24,6,1,1,9,Karl Malone,7
2001-02-19,30,0,0,2,13,Karl Malone,7
2001-02-22,22,7,0,1,6,Karl Malone,7
2001-02-23,33,5,0,3,10,Karl Malone,7
2001-02-25,22,3,1,2,10,Karl Malone,7
2001-02-26,21,3,1,2,8,Karl Malone,7
2001-02-28,21,5,1,2,7,Karl Malone,7
2001-03-02,17,4,0,0,5,Karl Malone,7
2001-03-04,20,5,1,1,6,Karl Malone,7
2001-03-05,30,6,1,0,7,Karl Malone,7
2001-03-07,26,6,2,1,4,Karl Malone,7
2001-03-09,20,4,2,0,10,Karl Malone,7
2001-03-11,20,4,2,0,3,Karl Malone,7
2001-03-14,16,3,0,0,7,Karl Malone,7
2001-03-16,22,4,1,0,8,Karl Malone,7
2001-03-18,34,5,0,1,5,Karl Malone,7
2001-03-20,13,8,1,1,9,Karl Malone,7
2001-03-22,24,3,1,2,8,Karl Malone,7
2001-03-24,15,5,1,3,4,Karl Malone,7
2001-03-26,21,1,0,0,10,Karl Malone,7
2001-03-27,15,2,0,0,4,Karl Malone,7
2001-03-29,24,5,0,2,9,Karl Malone,7
2001-03-30,33,4,1,4,6,Karl Malone,7
2001-04-01,31,8,2,1,7,Karl Malone,7
2001-04-03,31,2,2,3,14,Karl Malone,7
2001-04-05,21,5,1,3,9,Karl Malone,7
2001-04-07,31,5,0,1,11,Karl Malone,7
2001-04-09,26,7,1,0,8,Karl Malone,7
2001-04-12,13,6,1,0,8,Karl Malone,7
2001-04-13,32,6,0,3,10,Karl Malone,7
2001-04-15,14,5,0,0,5,Karl Malone,7
2001-04-17,34,3,2,3,6,Karl Malone,7
2001-04-18,2,1,0,1,1,Karl Malone,7
2000-10-31,24,11,0,5,10,Jason Kidd,8
2000-11-02,16,12,0,2,7,Jason Kidd,8
2000-11-04,22,10,0,4,7,Jason Kidd,8
2000-11-05,18,9,0,3,4,Jason Kidd,8
2000-11-07,10,11,1,2,9,Jason Kidd,8
2000-11-09,19,12,1,4,13,Jason Kidd,8
2000-11-11,15,13,1,3,4,Jason Kidd,8
2000-11-15,15,9,1,1,3,Jason Kidd,8
2000-11-17,18,10,0,0,12,Jason Kidd,8
2000-11-18,15,9,0,2,3,Jason Kidd,8
2000-11-22,8,16,0,2,6,Jason Kidd,8
2000-11-24,18,13,0,1,7,Jason Kidd,8
2000-11-25,10,9,0,4,4,Jason Kidd,8
2000-11-29,34,8,0,2,5,Jason Kidd,8
2000-12-01,16,10,0,2,5,Jason Kidd,8
2000-12-03,29,7,0,6,6,Jason Kidd,8
2000-12-07,16,9,0,0,5,Jason Kidd,8
2000-12-08,17,7,0,2,5,Jason Kidd,8
2000-12-10,24,6,1,3,9,Jason Kidd,8
2000-12-11,12,13,0,0,6,Jason Kidd,8
2000-12-13,17,9,0,4,6,Jason Kidd,8
2000-12-15,13,8,0,1,9,Jason Kidd,8
2000-12-16,12,4,1,1,6,Jason Kidd,8
2000-12-23,14,13,1,1,10,Jason Kidd,8
2000-12-26,28,10,0,2,6,Jason Kidd,8
2000-12-28,15,3,0,2,8,Jason Kidd,8
2000-12-30,27,9,0,0,6,Jason Kidd,8
2001-01-02,12,17,0,1,2,Jason Kidd,8
2001-01-03,12,11,0,2,2,Jason Kidd,8
2001-01-05,11,14,1,1,10,Jason Kidd,8
2001-01-07,20,4,1,4,1,Jason Kidd,8
2001-01-11,12,13,1,2,9,Jason Kidd,8
2001-01-13,15,11,2,2,5,Jason Kidd,8
2001-01-14,3,9,0,0,5,Jason Kidd,8
2001-01-17,15,7,0,1,4,Jason Kidd,8
2001-01-26,12,5,0,3,8,Jason Kidd,8
2001-01-27,18,12,0,2,7,Jason Kidd,8
2001-01-29,14,7,0,5,4,Jason Kidd,8
2001-01-31,17,10,0,3,7,Jason Kidd,8
2001-02-01,10,8,0,4,6,Jason Kidd,8
2001-02-04,11,9,0,3,6,Jason Kidd,8
2001-02-06,8,11,0,2,1,Jason Kidd,8
2001-02-07,14,9,0,0,6,Jason Kidd,8
2001-02-13,14,10,0,1,4,Jason Kidd,8
2001-02-14,19,12,0,1,10,Jason Kidd,8
2001-02-18,22,10,1,2,5,Jason Kidd,8
2001-02-20,15,15,1,2,6,Jason Kidd,8
2001-02-21,5,9,1,1,2,Jason Kidd,8
2001-02-23,16,7,0,2,9,Jason Kidd,8
2001-02-25,9,12,1,3,8,Jason Kidd,8
2001-02-28,16,5,1,1,16,Jason Kidd,8
2001-03-01,7,7,0,1,7,Jason Kidd,8
2001-03-03,7,19,1,1,9,Jason Kidd,8
2001-03-06,8,10,0,1,8,Jason Kidd,8
