DATE,PTS,AST,TRB,Player,Position
2021-02-09,18,3,12,Rudy Gobert,10
2021-02-12,27,0,12,Rudy Gobert,10
2021-02-13,16,0,12,Rudy Gobert,10
2021-02-15,11,2,9,Rudy Gobert,10
2021-02-17,23,1,20,Rudy Gobert,10
2021-02-19,8,1,15,Rudy Gobert,10
2021-02-22,10,1,12,Rudy Gobert,10
2021-02-24,18,0,9,Rudy Gobert,10
2021-02-26,15,1,12,Rudy Gobert,10
2021-02-27,12,3,16,Rudy Gobert,10
2021-03-01,22,1,9,Rudy Gobert,10
2021-03-03,12,4,9,Rudy Gobert,10
2021-03-12,14,1,13,Rudy Gobert,10
2021-03-14,24,1,28,Rudy Gobert,10
2021-03-16,16,1,12,Rudy Gobert,10
2021-03-18,10,0,13,Rudy Gobert,10
2021-03-19,15,1,16,Rudy Gobert,10
2021-03-22,21,2,10,Rudy Gobert,10
2021-03-24,8,0,11,Rudy Gobert,10
2021-03-26,25,1,9,Rudy Gobert,10
2021-03-27,16,1,14,Rudy Gobert,10
2021-03-29,18,0,17,Rudy Gobert,10
2021-03-31,8,4,12,Rudy Gobert,10
2021-04-02,19,1,13,Rudy Gobert,10
2021-04-03,11,1,6,Rudy Gobert,10
2021-04-05,14,2,15,Rudy Gobert,10
2021-04-07,16,2,18,Rudy Gobert,10
2021-04-08,18,2,20,Rudy Gobert,10
2021-04-10,6,1,11,Rudy Gobert,10
2021-04-12,12,3,12,Rudy Gobert,10
2021-04-13,13,1,14,Rudy Gobert,10
2021-04-16,13,1,23,Rudy Gobert,10
2021-04-19,14,2,10,Rudy Gobert,10
2021-04-21,19,0,18,Rudy Gobert,10
2021-04-24,9,0,17,Rudy Gobert,10
2021-04-26,18,2,5,Rudy Gobert,10
2021-04-28,12,0,10,Rudy Gobert,10
2021-04-30,8,1,10,Rudy Gobert,10
2021-05-01,13,0,16,Rudy Gobert,10
2021-05-03,24,1,15,Rudy Gobert,10
2021-05-05,10,1,8,Rudy Gobert,10
2021-05-07,14,2,9,Rudy Gobert,10
2021-05-08,13,1,14,Rudy Gobert,10
2021-05-10,10,1,15,Rudy Gobert,10
2021-05-12,15,2,20,Rudy Gobert,10
2021-05-14,16,1,18,Rudy Gobert,10
2021-05-16,13,1,16,Rudy Gobert,10
2020-12-23,21,15,11,Russell Westbrook,11
2020-12-26,15,12,15,Russell Westbrook,11
2020-12-29,21,11,15,Russell Westbrook,11
2020-12-31,22,11,10,Russell Westbrook,11
2021-01-03,24,10,5,Russell Westbrook,11
2021-01-06,20,12,8,Russell Westbrook,11
2021-01-08,12,8,4,Russell Westbrook,11
2021-01-24,9,6,8,Russell Westbrook,11
2021-01-26,19,7,11,Russell Westbrook,11
2021-01-29,26,4,6,Russell Westbrook,11
2021-01-31,41,8,10,Russell Westbrook,11
2021-02-02,17,10,12,Russell Westbrook,11
2021-02-05,13,3,3,Russell Westbrook,11
2021-02-07,12,9,11,Russell Westbrook,11
2021-02-10,23,7,6,Russell Westbrook,11
2021-02-12,23,10,9,Russell Westbrook,11
2021-02-14,13,11,9,Russell Westbrook,11
2021-02-15,16,15,13,Russell Westbrook,11
2021-02-17,12,12,13,Russell Westbrook,11
2021-02-20,27,13,11,Russell Westbrook,11
2021-02-22,32,9,14,Russell Westbrook,11
2021-02-23,20,10,9,Russell Westbrook,11
2021-02-25,16,10,10,Russell Westbrook,11
2021-02-27,19,12,14,Russell Westbrook,11
2021-02-28,24,4,11,Russell Westbrook,11
2021-03-02,23,15,6,Russell Westbrook,11
2021-03-04,27,11,9,Russell Westbrook,11
2021-03-10,20,10,5,Russell Westbrook,11
2021-03-12,25,8,5,Russell Westbrook,11
2021-03-13,42,12,10,Russell Westbrook,11
2021-03-15,23,17,5,Russell Westbrook,11
2021-03-17,26,10,14,Russell Westbrook,11
2021-03-18,35,13,15,Russell Westbrook,11
2021-03-21,29,13,13,Russell Westbrook,11
2021-03-23,14,12,4,Russell Westbrook,11
2021-03-25,13,9,18,Russell Westbrook,11
2021-03-27,19,10,19,Russell Westbrook,11
2021-03-29,35,21,14,Russell Westbrook,11
2021-03-30,22,14,15,Russell Westbrook,11
2021-04-01,16,12,11,Russell Westbrook,11
2021-04-03,26,5,14,Russell Westbrook,11
2021-04-05,23,11,14,Russell Westbrook,11
2021-04-07,23,15,14,Russell Westbrook,11
2021-04-09,19,14,14,Russell Westbrook,11
2021-04-10,17,14,11,Russell Westbrook,11
2021-04-12,25,14,14,Russell Westbrook,11
2021-04-14,25,11,15,Russell Westbrook,11
2021-04-16,36,9,15,Russell Westbrook,11
2021-04-17,15,11,14,Russell Westbrook,11
2021-04-19,13,17,11,Russell Westbrook,11
2021-04-21,14,10,20,Russell Westbrook,11
2021-04-23,37,11,11,Russell Westbrook,11
2021-04-25,14,11,5,Russell Westbrook,11
2021-04-26,22,14,13,Russell Westbrook,11
2021-04-28,18,14,18,Russell Westbrook,11
2021-04-30,15,11,12,Russell Westbrook,11
2021-05-01,42,9,10,Russell Westbrook,11
2021-05-03,14,24,21,Russell Westbrook,11
2021-05-05,29,17,12,Russell Westbrook,11
2021-05-06,13,17,17,Russell Westbrook,11
2021-05-08,33,15,19,Russell Westbrook,11
2021-05-10,28,21,13,Russell Westbrook,11
2021-05-12,34,15,5,Russell Westbrook,11
2021-05-14,21,17,12,Russell Westbrook,11
2021-05-16,23,10,15,Russell Westbrook,11
2020-12-23,16,7,9,Ben Simmons,12
2020-12-26,15,6,9,Ben Simmons,12
2020-12-27,15,4,6,Ben Simmons,12
2020-12-29,11,7,13,Ben Simmons,12
2020-12-31,9,8,10,Ben Simmons,12
2021-01-02,15,11,12,Ben Simmons,12
2021-01-04,12,6,10,Ben Simmons,12
2021-01-06,17,12,6,Ben Simmons,12
2021-01-07,11,2,4,Ben Simmons,12
2021-01-12,5,12,6,Ben Simmons,12
2021-01-14,10,12,10,Ben Simmons,12
2021-01-16,11,9,16,Ben Simmons,12
2021-01-20,11,8,8,Ben Simmons,12
2021-01-22,15,11,3,Ben Simmons,12
2021-01-23,20,7,9,Ben Simmons,12
2021-01-25,11,4,4,Ben Simmons,12
2021-01-27,17,10,11,Ben Simmons,12
2021-01-29,11,7,4,Ben Simmons,12
2021-01-31,21,7,6,Ben Simmons,12
2021-02-03,15,9,6,Ben Simmons,12
2021-02-06,16,8,12,Ben Simmons,12
2021-02-09,14,9,7,Ben Simmons,12
2021-02-11,23,9,11,Ben Simmons,12
2021-02-13,18,4,6,Ben Simmons,12
2021-02-15,42,12,9,Ben Simmons,12
2021-02-21,28,5,9,Ben Simmons,12
2021-02-23,15,7,9,Ben Simmons,12
2021-02-25,15,7,3,Ben Simmons,12
2021-02-27,24,8,7,Ben Simmons,12
2021-03-01,18,2,6,Ben Simmons,12
2021-03-03,17,6,4,Ben Simmons,12
2021-03-14,14,9,4,Ben Simmons,12
2021-03-16,16,7,13,Ben Simmons,12
2021-03-17,13,12,10,Ben Simmons,12
2021-03-21,16,4,8,Ben Simmons,12
2021-03-23,22,4,8,Ben Simmons,12
2021-03-25,9,12,7,Ben Simmons,12
2021-03-27,15,2,7,Ben Simmons,12
2021-03-30,11,3,2,Ben Simmons,12
2021-04-01,5,5,13,Ben Simmons,12
2021-04-03,14,6,8,Ben Simmons,12
2021-04-04,7,4,7,Ben Simmons,12
2021-04-06,12,6,4,Ben Simmons,12
2021-04-09,10,6,9,Ben Simmons,12
2021-04-10,13,3,3,Ben Simmons,12
2021-04-12,8,7,6,Ben Simmons,12
2021-04-14,17,9,4,Ben Simmons,12
2021-04-16,12,6,9,Ben Simmons,12
2021-04-26,12,4,3,Ben Simmons,12
2021-04-28,8,6,4,Ben Simmons,12
2021-04-30,18,5,6,Ben Simmons,12
2021-05-02,5,5,6,Ben Simmons,12
2021-05-03,15,5,6,Ben Simmons,12
2021-05-05,10,3,3,Ben Simmons,12
2021-05-07,8,10,9,Ben Simmons,12
2021-05-11,20,7,8,Ben Simmons,12
2021-05-13,8,6,1,Ben Simmons,12
2021-05-14,13,9,4,Ben Simmons,12
2020-12-26,44,17,4,James Harden,13
2020-12-28,34,8,6,James Harden,13
2020-12-31,33,8,6,James Harden,13
2021-01-04,21,10,3,James Harden,13
2021-01-06,15,12,4,James Harden,13
2021-01-08,15,13,5,James Harden,13
2021-01-10,20,9,6,James Harden,13
2021-01-12,16,6,7,James Harden,13
2021-01-16,32,14,12,James Harden,13
2021-01-18,34,12,6,James Harden,13
2021-01-20,21,12,10,James Harden,13
2021-01-22,19,11,5,James Harden,13
2021-01-23,12,11,7,James Harden,13
2021-01-25,20,8,4,James Harden,13
2021-01-27,31,15,8,James Harden,13
2021-01-29,25,11,10,James Harden,13
2021-02-02,23,14,12,James Harden,13
2021-02-05,17,12,7,James Harden,13
2021-02-06,26,10,8,James Harden,13
2021-02-09,24,12,6,James Harden,13
2021-02-10,19,5,11,James Harden,13
2021-02-13,19,16,8,James Harden,13
2021-02-15,29,14,13,James Harden,13
2021-02-16,38,11,7,James Harden,13
2021-02-18,23,11,5,James Harden,13
2021-02-21,37,7,11,James Harden,13
2021-02-23,29,14,11,James Harden,13
2021-02-25,20,7,9,James Harden,13
2021-02-27,29,6,7,James Harden,13
2021-03-01,30,15,14,James Harden,13
2021-03-03,29,14,10,James Harden,13
2021-03-11,22,8,10,James Harden,13
2021-03-13,24,10,10,James Harden,13
2021-03-15,21,15,14,James Harden,13
2021-03-17,40,15,10,James Harden,13
2021-03-19,19,9,4,James Harden,13
2021-03-21,26,8,5,James Harden,13
2021-03-23,25,17,7,James Harden,13
2021-03-26,44,8,14,James Harden,13
2021-03-29,38,13,11,James Harden,13
2021-03-31,17,6,8,James Harden,13
2021-04-05,0,3,1,James Harden,13
2021-05-12,18,11,7,James Harden,13
2021-05-15,5,7,5,James Harden,13
2020-12-22,22,5,5,LeBron James,14
2020-12-25,22,10,7,LeBron James,14
2020-12-27,18,5,9,LeBron James,14
2020-12-28,29,6,9,LeBron James,14
2020-12-30,26,8,5,LeBron James,14
2021-01-01,26,10,11,LeBron James,14
2021-01-03,22,8,13,LeBron James,14
2021-01-05,26,7,12,LeBron James,14
2021-01-07,27,12,6,LeBron James,14
2021-01-08,28,7,7,LeBron James,14
2021-01-10,18,7,7,LeBron James,14
2021-01-12,26,5,8,LeBron James,14
2021-01-13,26,7,6,LeBron James,14
2021-01-15,21,11,8,LeBron James,14
2021-01-18,19,5,5,LeBron James,14
2021-01-21,34,8,6,LeBron James,14
2021-01-23,17,6,11,LeBron James,14
2021-01-25,46,6,8,LeBron James,14
2021-01-27,34,7,6,LeBron James,14
2021-01-28,22,10,7,LeBron James,14
2021-01-30,21,7,7,LeBron James,14
2021-02-01,21,9,7,LeBron James,14
2021-02-04,27,10,10,LeBron James,14
2021-02-06,33,11,5,LeBron James,14
2021-02-08,28,12,14,LeBron James,14
2021-02-10,25,7,6,LeBron James,14
2021-02-12,28,8,9,LeBron James,14
2021-02-14,22,9,10,LeBron James,14
2021-02-16,30,7,13,LeBron James,14
2021-02-18,32,7,8,LeBron James,14
2021-02-20,19,9,9,LeBron James,14
2021-02-22,31,13,9,LeBron James,14
2021-02-24,19,4,4,LeBron James,14
2021-02-26,28,7,11,LeBron James,14
2021-02-28,19,4,6,LeBron James,14
2021-03-02,38,6,5,LeBron James,14
2021-03-12,18,10,3,LeBron James,14
2021-03-15,22,11,10,LeBron James,14
2021-03-16,25,12,12,LeBron James,14
2021-03-18,37,6,8,LeBron James,14
2021-03-20,10,4,1,LeBron James,14
2021-04-30,16,7,8,LeBron James,14
2021-05-02,19,6,7,LeBron James,14
2021-05-15,24,8,7,LeBron James,14
2021-05-16,25,6,1,LeBron James,14
2020-12-22,26,3,2,Kawhi Leonard,15
2020-12-25,21,7,5,Kawhi Leonard,15
2020-12-30,28,7,3,Kawhi Leonard,15
2021-01-01,20,9,16,Kawhi Leonard,15
2021-01-03,15,3,6,Kawhi Leonard,15
2021-01-05,30,10,3,Kawhi Leonard,15
2021-01-06,21,4,4,Kawhi Leonard,15
2021-01-08,24,4,3,Kawhi Leonard,15
2021-01-10,35,4,2,Kawhi Leonard,15
2021-01-13,28,9,6,Kawhi Leonard,15
2021-01-15,27,6,4,Kawhi Leonard,15
2021-01-17,17,5,7,Kawhi Leonard,15
2021-01-20,32,5,3,Kawhi Leonard,15
2021-01-22,31,2,8,Kawhi Leonard,15
2021-01-24,34,8,9,Kawhi Leonard,15
2021-01-29,24,3,4,Kawhi Leonard,15
2021-01-31,28,3,4,Kawhi Leonard,15
2021-02-02,33,5,5,Kawhi Leonard,15
2021-02-03,24,3,6,Kawhi Leonard,15
2021-02-05,28,5,11,Kawhi Leonard,15
2021-02-07,20,2,10,Kawhi Leonard,15
2021-02-10,36,5,8,Kawhi Leonard,15
2021-02-12,33,3,6,Kawhi Leonard,15
2021-02-19,29,4,5,Kawhi Leonard,15
2021-02-21,29,3,13,Kawhi Leonard,15
2021-02-23,32,4,7,Kawhi Leonard,15
2021-02-25,17,7,5,Kawhi Leonard,15
2021-02-26,30,7,9,Kawhi Leonard,15
2021-02-28,25,3,9,Kawhi Leonard,15
2021-03-04,22,3,5,Kawhi Leonard,15
2021-03-11,28,4,9,Kawhi Leonard,15
2021-03-14,23,2,5,Kawhi Leonard,15
2021-03-15,22,7,8,Kawhi Leonard,15
2021-03-17,20,7,7,Kawhi Leonard,15
2021-03-20,17,4,3,Kawhi Leonard,15
2021-03-22,25,5,7,Kawhi Leonard,15
2021-03-24,25,3,7,Kawhi Leonard,15
2021-03-27,28,4,4,Kawhi Leonard,15
2021-03-29,23,8,9,Kawhi Leonard,15
2021-03-30,28,5,5,Kawhi Leonard,15
2021-04-01,24,4,12,Kawhi Leonard,15
2021-04-04,19,8,10,Kawhi Leonard,15
2021-04-06,29,7,12,Kawhi Leonard,15
2021-04-08,27,5,5,Kawhi Leonard,15
2021-04-09,31,8,5,Kawhi Leonard,15
2021-04-18,15,8,11,Kawhi Leonard,15
2021-05-01,16,6,5,Kawhi Leonard,15
2021-05-04,13,5,3,Kawhi Leonard,15
2021-05-06,15,6,8,Kawhi Leonard,15
2021-05-09,29,3,4,Kawhi Leonard,15
2021-05-11,20,5,7,Kawhi Leonard,15
2021-05-13,16,9,3,Kawhi Leonard,15
