DATE,PTS,AST,TRB,Player,Position
2021-04-23,19,6,6,Nikola Jokić,1
2021-04-24,24,12,8,Nikola Jokić,1
2021-04-26,24,5,15,Nikola Jokić,1
2021-04-28,32,8,7,Nikola Jokić,1
2021-04-29,19,2,11,Nikola Jokić,1
2021-05-01,30,7,14,Nikola Jokić,1
2021-05-03,32,5,9,Nikola Jokić,1
2021-05-05,32,6,12,Nikola Jokić,1
2021-05-07,24,13,9,Nikola Jokić,1
2021-05-08,29,6,7,Nikola Jokić,1
2021-05-11,30,6,11,Nikola Jokić,1
2021-05-13,31,4,14,Nikola Jokić,1
2021-05-14,20,11,15,Nikola Jokić,1
2021-05-16,21,2,3,Nikola Jokić,1
2020-12-23,29,2,14,Joel Embiid,2
2020-12-26,27,2,10,Joel Embiid,2
2020-12-29,29,4,16,Joel Embiid,2
2020-12-31,21,2,9,Joel Embiid,2
2021-01-02,19,4,14,Joel Embiid,2
2021-01-04,14,4,11,Joel Embiid,2
2021-01-06,38,5,8,Joel Embiid,2
2021-01-07,20,3,12,Joel Embiid,2
2021-01-11,24,1,11,Joel Embiid,2
2021-01-12,45,4,16,Joel Embiid,2
2021-01-14,9,1,5,Joel Embiid,2
2021-01-20,42,2,10,Joel Embiid,2
2021-01-22,38,3,11,Joel Embiid,2
2021-01-23,33,1,14,Joel Embiid,2
2021-01-27,28,4,6,Joel Embiid,2
2021-01-29,37,3,11,Joel Embiid,2
2021-02-03,34,2,11,Joel Embiid,2
2021-02-04,37,1,5,Joel Embiid,2
2021-02-06,33,3,9,Joel Embiid,2
2021-02-09,25,6,17,Joel Embiid,2
2021-02-11,35,3,9,Joel Embiid,2
2021-02-13,35,2,8,Joel Embiid,2
2021-02-17,31,9,11,Joel Embiid,2
2021-02-19,50,5,17,Joel Embiid,2
2021-02-21,25,2,17,Joel Embiid,2
2021-02-23,18,2,12,Joel Embiid,2
2021-02-25,23,4,9,Joel Embiid,2
2021-02-27,42,6,13,Joel Embiid,2
2021-03-01,24,5,13,Joel Embiid,2
2021-03-03,40,3,19,Joel Embiid,2
2021-03-12,23,3,7,Joel Embiid,2
2021-04-03,24,2,8,Joel Embiid,2
2021-04-06,35,1,6,Joel Embiid,2
2021-04-09,14,1,9,Joel Embiid,2
2021-04-10,27,4,10,Joel Embiid,2
2021-04-12,36,2,7,Joel Embiid,2
2021-04-14,39,2,13,Joel Embiid,2
2021-04-16,36,1,14,Joel Embiid,2
2021-04-19,28,8,13,Joel Embiid,2
2021-04-21,38,4,17,Joel Embiid,2
2021-04-22,24,3,3,Joel Embiid,2
2021-04-26,21,1,5,Joel Embiid,2
2021-04-28,17,1,7,Joel Embiid,2
2021-04-30,18,1,6,Joel Embiid,2
2021-05-02,34,1,12,Joel Embiid,2
2021-05-03,13,3,10,Joel Embiid,2
2021-05-05,34,2,12,Joel Embiid,2
2021-05-07,37,3,13,Joel Embiid,2
2021-05-08,29,1,6,Joel Embiid,2
2021-05-13,6,1,2,Joel Embiid,2
2021-05-14,13,2,11,Joel Embiid,2
2020-12-22,20,10,4,Stephen Curry,3
2020-12-25,19,6,4,Stephen Curry,3
2020-12-27,36,6,2,Stephen Curry,3
2020-12-29,31,6,5,Stephen Curry,3
2021-01-01,26,5,8,Stephen Curry,3
2021-01-03,62,4,5,Stephen Curry,3
2021-01-04,30,8,9,Stephen Curry,3
2021-01-06,13,5,4,Stephen Curry,3
2021-01-08,38,11,2,Stephen Curry,3
2021-01-10,11,6,9,Stephen Curry,3
2021-01-12,20,3,4,Stephen Curry,3
2021-01-14,35,4,11,Stephen Curry,3
2021-01-18,26,7,1,Stephen Curry,3
2021-01-20,26,7,11,Stephen Curry,3
2021-01-21,30,4,3,Stephen Curry,3
2021-01-23,24,7,7,Stephen Curry,3
2021-01-25,36,3,4,Stephen Curry,3
2021-01-27,16,8,6,Stephen Curry,3
2021-01-28,27,4,4,Stephen Curry,3
2021-01-30,28,7,5,Stephen Curry,3
2021-02-02,38,8,11,Stephen Curry,3
2021-02-04,28,6,3,Stephen Curry,3
2021-02-06,57,5,2,Stephen Curry,3
2021-02-08,32,6,7,Stephen Curry,3
2021-02-09,32,2,4,Stephen Curry,3
2021-02-11,40,5,8,Stephen Curry,3
2021-02-13,27,5,3,Stephen Curry,3
2021-02-15,36,6,2,Stephen Curry,3
2021-02-17,25,11,7,Stephen Curry,3
2021-02-19,29,11,7,Stephen Curry,3
2021-02-23,37,6,6,Stephen Curry,3
2021-02-24,24,8,8,Stephen Curry,3
2021-02-26,29,9,4,Stephen Curry,3
2021-02-28,16,7,4,Stephen Curry,3
2021-03-03,35,5,7,Stephen Curry,3
2021-03-11,14,3,4,Stephen Curry,3
2021-03-14,32,9,5,Stephen Curry,3
2021-03-15,27,2,3,Stephen Curry,3
2021-03-17,18,8,5,Stephen Curry,3
2021-03-29,32,6,5,Stephen Curry,3
2021-04-01,36,3,11,Stephen Curry,3
2021-04-04,37,2,5,Stephen Curry,3
2021-04-06,41,4,6,Stephen Curry,3
2021-04-09,32,5,6,Stephen Curry,3
2021-04-10,38,5,8,Stephen Curry,3
2021-04-12,53,4,6,Stephen Curry,3
2021-04-14,42,8,6,Stephen Curry,3
2021-04-15,33,5,4,Stephen Curry,3
2021-04-17,47,3,7,Stephen Curry,3
2021-04-19,49,5,3,Stephen Curry,3
2021-04-21,18,8,7,Stephen Curry,3
2021-04-23,32,3,8,Stephen Curry,3
2021-04-25,37,4,7,Stephen Curry,3
2021-04-27,27,2,1,Stephen Curry,3
2021-04-29,37,8,6,Stephen Curry,3
2021-05-01,30,5,5,Stephen Curry,3
2021-05-03,41,8,4,Stephen Curry,3
2021-05-04,37,2,9,Stephen Curry,3
2021-05-06,34,7,4,Stephen Curry,3
2021-05-08,49,2,5,Stephen Curry,3
2021-05-10,36,6,4,Stephen Curry,3
2021-05-11,21,6,3,Stephen Curry,3
2021-05-16,46,9,7,Stephen Curry,3
2020-12-23,35,2,13,Giannis Antetokounmpo,4
2020-12-25,15,4,13,Giannis Antetokounmpo,4
2020-12-27,27,5,13,Giannis Antetokounmpo,4
2020-12-29,9,6,6,Giannis Antetokounmpo,4
2020-12-30,26,10,13,Giannis Antetokounmpo,4
2021-01-01,29,8,12,Giannis Antetokounmpo,4
2021-01-04,43,4,9,Giannis Antetokounmpo,4
2021-01-06,25,4,8,Giannis Antetokounmpo,4
2021-01-08,35,4,8,Giannis Antetokounmpo,4
2021-01-11,22,4,6,Giannis Antetokounmpo,4
2021-01-13,22,10,10,Giannis Antetokounmpo,4
2021-01-15,31,1,9,Giannis Antetokounmpo,4
2021-01-18,34,7,12,Giannis Antetokounmpo,4
2021-01-21,25,3,12,Giannis Antetokounmpo,4
2021-01-24,27,8,14,Giannis Antetokounmpo,4
2021-01-27,24,9,18,Giannis Antetokounmpo,4
2021-01-29,38,5,11,Giannis Antetokounmpo,4
2021-01-30,34,9,18,Giannis Antetokounmpo,4
2021-02-01,18,6,4,Giannis Antetokounmpo,4
2021-02-03,21,10,14,Giannis Antetokounmpo,4
2021-02-05,33,4,12,Giannis Antetokounmpo,4
2021-02-06,24,5,11,Giannis Antetokounmpo,4
2021-02-08,30,0,9,Giannis Antetokounmpo,4
2021-02-10,47,5,11,Giannis Antetokounmpo,4
2021-02-12,29,6,15,Giannis Antetokounmpo,4
2021-02-14,24,10,17,Giannis Antetokounmpo,4
2021-02-16,34,8,10,Giannis Antetokounmpo,4
2021-02-18,23,8,12,Giannis Antetokounmpo,4
2021-02-19,29,8,19,Giannis Antetokounmpo,4
2021-02-21,38,4,18,Giannis Antetokounmpo,4
2021-02-23,37,8,8,Giannis Antetokounmpo,4
2021-02-25,38,4,10,Giannis Antetokounmpo,4
2021-02-28,36,5,14,Giannis Antetokounmpo,4
2021-03-02,27,3,8,Giannis Antetokounmpo,4
2021-03-04,26,8,11,Giannis Antetokounmpo,4
2021-03-11,24,10,10,Giannis Antetokounmpo,4
2021-03-13,33,11,11,Giannis Antetokounmpo,4
2021-03-15,31,10,15,Giannis Antetokounmpo,4
2021-03-17,32,5,15,Giannis Antetokounmpo,4
2021-03-20,26,15,9,Giannis Antetokounmpo,4
2021-03-24,13,7,8,Giannis Antetokounmpo,4
2021-03-26,16,5,8,Giannis Antetokounmpo,4
2021-03-29,32,3,6,Giannis Antetokounmpo,4
2021-03-31,25,4,10,Giannis Antetokounmpo,4
2021-04-02,47,2,12,Giannis Antetokounmpo,4
2021-04-15,15,2,5,Giannis Antetokounmpo,4
2021-04-17,28,8,11,Giannis Antetokounmpo,4
2021-04-19,33,2,8,Giannis Antetokounmpo,4
2021-04-22,27,6,16,Giannis Antetokounmpo,4
2021-04-24,24,7,14,Giannis Antetokounmpo,4
2021-04-25,31,4,14,Giannis Antetokounmpo,4
2021-04-27,29,8,12,Giannis Antetokounmpo,4
2021-04-29,1,1,0,Giannis Antetokounmpo,4
2021-05-02,49,4,8,Giannis Antetokounmpo,4
2021-05-04,36,4,12,Giannis Antetokounmpo,4
2021-05-05,23,8,9,Giannis Antetokounmpo,4
2021-05-07,17,7,11,Giannis Antetokounmpo,4
2021-05-10,28,4,3,Giannis Antetokounmpo,4
2021-05-11,27,5,12,Giannis Antetokounmpo,4
2021-05-13,40,6,15,Giannis Antetokounmpo,4
2021-05-15,15,4,9,Giannis Antetokounmpo,4
2020-12-23,8,5,4,Chris Paul,5
2020-12-26,22,12,5,Chris Paul,5
2020-12-27,8,12,4,Chris Paul,5
2020-12-29,9,9,2,Chris Paul,5
2020-12-31,11,8,4,Chris Paul,5
2021-01-01,21,6,5,Chris Paul,5
2021-01-03,15,6,9,Chris Paul,5
2021-01-06,12,8,4,Chris Paul,5
2021-01-08,11,9,7,Chris Paul,5
2021-01-09,15,10,2,Chris Paul,5
2021-01-11,14,11,5,Chris Paul,5
2021-01-18,16,7,3,Chris Paul,5
2021-01-20,13,4,4,Chris Paul,5
2021-01-22,11,15,4,Chris Paul,5
2021-01-23,21,13,9,Chris Paul,5
2021-01-27,32,5,5,Chris Paul,5
2021-01-28,13,4,3,Chris Paul,5
2021-01-30,29,12,3,Chris Paul,5
2021-02-01,34,9,9,Chris Paul,5
2021-02-03,10,4,0,Chris Paul,5
2021-02-05,20,9,7,Chris Paul,5
2021-02-07,15,2,3,Chris Paul,5
2021-02-10,28,7,3,Chris Paul,5
2021-02-13,18,10,8,Chris Paul,5
2021-02-14,12,9,6,Chris Paul,5
2021-02-16,29,7,4,Chris Paul,5
2021-02-19,15,19,4,Chris Paul,5
2021-02-20,16,6,2,Chris Paul,5
2021-02-22,2,9,3,Chris Paul,5
2021-02-24,20,10,8,Chris Paul,5
2021-02-26,14,15,6,Chris Paul,5
2021-02-28,11,15,6,Chris Paul,5
2021-03-02,8,10,5,Chris Paul,5
2021-03-04,10,3,4,Chris Paul,5
2021-03-11,19,7,5,Chris Paul,5
2021-03-13,8,10,4,Chris Paul,5
2021-03-15,18,7,3,Chris Paul,5
2021-03-18,17,5,7,Chris Paul,5
2021-03-19,20,9,1,Chris Paul,5
2021-03-21,11,13,10,Chris Paul,5
2021-03-23,8,9,3,Chris Paul,5
2021-03-24,23,7,6,Chris Paul,5
2021-03-26,19,8,6,Chris Paul,5
2021-03-28,16,1,2,Chris Paul,5
2021-03-30,12,8,3,Chris Paul,5
2021-03-31,19,14,4,Chris Paul,5
2021-04-02,17,12,5,Chris Paul,5
2021-04-05,19,11,5,Chris Paul,5
2021-04-07,29,9,4,Chris Paul,5
2021-04-08,13,3,7,Chris Paul,5
2021-04-10,13,10,5,Chris Paul,5
2021-04-12,9,10,4,Chris Paul,5
2021-04-13,5,9,2,Chris Paul,5
2021-04-15,13,11,3,Chris Paul,5
2021-04-17,6,6,3,Chris Paul,5
2021-04-19,22,13,7,Chris Paul,5
2021-04-21,28,8,3,Chris Paul,5
2021-04-22,22,8,8,Chris Paul,5
2021-04-25,14,8,4,Chris Paul,5
2021-04-26,20,6,5,Chris Paul,5
2021-04-28,28,10,3,Chris Paul,5
2021-04-30,12,9,3,Chris Paul,5
2021-05-02,18,11,1,Chris Paul,5
2021-05-04,23,16,6,Chris Paul,5
2021-05-05,9,6,2,Chris Paul,5
2021-05-07,17,11,6,Chris Paul,5
2021-05-09,13,10,4,Chris Paul,5
2021-05-11,24,10,3,Chris Paul,5
2021-05-13,26,7,0,Chris Paul,5
2021-05-15,16,10,5,Chris Paul,5
2020-12-23,32,5,8,Luka Dončić,6
2020-12-25,27,7,4,Luka Dončić,6
2020-12-27,24,8,9,Luka Dončić,6
2020-12-30,12,5,2,Luka Dončić,6
2021-01-01,27,7,15,Luka Dončić,6
2021-01-04,33,11,16,Luka Dončić,6
2021-01-07,38,13,9,Luka Dončić,6
2021-01-09,20,10,10,Luka Dončić,6
2021-01-13,34,9,13,Luka Dončić,6
2021-01-15,28,13,10,Luka Dončić,6
2021-01-17,36,15,16,Luka Dončić,6
2021-01-18,15,9,7,Luka Dončić,6
2021-01-20,13,12,12,Luka Dončić,6
2021-01-22,36,11,9,Luka Dončić,6
2021-01-23,26,8,5,Luka Dončić,6
2021-01-25,35,16,11,Luka Dončić,6
2021-01-27,30,6,4,Luka Dončić,6
2021-01-29,25,7,6,Luka Dončić,6
2021-01-30,29,7,8,Luka Dončić,6
2021-02-01,25,8,5,Luka Dončić,6
2021-02-03,27,14,8,Luka Dončić,6
2021-02-04,27,6,6,Luka Dončić,6
2021-02-06,42,11,7,Luka Dončić,6
2021-02-08,26,5,8,Luka Dončić,6
2021-02-10,28,10,10,Luka Dončić,6
2021-02-12,46,12,8,Luka Dončić,6
2021-02-14,44,9,7,Luka Dončić,6
2021-02-22,21,5,7,Luka Dončić,6
2021-02-23,31,8,10,Luka Dončić,6
2021-02-25,19,4,3,Luka Dončić,6
2021-02-27,27,7,6,Luka Dončić,6
2021-03-01,33,9,10,Luka Dončić,6
2021-03-10,22,12,12,Luka Dončić,6
2021-03-13,21,12,5,Luka Dončić,6
2021-03-15,25,16,10,Luka Dončić,6
2021-03-17,42,9,6,Luka Dončić,6
2021-03-19,38,9,9,Luka Dončić,6
2021-03-21,37,4,7,Luka Dončić,6
2021-03-24,15,4,4,Luka Dončić,6
2021-03-29,25,7,3,Luka Dončić,6
2021-03-31,36,5,8,Luka Dončić,6
2021-04-02,26,7,8,Luka Dončić,6
2021-04-03,26,6,8,Luka Dončić,6
2021-04-05,31,8,9,Luka Dončić,6
2021-04-07,23,5,9,Luka Dončić,6
2021-04-08,27,9,9,Luka Dončić,6
2021-04-11,29,7,3,Luka Dončić,6
2021-04-12,32,4,4,Luka Dončić,6
2021-04-14,29,9,5,Luka Dončić,6
2021-04-16,22,19,8,Luka Dončić,6
2021-04-18,37,4,8,Luka Dončić,6
2021-04-21,30,9,10,Luka Dončić,6
2021-04-22,30,8,9,Luka Dončić,6
2021-04-24,18,13,8,Luka Dončić,6
2021-04-26,24,8,8,Luka Dončić,6
2021-04-27,39,8,6,Luka Dončić,6
2021-05-01,31,20,12,Luka Dončić,6
2021-05-02,30,6,6,Luka Dončić,6
2021-05-04,23,8,12,Luka Dončić,6
2021-05-06,24,8,10,Luka Dončić,6
2021-05-07,24,1,8,Luka Dončić,6
2021-05-09,15,5,5,Luka Dončić,6
2021-05-11,12,5,5,Luka Dončić,6
2021-05-12,33,8,8,Luka Dončić,6
2021-05-14,20,11,10,Luka Dončić,6
2021-05-16,18,6,6,Luka Dončić,6
2020-12-23,9,7,4,Damian Lillard,7
2020-12-26,32,9,5,Damian Lillard,7
2020-12-28,31,5,4,Damian Lillard,7
2020-12-30,20,4,5,Damian Lillard,7
2021-01-01,34,8,4,Damian Lillard,7
2021-01-03,32,4,4,Damian Lillard,7
2021-01-05,24,9,5,Damian Lillard,7
2021-01-07,39,7,7,Damian Lillard,7
2021-01-09,17,6,4,Damian Lillard,7
2021-01-11,23,5,7,Damian Lillard,7
2021-01-13,40,13,1,Damian Lillard,7
2021-01-14,22,4,6,Damian Lillard,7
2021-01-16,36,7,7,Damian Lillard,7
2021-01-18,35,6,3,Damian Lillard,7
2021-01-24,39,8,5,Damian Lillard,7
2021-01-25,26,10,6,Damian Lillard,7
2021-01-28,30,9,4,Damian Lillard,7
2021-01-30,44,9,5,Damian Lillard,7
2021-02-01,19,7,3,Damian Lillard,7
2021-02-02,32,8,2,Damian Lillard,7
2021-02-06,29,9,4,Damian Lillard,7
2021-02-09,36,2,5,Damian Lillard,7
2021-02-11,30,7,2,Damian Lillard,7
2021-02-12,20,9,3,Damian Lillard,7
2021-02-14,34,11,3,Damian Lillard,7
2021-02-16,31,10,7,Damian Lillard,7
2021-02-17,43,16,4,Damian Lillard,7
2021-02-20,35,12,6,Damian Lillard,7
2021-02-22,24,7,0,Damian Lillard,7
2021-02-23,25,13,7,Damian Lillard,7
2021-02-26,35,7,3,Damian Lillard,7
2021-03-01,23,10,4,Damian Lillard,7
2021-03-03,22,6,5,Damian Lillard,7
2021-03-04,44,7,1,Damian Lillard,7
2021-03-11,30,8,7,Damian Lillard,7
2021-03-13,25,10,5,Damian Lillard,7
2021-03-14,38,4,7,Damian Lillard,7
2021-03-16,50,10,6,Damian Lillard,7
2021-03-18,36,0,6,Damian Lillard,7
2021-03-19,31,6,3,Damian Lillard,7
2021-03-21,19,4,1,Damian Lillard,7
2021-03-23,22,9,3,Damian Lillard,7
2021-03-25,22,9,3,Damian Lillard,7
2021-03-28,22,11,3,Damian Lillard,7
2021-03-31,33,10,4,Damian Lillard,7
2021-04-02,32,5,4,Damian Lillard,7
2021-04-03,16,6,3,Damian Lillard,7
2021-04-06,11,6,4,Damian Lillard,7
2021-04-08,23,6,5,Damian Lillard,7
2021-04-10,27,10,3,Damian Lillard,7
2021-04-11,12,3,1,Damian Lillard,7
2021-04-13,28,10,5,Damian Lillard,7
2021-04-21,22,5,4,Damian Lillard,7
2021-04-23,27,5,3,Damian Lillard,7
2021-04-25,23,5,6,Damian Lillard,7
2021-04-27,23,6,4,Damian Lillard,7
2021-04-28,23,5,3,Damian Lillard,7
2021-04-30,32,9,7,Damian Lillard,7
2021-05-02,26,13,6,Damian Lillard,7
2021-05-03,33,8,2,Damian Lillard,7
2021-05-05,32,9,3,Damian Lillard,7
2021-05-07,38,7,4,Damian Lillard,7
2021-05-08,30,8,4,Damian Lillard,7
2021-05-10,34,6,9,Damian Lillard,7
2021-05-12,30,6,2,Damian Lillard,7
2021-05-13,41,5,5,Damian Lillard,7
2021-05-16,22,10,3,Damian Lillard,7
2020-12-23,17,9,9,Julius Randle,8
2020-12-26,25,3,7,Julius Randle,8
2020-12-27,29,7,14,Julius Randle,8
2020-12-29,28,11,12,Julius Randle,8
2020-12-31,16,5,10,Julius Randle,8
2021-01-02,12,8,11,Julius Randle,8
2021-01-04,28,9,17,Julius Randle,8
2021-01-06,30,7,16,Julius Randle,8
2021-01-08,18,7,12,Julius Randle,8
2021-01-10,29,5,10,Julius Randle,8
2021-01-11,11,5,5,Julius Randle,8
2021-01-13,30,5,7,Julius Randle,8
2021-01-15,28,6,6,Julius Randle,8
2021-01-17,20,4,12,Julius Randle,8
2021-01-18,21,1,17,Julius Randle,8
2021-01-21,16,9,17,Julius Randle,8
2021-01-22,26,4,15,Julius Randle,8
2021-01-24,25,5,7,Julius Randle,8
2021-01-26,18,4,10,Julius Randle,8
2021-01-29,16,6,8,Julius Randle,8
2021-01-31,27,5,12,Julius Randle,8
2021-02-01,23,7,11,Julius Randle,8
2021-02-03,27,6,6,Julius Randle,8
2021-02-06,22,4,11,Julius Randle,8
2021-02-07,26,7,13,Julius Randle,8
2021-02-09,12,3,8,Julius Randle,8
2021-02-12,24,4,18,Julius Randle,8
2021-02-13,22,2,9,Julius Randle,8
2021-02-15,44,5,9,Julius Randle,8
2021-02-17,25,3,7,Julius Randle,8
2021-02-21,25,4,14,Julius Randle,8
2021-02-23,25,7,10,Julius Randle,8
2021-02-25,21,4,14,Julius Randle,8
2021-02-27,28,6,10,Julius Randle,8
2021-02-28,25,6,8,Julius Randle,8
2021-03-02,14,5,11,Julius Randle,8
2021-03-04,27,7,16,Julius Randle,8
2021-03-11,7,6,8,Julius Randle,8
2021-03-13,26,12,12,Julius Randle,8
2021-03-15,33,6,12,Julius Randle,8
2021-03-16,19,8,15,Julius Randle,8
2021-03-18,18,17,10,Julius Randle,8
2021-03-21,24,3,7,Julius Randle,8
2021-03-23,37,2,6,Julius Randle,8
2021-03-25,13,4,9,Julius Randle,8
2021-03-29,22,3,8,Julius Randle,8
2021-03-31,26,6,12,Julius Randle,8
2021-04-02,14,11,8,Julius Randle,8
2021-04-03,29,3,8,Julius Randle,8
2021-04-05,19,12,15,Julius Randle,8
2021-04-07,22,6,9,Julius Randle,8
2021-04-09,15,11,10,Julius Randle,8
2021-04-11,26,5,8,Julius Randle,8
2021-04-12,34,4,10,Julius Randle,8
2021-04-14,32,5,8,Julius Randle,8
2021-04-16,44,7,10,Julius Randle,8
2021-04-18,33,10,5,Julius Randle,8
2021-04-20,16,7,10,Julius Randle,8
2021-04-21,40,6,11,Julius Randle,8
2021-04-24,31,1,10,Julius Randle,8
2021-04-26,18,4,6,Julius Randle,8
2021-04-28,34,3,7,Julius Randle,8
2021-05-02,31,6,7,Julius Randle,8
2021-05-03,28,6,6,Julius Randle,8
2021-05-05,14,5,8,Julius Randle,8
2021-05-07,24,4,11,Julius Randle,8
2021-05-09,14,5,14,Julius Randle,8
2021-05-11,31,5,8,Julius Randle,8
2021-05-13,25,9,9,Julius Randle,8
2021-05-15,33,13,10,Julius Randle,8
2021-05-16,20,7,7,Julius Randle,8
2020-12-23,15,6,1,Derrick Rose,9
2020-12-26,13,4,4,Derrick Rose,9
2020-12-29,15,7,2,Derrick Rose,9
2021-01-01,17,4,5,Derrick Rose,9
2021-01-03,13,8,1,Derrick Rose,9
2021-01-04,24,8,2,Derrick Rose,9
2021-01-06,10,1,1,Derrick Rose,9
2021-01-08,4,5,0,Derrick Rose,9
2021-01-16,23,4,1,Derrick Rose,9
2021-01-18,21,4,3,Derrick Rose,9
2021-01-20,14,1,1,Derrick Rose,9
2021-01-22,9,3,5,Derrick Rose,9
2021-01-27,13,3,0,Derrick Rose,9
2021-01-28,14,3,1,Derrick Rose,9
2021-01-30,8,2,2,Derrick Rose,9
2021-02-09,14,3,1,Derrick Rose,9
2021-02-12,14,6,3,Derrick Rose,9
2021-02-13,16,3,1,Derrick Rose,9
2021-02-15,8,3,3,Derrick Rose,9
2021-02-17,4,2,6,Derrick Rose,9
2021-02-21,4,2,1,Derrick Rose,9
2021-02-23,16,8,4,Derrick Rose,9
2021-02-25,18,6,3,Derrick Rose,9
2021-02-27,17,11,1,Derrick Rose,9
2021-02-28,14,5,3,Derrick Rose,9
2021-03-27,13,1,1,Derrick Rose,9
2021-03-29,16,2,2,Derrick Rose,9
2021-04-02,2,4,5,Derrick Rose,9
2021-04-03,7,2,2,Derrick Rose,9
2021-04-05,16,3,1,Derrick Rose,9
2021-04-07,11,3,0,Derrick Rose,9
2021-04-09,19,3,4,Derrick Rose,9
2021-04-11,11,2,1,Derrick Rose,9
2021-04-12,14,2,3,Derrick Rose,9
2021-04-14,11,4,4,Derrick Rose,9
2021-04-16,15,5,1,Derrick Rose,9
2021-04-18,23,5,3,Derrick Rose,9
2021-04-20,17,5,1,Derrick Rose,9
2021-04-21,20,3,4,Derrick Rose,9
2021-04-24,19,7,4,Derrick Rose,9
2021-04-26,22,6,6,Derrick Rose,9
2021-04-28,6,6,1,Derrick Rose,9
2021-05-02,24,4,6,Derrick Rose,9
2021-05-03,25,2,2,Derrick Rose,9
2021-05-05,14,3,2,Derrick Rose,9
2021-05-07,17,6,4,Derrick Rose,9
2021-05-09,25,8,6,Derrick Rose,9
2021-05-11,27,6,6,Derrick Rose,9
2021-05-15,15,3,1,Derrick Rose,9
2021-05-16,7,2,5,Derrick Rose,9
2020-12-23,20,2,17,Rudy Gobert,10
2020-12-26,18,2,16,Rudy Gobert,10
2020-12-28,12,4,10,Rudy Gobert,10
2020-12-31,18,0,14,Rudy Gobert,10
2021-01-01,12,1,9,Rudy Gobert,10
2021-01-03,7,1,16,Rudy Gobert,10
2021-01-05,10,3,11,Rudy Gobert,10
2021-01-06,14,2,11,Rudy Gobert,10
2021-01-08,9,0,14,Rudy Gobert,10
2021-01-10,4,1,19,Rudy Gobert,10
2021-01-12,4,0,10,Rudy Gobert,10
2021-01-15,15,1,13,Rudy Gobert,10
2021-01-17,15,1,13,Rudy Gobert,10
2021-01-19,13,1,18,Rudy Gobert,10
2021-01-21,12,2,11,Rudy Gobert,10
2021-01-23,11,2,14,Rudy Gobert,10
2021-01-26,18,2,19,Rudy Gobert,10
2021-01-27,29,1,20,Rudy Gobert,10
2021-01-29,17,0,12,Rudy Gobert,10
2021-01-31,12,1,8,Rudy Gobert,10
2021-02-02,9,2,7,Rudy Gobert,10
2021-02-04,11,2,12,Rudy Gobert,10
2021-02-05,12,0,15,Rudy Gobert,10
2021-02-07,16,0,16,Rudy Gobert,10
