DATE,PTS,AST,BLK,STL,TRB,Player,Position
2022-03-29,40,6,3,1,14,Giannis Antetokounmpo,3
2022-03-31,44,6,0,1,14,Giannis Antetokounmpo,3
2022-04-03,28,2,0,2,10,Giannis Antetokounmpo,3
2022-04-05,18,7,0,0,9,Giannis Antetokounmpo,3
2022-04-07,29,5,1,2,11,Giannis Antetokounmpo,3
2022-04-08,30,8,0,2,13,Giannis Antetokounmpo,3
2021-10-20,12,4,0,1,4,Devin Booker,4
2021-10-22,22,4,0,0,5,Devin Booker,4
2021-10-23,21,4,0,2,4,Devin Booker,4
2021-10-27,31,8,0,1,6,Devin Booker,4
2021-10-30,27,9,0,0,4,Devin Booker,4
2021-11-02,18,3,1,1,8,Devin Booker,4
2021-11-04,27,5,1,1,9,Devin Booker,4
2021-11-06,38,4,1,2,6,Devin Booker,4
2021-11-08,18,6,0,2,9,Devin Booker,4
2021-11-10,12,6,0,1,8,Devin Booker,4
2021-11-12,17,7,0,0,5,Devin Booker,4
2021-11-14,26,6,0,2,5,Devin Booker,4
2021-11-15,29,5,0,2,5,Devin Booker,4
2021-11-17,24,0,0,0,9,Devin Booker,4
2021-11-19,19,1,1,0,1,Devin Booker,4
2021-11-21,17,7,0,1,4,Devin Booker,4
2021-11-22,23,4,0,0,3,Devin Booker,4
2021-11-24,35,3,0,1,4,Devin Booker,4
2021-11-26,32,3,1,1,1,Devin Booker,4
2021-11-27,30,4,0,1,1,Devin Booker,4
2021-11-30,10,1,0,0,2,Devin Booker,4
2021-12-19,16,5,0,1,6,Devin Booker,4
2021-12-21,24,7,0,1,9,Devin Booker,4
2021-12-23,30,7,1,2,7,Devin Booker,4
2021-12-25,13,3,0,2,3,Devin Booker,4
2021-12-27,30,4,2,2,2,Devin Booker,4
2021-12-29,38,5,2,0,7,Devin Booker,4
2021-12-31,22,4,0,2,6,Devin Booker,4
2022-01-02,24,3,0,0,7,Devin Booker,4
2022-01-04,33,4,0,0,9,Devin Booker,4
2022-01-06,11,4,0,0,10,Devin Booker,4
2022-01-08,26,3,0,2,4,Devin Booker,4
2022-01-11,16,3,0,1,5,Devin Booker,4
2022-01-14,35,3,1,0,4,Devin Booker,4
2022-01-16,30,4,0,0,4,Devin Booker,4
2022-01-17,48,6,0,3,5,Devin Booker,4
2022-01-20,28,6,0,0,5,Devin Booker,4
2022-01-22,11,3,2,2,7,Devin Booker,4
2022-01-24,33,3,2,2,7,Devin Booker,4
2022-01-26,43,4,0,1,12,Devin Booker,4
2022-01-28,29,9,0,1,3,Devin Booker,4
2022-01-30,28,1,0,1,4,Devin Booker,4
2022-02-01,35,2,0,1,6,Devin Booker,4
2022-02-03,32,3,0,1,0,Devin Booker,4
2022-02-05,11,5,0,0,7,Devin Booker,4
2022-02-07,38,5,0,1,4,Devin Booker,4
2022-02-08,35,3,0,1,4,Devin Booker,4
2022-02-10,17,7,0,1,4,Devin Booker,4
2022-02-12,26,5,1,0,5,Devin Booker,4
2022-02-15,26,4,1,3,3,Devin Booker,4
2022-02-16,24,8,2,3,3,Devin Booker,4
2022-02-24,25,12,0,6,5,Devin Booker,4
2022-02-25,30,5,2,1,3,Devin Booker,4
2022-02-27,30,7,0,2,7,Devin Booker,4
2022-03-09,23,9,2,2,8,Devin Booker,4
2022-03-11,22,7,1,1,3,Devin Booker,4
2022-03-13,30,10,0,4,2,Devin Booker,4
2022-03-15,27,8,0,2,5,Devin Booker,4
2022-03-16,36,4,1,0,4,Devin Booker,4
2022-03-18,28,3,0,0,4,Devin Booker,4
2022-03-20,31,5,0,1,7,Devin Booker,4
2022-03-23,28,7,0,1,3,Devin Booker,4
2022-03-24,49,10,1,3,4,Devin Booker,4
2022-03-27,35,2,0,0,2,Devin Booker,4
2022-03-30,22,2,0,0,5,Devin Booker,4
2022-04-01,41,4,0,0,4,Devin Booker,4
2022-04-05,32,4,0,1,7,Devin Booker,4
2022-04-08,33,3,0,0,4,Devin Booker,4
2021-10-21,18,7,0,1,11,Luka Dončić,5
2021-10-23,27,12,1,0,9,Luka Dončić,5
2021-10-26,26,7,1,2,14,Luka Dončić,5
2021-10-28,25,5,1,0,3,Luka Dončić,5
2021-10-29,16,4,0,2,6,Luka Dončić,5
2021-10-31,23,10,1,1,8,Luka Dončić,5
2021-11-02,33,5,0,0,3,Luka Dončić,5
2021-11-03,23,7,0,2,12,Luka Dončić,5
2021-11-06,33,5,1,0,9,Luka Dončić,5
2021-11-08,25,5,1,1,5,Luka Dončić,5
2021-11-10,20,10,1,4,8,Luka Dončić,5
2021-11-12,32,15,0,2,12,Luka Dončić,5
2021-11-15,23,11,1,2,8,Luka Dončić,5
2021-11-23,26,9,2,1,9,Luka Dončić,5
2021-11-27,33,10,0,0,4,Luka Dončić,5
2021-11-29,25,10,0,1,10,Luka Dončić,5
2021-12-01,28,14,0,1,4,Luka Dončić,5
2021-12-03,21,7,0,0,10,Luka Dončić,5
2021-12-07,28,9,0,0,6,Luka Dončić,5
2021-12-08,26,7,0,1,8,Luka Dončić,5
2021-12-10,27,9,1,1,9,Luka Dončić,5
2022-01-02,14,10,0,1,9,Luka Dončić,5
2022-01-03,21,15,0,4,8,Luka Dončić,5
2022-01-05,26,8,0,2,7,Luka Dončić,5
2022-01-09,22,14,0,0,14,Luka Dončić,5
2022-01-12,21,5,0,2,11,Luka Dončić,5
2022-01-14,27,10,0,0,13,Luka Dončić,5
2022-01-15,23,3,0,0,9,Luka Dončić,5
2022-01-17,20,12,3,3,11,Luka Dončić,5
2022-01-19,41,7,0,1,14,Luka Dončić,5
2022-01-20,28,8,0,1,8,Luka Dončić,5
2022-01-23,37,9,1,3,11,Luka Dončić,5
2022-01-25,25,3,0,0,8,Luka Dončić,5
2022-01-26,15,15,0,1,10,Luka Dončić,5
2022-01-29,30,12,2,1,6,Luka Dončić,5
2022-01-30,34,11,0,1,12,Luka Dončić,5
2022-02-02,40,10,0,3,6,Luka Dončić,5
2022-02-04,33,15,0,2,13,Luka Dončić,5
2022-02-06,18,11,0,1,10,Luka Dončić,5
2022-02-08,33,11,2,1,7,Luka Dončić,5
2022-02-10,51,6,1,1,9,Luka Dončić,5
2022-02-12,45,8,0,0,15,Luka Dončić,5
2022-02-15,21,6,1,0,10,Luka Dončić,5
2022-02-17,49,8,1,0,15,Luka Dončić,5
2022-02-25,23,11,0,1,7,Luka Dončić,5
2022-02-27,34,2,1,2,11,Luka Dončić,5
2022-03-01,25,5,2,1,8,Luka Dončić,5
2022-03-03,41,9,0,2,10,Luka Dončić,5
2022-03-07,35,7,1,3,16,Luka Dončić,5
2022-03-09,31,4,1,1,6,Luka Dončić,5
2022-03-11,30,6,2,0,14,Luka Dončić,5
2022-03-13,26,8,0,3,8,Luka Dončić,5
2022-03-16,37,9,1,2,9,Luka Dončić,5
2022-03-18,17,10,1,0,7,Luka Dončić,5
2022-03-19,37,3,0,0,4,Luka Dončić,5
2022-03-21,15,10,0,1,6,Luka Dončić,5
2022-03-25,24,8,0,1,10,Luka Dončić,5
2022-03-27,32,5,0,0,10,Luka Dončić,5
2022-03-29,34,12,0,1,12,Luka Dončić,5
2022-03-30,35,13,2,1,9,Luka Dončić,5
2022-04-01,36,6,1,0,7,Luka Dončić,5
2022-04-03,32,15,0,3,8,Luka Dončić,5
2022-04-06,26,14,0,1,8,Luka Dončić,5
2022-04-08,39,7,1,0,11,Luka Dončić,5
2022-04-10,26,9,1,2,8,Luka Dončić,5
2021-10-20,20,4,1,1,11,Jayson Tatum,6
2021-10-22,18,4,2,0,6,Jayson Tatum,6
2021-10-24,31,2,1,1,9,Jayson Tatum,6
2021-10-25,41,8,1,0,7,Jayson Tatum,6
2021-10-27,23,2,0,0,7,Jayson Tatum,6
2021-10-30,27,3,1,2,15,Jayson Tatum,6
2021-11-01,20,3,0,2,4,Jayson Tatum,6
2021-11-03,14,3,2,1,6,Jayson Tatum,6
2021-11-04,10,2,0,1,8,Jayson Tatum,6
2021-11-06,32,2,1,2,11,Jayson Tatum,6
2021-11-10,22,7,0,1,11,Jayson Tatum,6
2021-11-12,27,1,2,0,11,Jayson Tatum,6
2021-11-13,21,2,0,0,4,Jayson Tatum,6
2021-11-15,23,5,2,1,8,Jayson Tatum,6
2021-11-17,34,5,1,1,9,Jayson Tatum,6
2021-11-19,37,2,1,3,11,Jayson Tatum,6
2021-11-20,33,5,1,0,8,Jayson Tatum,6
2021-11-22,30,3,0,1,6,Jayson Tatum,6
2021-11-24,15,3,1,1,8,Jayson Tatum,6
2021-11-26,24,2,0,1,12,Jayson Tatum,6
2021-11-28,8,10,0,1,7,Jayson Tatum,6
2021-12-01,26,2,0,1,16,Jayson Tatum,6
2021-12-03,37,5,1,0,6,Jayson Tatum,6
2021-12-04,31,4,0,0,10,Jayson Tatum,6
2021-12-07,34,3,1,1,8,Jayson Tatum,6
2021-12-08,29,2,1,2,10,Jayson Tatum,6
2021-12-10,24,3,1,0,7,Jayson Tatum,6
2021-12-13,42,4,0,3,5,Jayson Tatum,6
2021-12-17,27,6,0,1,8,Jayson Tatum,6
2021-12-18,25,2,0,0,9,Jayson Tatum,6
2021-12-20,17,6,2,2,9,Jayson Tatum,6
2021-12-22,18,5,1,2,9,Jayson Tatum,6
2021-12-25,25,4,2,2,9,Jayson Tatum,6
2022-01-05,19,3,2,0,8,Jayson Tatum,6
2022-01-06,36,9,1,2,6,Jayson Tatum,6
2022-01-08,19,1,0,1,3,Jayson Tatum,6
2022-01-10,24,1,0,0,12,Jayson Tatum,6
2022-01-12,33,4,2,2,7,Jayson Tatum,6
2022-01-14,20,5,0,0,11,Jayson Tatum,6
2022-01-15,23,4,2,0,12,Jayson Tatum,6
2022-01-17,27,3,0,1,8,Jayson Tatum,6
2022-01-19,12,3,0,1,6,Jayson Tatum,6
2022-01-21,27,7,0,0,10,Jayson Tatum,6
2022-01-23,51,7,0,0,10,Jayson Tatum,6
2022-01-25,36,6,1,0,4,Jayson Tatum,6
2022-01-28,20,4,2,1,6,Jayson Tatum,6
2022-01-29,38,7,0,3,8,Jayson Tatum,6
2022-01-31,20,5,0,0,12,Jayson Tatum,6
2022-02-02,19,9,0,2,6,Jayson Tatum,6
2022-02-04,24,1,0,1,9,Jayson Tatum,6
2022-02-06,15,7,0,1,9,Jayson Tatum,6
2022-02-08,19,4,0,1,5,Jayson Tatum,6
2022-02-11,24,5,0,3,6,Jayson Tatum,6
2022-02-13,38,3,2,1,10,Jayson Tatum,6
2022-02-15,28,6,2,0,12,Jayson Tatum,6
2022-02-16,22,5,0,1,4,Jayson Tatum,6
2022-02-24,30,4,0,1,7,Jayson Tatum,6
2022-02-26,26,6,1,1,11,Jayson Tatum,6
2022-02-27,24,3,0,1,5,Jayson Tatum,6
2022-03-01,33,7,0,0,8,Jayson Tatum,6
2022-03-03,37,5,1,0,6,Jayson Tatum,6
2022-03-06,54,3,0,0,5,Jayson Tatum,6
2022-03-09,44,3,1,3,5,Jayson Tatum,6
2022-03-11,31,6,0,1,8,Jayson Tatum,6
2022-03-13,21,4,0,0,11,Jayson Tatum,6
2022-03-16,26,4,0,1,12,Jayson Tatum,6
2022-03-18,32,4,0,0,5,Jayson Tatum,6
2022-03-20,30,7,0,1,6,Jayson Tatum,6
2022-03-21,36,6,1,2,7,Jayson Tatum,6
2022-03-23,26,3,1,0,3,Jayson Tatum,6
2022-03-27,34,6,1,1,5,Jayson Tatum,6
2022-03-30,23,6,0,2,5,Jayson Tatum,6
2022-04-01,31,6,1,1,6,Jayson Tatum,6
2022-04-03,22,7,1,2,6,Jayson Tatum,6
2022-04-06,16,8,1,2,10,Jayson Tatum,6
2022-04-10,31,3,0,1,9,Jayson Tatum,6
2021-10-20,37,6,2,0,6,Ja Morant,7
2021-10-23,28,8,0,1,2,Ja Morant,7
2021-10-24,40,10,0,3,3,Ja Morant,7
2021-10-27,17,10,0,1,9,Ja Morant,7
2021-10-28,30,5,0,4,7,Ja Morant,7
2021-10-30,20,7,0,2,4,Ja Morant,7
2021-11-01,26,8,0,1,7,Ja Morant,7
2021-11-03,18,6,0,3,6,Ja Morant,7
2021-11-05,11,4,0,0,6,Ja Morant,7
2021-11-08,33,8,1,1,6,Ja Morant,7
2021-11-10,32,8,0,3,7,Ja Morant,7
2021-11-12,26,6,0,2,12,Ja Morant,7
2021-11-13,22,10,0,1,9,Ja Morant,7
2021-11-15,22,6,1,1,6,Ja Morant,7
2021-11-18,28,5,0,1,5,Ja Morant,7
2021-11-20,11,5,0,1,0,Ja Morant,7
2021-11-22,32,7,0,2,4,Ja Morant,7
2021-11-24,23,9,0,3,6,Ja Morant,7
2021-11-26,2,1,1,0,1,Ja Morant,7
2021-12-20,16,8,1,2,6,Ja Morant,7
2021-12-23,21,6,0,1,3,Ja Morant,7
2021-12-26,18,9,0,0,7,Ja Morant,7
2021-12-27,33,4,0,2,4,Ja Morant,7
2021-12-29,41,2,2,2,10,Ja Morant,7
2021-12-31,30,8,0,0,6,Ja Morant,7
2022-01-03,36,8,0,0,6,Ja Morant,7
2022-01-04,26,6,2,2,5,Ja Morant,7
2022-01-06,22,6,1,0,9,Ja Morant,7
2022-01-09,16,7,1,1,4,Ja Morant,7
2022-01-11,29,8,2,0,5,Ja Morant,7
2022-01-13,16,9,0,0,8,Ja Morant,7
2022-01-14,19,8,0,2,5,Ja Morant,7
2022-01-17,25,3,0,1,4,Ja Morant,7
2022-01-19,33,14,0,0,8,Ja Morant,7
2022-01-21,38,6,0,2,6,Ja Morant,7
2022-01-23,35,6,0,1,13,Ja Morant,7
2022-01-26,41,8,0,2,5,Ja Morant,7
2022-01-28,30,10,1,1,10,Ja Morant,7
2022-01-29,34,2,0,1,3,Ja Morant,7
2022-01-31,37,5,0,1,5,Ja Morant,7
2022-02-02,23,9,0,3,4,Ja Morant,7
2022-02-05,33,7,2,0,5,Ja Morant,7
2022-02-08,30,5,0,1,7,Ja Morant,7
2022-02-10,23,6,0,1,4,Ja Morant,7
2022-02-12,26,6,0,0,6,Ja Morant,7
2022-02-16,44,11,1,0,5,Ja Morant,7
2022-02-24,20,4,1,2,8,Ja Morant,7
2022-02-26,46,3,0,1,4,Ja Morant,7
2022-02-28,52,2,0,0,7,Ja Morant,7
2022-03-03,38,7,0,0,4,Ja Morant,7
2022-03-05,25,7,0,1,4,Ja Morant,7
2022-03-06,22,6,0,2,4,Ja Morant,7
2022-03-08,24,8,1,2,8,Ja Morant,7
2022-03-11,37,8,1,2,5,Ja Morant,7
2022-03-13,17,10,0,0,5,Ja Morant,7
2022-03-18,29,4,0,0,3,Ja Morant,7
2022-04-09,21,9,1,0,4,Ja Morant,7
2021-10-19,21,10,0,3,10,Stephen Curry,8
2021-10-21,45,1,1,1,10,Stephen Curry,8
2021-10-24,27,10,0,3,7,Stephen Curry,8
2021-10-26,23,4,1,0,6,Stephen Curry,8
2021-10-28,36,8,0,1,7,Stephen Curry,8
2021-10-30,20,6,1,1,5,Stephen Curry,8
2021-11-03,15,9,1,1,8,Stephen Curry,8
2021-11-05,19,6,2,0,3,Stephen Curry,8
2021-11-07,20,2,0,3,3,Stephen Curry,8
2021-11-08,50,10,1,4,7,Stephen Curry,8
2021-11-10,25,6,0,1,5,Stephen Curry,8
2021-11-12,40,5,1,1,4,Stephen Curry,8
2021-11-14,24,10,1,3,6,Stephen Curry,8
2021-11-16,37,5,1,2,7,Stephen Curry,8
2021-11-18,40,6,0,2,4,Stephen Curry,8
2021-11-21,12,8,0,1,2,Stephen Curry,8
2021-11-24,25,10,0,1,4,Stephen Curry,8
2021-11-26,32,8,0,1,7,Stephen Curry,8
2021-11-28,33,6,0,6,5,Stephen Curry,8
2021-11-30,12,2,1,1,3,Stephen Curry,8
2021-12-03,23,5,0,0,5,Stephen Curry,8
2021-12-04,27,5,0,3,8,Stephen Curry,8
2021-12-06,31,8,0,2,3,Stephen Curry,8
2021-12-08,22,2,0,1,2,Stephen Curry,8
2021-12-11,18,5,0,0,9,Stephen Curry,8
2021-12-13,26,6,1,1,6,Stephen Curry,8
2021-12-14,22,3,1,1,3,Stephen Curry,8
2021-12-17,30,4,0,1,5,Stephen Curry,8
