DATE,PTS,AST,BLK,STL,TRB,Player,Position
2013-01-30,24,7,0,2,9,LeBron James,1
2013-02-01,28,3,1,1,6,LeBron James,1
2013-02-03,30,7,0,2,8,LeBron James,1
2013-02-04,31,8,0,2,8,LeBron James,1
2013-02-06,32,5,2,0,6,LeBron James,1
2013-02-08,30,6,2,0,5,LeBron James,1
2013-02-10,32,4,0,3,7,LeBron James,1
2013-02-12,30,9,2,3,6,LeBron James,1
2013-02-14,39,7,0,2,12,LeBron James,1
2013-02-20,24,11,0,4,6,LeBron James,1
2013-02-21,26,7,0,2,12,LeBron James,1
2013-02-23,16,11,0,2,10,LeBron James,1
2013-02-24,28,8,0,1,3,LeBron James,1
2013-02-26,40,16,1,2,8,LeBron James,1
2013-03-01,18,10,1,2,8,LeBron James,1
2013-03-03,29,7,1,3,11,LeBron James,1
2013-03-04,20,4,2,3,10,LeBron James,1
2013-03-06,26,2,1,0,3,LeBron James,1
2013-03-08,25,5,2,1,10,LeBron James,1
2013-03-10,13,7,1,1,6,LeBron James,1
2013-03-12,15,7,0,2,7,LeBron James,1
2013-03-13,27,8,1,2,7,LeBron James,1
2013-03-15,28,7,1,0,10,LeBron James,1
2013-03-17,22,8,0,2,12,LeBron James,1
2013-03-18,37,12,2,2,7,LeBron James,1
2013-03-20,25,10,2,3,12,LeBron James,1
2013-03-22,29,8,1,2,8,LeBron James,1
2013-03-24,32,10,3,3,8,LeBron James,1
2013-03-25,24,11,0,1,9,LeBron James,1
2013-03-27,32,3,4,2,7,LeBron James,1
2013-03-29,36,6,0,2,4,LeBron James,1
2013-04-06,27,5,0,1,4,LeBron James,1
2013-04-09,28,7,1,2,7,LeBron James,1
2013-04-12,20,9,0,0,6,LeBron James,1
2013-04-14,24,6,0,1,7,LeBron James,1
2012-11-01,23,5,0,2,14,Kevin Durant,2
2012-11-02,23,7,2,0,17,Kevin Durant,2
2012-11-04,22,8,2,3,12,Kevin Durant,2
2012-11-06,15,3,0,2,6,Kevin Durant,2
2012-11-08,24,1,3,3,4,Kevin Durant,2
2012-11-09,25,2,0,1,13,Kevin Durant,2
2012-11-11,26,2,1,0,8,Kevin Durant,2
2012-11-12,26,3,4,0,9,Kevin Durant,2
2012-11-14,34,5,2,3,10,Kevin Durant,2
2012-11-16,27,5,1,2,9,Kevin Durant,2
2012-11-18,25,10,0,2,13,Kevin Durant,2
2012-11-21,35,5,0,5,6,Kevin Durant,2
2012-11-23,29,2,1,1,3,Kevin Durant,2
2012-11-24,37,5,3,4,8,Kevin Durant,2
2012-11-26,18,4,4,0,6,Kevin Durant,2
2012-11-28,37,4,1,0,7,Kevin Durant,2
2012-11-30,25,3,4,0,4,Kevin Durant,2
2012-12-01,20,3,1,1,8,Kevin Durant,2
2012-12-04,32,6,1,1,5,Kevin Durant,2
2012-12-07,36,4,0,0,9,Kevin Durant,2
2012-12-09,27,4,0,0,8,Kevin Durant,2
2012-12-12,35,3,0,2,9,Kevin Durant,2
2012-12-14,31,3,0,4,5,Kevin Durant,2
2012-12-17,19,4,3,1,6,Kevin Durant,2
2012-12-19,41,3,2,0,13,Kevin Durant,2
2012-12-20,33,6,0,3,7,Kevin Durant,2
2012-12-25,33,3,0,0,7,Kevin Durant,2
2012-12-27,40,5,3,1,8,Kevin Durant,2
2012-12-29,26,2,2,3,2,Kevin Durant,2
2012-12-31,30,2,1,2,3,Kevin Durant,2
2013-01-02,27,5,0,2,5,Kevin Durant,2
2013-01-04,26,3,0,1,6,Kevin Durant,2
2013-01-06,22,7,1,1,7,Kevin Durant,2
2013-01-07,29,8,0,3,7,Kevin Durant,2
2013-01-09,26,3,4,3,8,Kevin Durant,2
2013-01-11,42,5,1,0,8,Kevin Durant,2
2013-01-13,33,6,2,0,4,Kevin Durant,2
2013-01-14,41,2,2,0,5,Kevin Durant,2
2013-01-16,20,4,0,5,2,Kevin Durant,2
2013-01-18,52,1,0,2,9,Kevin Durant,2
2013-01-20,37,8,0,2,7,Kevin Durant,2
2013-01-22,32,7,0,1,7,Kevin Durant,2
2013-01-23,33,9,3,1,5,Kevin Durant,2
2013-01-25,24,5,1,3,11,Kevin Durant,2
2013-01-27,35,4,0,1,2,Kevin Durant,2
2013-01-31,27,6,1,1,7,Kevin Durant,2
2013-02-02,32,3,0,1,11,Kevin Durant,2
2013-02-04,19,4,1,2,10,Kevin Durant,2
2013-02-06,25,4,2,2,7,Kevin Durant,2
2013-02-08,21,4,1,2,6,Kevin Durant,2
2013-02-10,18,2,2,0,7,Kevin Durant,2
2013-02-12,33,5,0,4,6,Kevin Durant,2
2013-02-14,40,4,3,1,8,Kevin Durant,2
2013-02-20,16,11,1,2,12,Kevin Durant,2
2013-02-22,27,7,1,0,7,Kevin Durant,2
2013-02-24,19,6,2,0,16,Kevin Durant,2
2013-02-27,18,10,0,0,11,Kevin Durant,2
2013-03-01,25,3,3,2,14,Kevin Durant,2
2013-03-03,35,4,0,2,9,Kevin Durant,2
2013-03-05,26,5,3,3,9,Kevin Durant,2
2013-03-07,34,6,1,0,8,Kevin Durant,2
2013-03-08,19,7,1,0,6,Kevin Durant,2
2013-03-10,23,4,0,1,11,Kevin Durant,2
2013-03-11,26,5,2,1,6,Kevin Durant,2
2013-03-13,23,0,2,0,10,Kevin Durant,2
2013-03-15,26,3,0,3,9,Kevin Durant,2
2013-03-17,31,1,2,2,9,Kevin Durant,2
2013-03-19,34,5,2,1,7,Kevin Durant,2
2013-03-20,32,3,1,0,8,Kevin Durant,2
2013-03-22,25,2,2,3,8,Kevin Durant,2
2013-03-24,24,2,0,2,10,Kevin Durant,2
2013-03-27,20,6,1,0,6,Kevin Durant,2
2013-03-29,36,3,2,1,7,Kevin Durant,2
2013-03-30,30,5,1,0,8,Kevin Durant,2
2013-04-04,25,6,3,1,9,Kevin Durant,2
2013-04-05,34,1,0,0,9,Kevin Durant,2
2013-04-07,27,7,4,0,3,Kevin Durant,2
2013-04-09,21,9,1,3,12,Kevin Durant,2
2013-04-11,31,8,1,3,10,Kevin Durant,2
2013-04-12,16,6,2,1,5,Kevin Durant,2
2013-04-15,29,8,2,1,7,Kevin Durant,2
2012-11-02,30,2,0,2,10,Carmelo Anthony,3
2012-11-04,27,1,2,1,5,Carmelo Anthony,3
2012-11-05,21,2,1,0,7,Carmelo Anthony,3
2012-11-09,31,1,2,0,7,Carmelo Anthony,3
2012-11-13,25,2,0,1,8,Carmelo Anthony,3
2012-11-15,9,3,0,0,12,Carmelo Anthony,3
2012-11-16,20,1,0,1,3,Carmelo Anthony,3
2012-11-18,26,0,0,2,9,Carmelo Anthony,3
2012-11-20,29,4,0,0,6,Carmelo Anthony,3
2012-11-21,23,4,0,1,6,Carmelo Anthony,3
2012-11-23,37,2,0,0,4,Carmelo Anthony,3
2012-11-25,29,3,0,1,2,Carmelo Anthony,3
2012-11-26,35,1,1,1,13,Carmelo Anthony,3
2012-11-28,29,0,1,1,8,Carmelo Anthony,3
2012-11-30,20,5,1,0,5,Carmelo Anthony,3
2012-12-02,34,2,2,1,6,Carmelo Anthony,3
2012-12-05,23,2,1,3,3,Carmelo Anthony,3
2012-12-09,34,1,0,2,6,Carmelo Anthony,3
2012-12-11,45,3,0,0,5,Carmelo Anthony,3
2012-12-13,30,0,0,1,3,Carmelo Anthony,3
2012-12-19,31,1,1,2,3,Carmelo Anthony,3
2012-12-21,29,1,1,3,3,Carmelo Anthony,3
2012-12-23,33,2,1,1,7,Carmelo Anthony,3
2012-12-25,34,3,0,0,7,Carmelo Anthony,3
2013-01-01,45,4,0,1,7,Carmelo Anthony,3
2013-01-03,23,3,0,0,8,Carmelo Anthony,3
2013-01-05,40,6,0,1,6,Carmelo Anthony,3
2013-01-07,20,5,0,1,3,Carmelo Anthony,3
2013-01-11,39,5,1,1,8,Carmelo Anthony,3
2013-01-13,27,3,1,1,7,Carmelo Anthony,3
2013-01-17,26,4,2,0,3,Carmelo Anthony,3
2013-01-21,29,7,1,0,3,Carmelo Anthony,3
2013-01-24,28,3,0,2,9,Carmelo Anthony,3
2013-01-26,25,4,0,0,9,Carmelo Anthony,3
2013-01-27,42,1,0,0,5,Carmelo Anthony,3
2013-01-30,20,5,1,0,7,Carmelo Anthony,3
2013-02-01,25,6,0,1,8,Carmelo Anthony,3
2013-02-02,9,5,0,1,3,Carmelo Anthony,3
2013-02-04,27,3,0,0,7,Carmelo Anthony,3
2013-02-06,31,3,0,0,9,Carmelo Anthony,3
2013-02-08,36,2,1,0,9,Carmelo Anthony,3
2013-02-10,42,1,1,1,8,Carmelo Anthony,3
2013-02-13,12,2,0,1,12,Carmelo Anthony,3
2013-02-20,15,1,0,0,6,Carmelo Anthony,3
2013-02-22,32,4,1,1,6,Carmelo Anthony,3
2013-02-24,29,2,0,0,7,Carmelo Anthony,3
2013-02-27,35,8,0,0,1,Carmelo Anthony,3
2013-03-01,30,3,0,2,6,Carmelo Anthony,3
2013-03-03,32,3,0,0,2,Carmelo Anthony,3
2013-03-04,6,0,1,0,1,Carmelo Anthony,3
2013-03-11,14,0,0,0,10,Carmelo Anthony,3
2013-03-13,9,3,1,0,5,Carmelo Anthony,3
2013-03-20,21,0,1,1,8,Carmelo Anthony,3
2013-03-22,37,1,2,1,6,Carmelo Anthony,3
2013-03-23,28,2,0,1,8,Carmelo Anthony,3
2013-03-26,29,1,0,3,8,Carmelo Anthony,3
2013-03-27,22,3,0,1,7,Carmelo Anthony,3
2013-03-29,32,2,0,1,11,Carmelo Anthony,3
2013-03-31,24,3,0,2,10,Carmelo Anthony,3
2013-04-02,50,2,1,1,2,Carmelo Anthony,3
2013-04-03,40,3,0,0,5,Carmelo Anthony,3
2013-04-05,41,1,1,0,14,Carmelo Anthony,3
2013-04-07,36,0,1,0,12,Carmelo Anthony,3
2013-04-09,36,6,0,0,8,Carmelo Anthony,3
2013-04-11,36,2,1,0,19,Carmelo Anthony,3
2013-04-12,31,2,0,2,14,Carmelo Anthony,3
2013-04-14,25,1,0,1,5,Carmelo Anthony,3
2012-10-31,12,12,0,4,4,Chris Paul,4
2012-11-02,18,15,0,3,6,Chris Paul,4
2012-11-03,27,10,0,1,2,Chris Paul,4
2012-11-05,17,9,0,1,5,Chris Paul,4
2012-11-07,10,12,0,1,2,Chris Paul,4
2012-11-08,21,6,0,3,4,Chris Paul,4
2012-11-11,15,8,0,1,2,Chris Paul,4
2012-11-14,16,10,0,4,1,Chris Paul,4
2012-11-17,8,10,0,3,3,Chris Paul,4
2012-11-19,19,8,0,1,4,Chris Paul,4
2012-11-21,9,9,0,4,5,Chris Paul,4
2012-11-23,14,9,0,2,5,Chris Paul,4
2012-11-24,19,7,0,7,5,Chris Paul,4
2012-11-26,20,8,0,4,4,Chris Paul,4
2012-11-28,23,11,0,3,2,Chris Paul,4
2012-12-01,14,5,0,1,5,Chris Paul,4
2012-12-03,14,9,0,1,3,Chris Paul,4
2012-12-05,14,13,0,5,4,Chris Paul,4
2012-12-08,16,11,0,2,1,Chris Paul,4
2012-12-09,16,4,0,2,2,Chris Paul,4
2012-12-11,18,4,1,3,4,Chris Paul,4
2012-12-12,19,10,0,1,5,Chris Paul,4
2012-12-15,10,13,0,2,3,Chris Paul,4
2012-12-17,14,7,0,3,4,Chris Paul,4
2012-12-19,10,12,0,1,5,Chris Paul,4
2012-12-21,24,13,0,5,5,Chris Paul,4
2012-12-23,17,13,0,5,1,Chris Paul,4
2012-12-25,14,8,0,3,4,Chris Paul,4
2012-12-27,8,11,0,2,3,Chris Paul,4
2012-12-28,29,6,0,1,2,Chris Paul,4
2012-12-30,19,9,0,5,1,Chris Paul,4
2013-01-01,10,6,0,2,4,Chris Paul,4
2013-01-02,23,6,0,2,4,Chris Paul,4
2013-01-04,30,13,0,2,6,Chris Paul,4
2013-01-05,27,9,0,1,5,Chris Paul,4
2013-01-09,19,16,0,2,5,Chris Paul,4
2013-01-12,10,16,0,4,1,Chris Paul,4
2013-01-19,22,11,1,1,4,Chris Paul,4
2013-01-21,4,9,0,2,2,Chris Paul,4
2013-02-08,3,2,0,0,1,Chris Paul,4
2013-02-10,25,7,0,4,6,Chris Paul,4
2013-02-11,21,11,0,5,2,Chris Paul,4
2013-02-13,10,11,0,3,3,Chris Paul,4
2013-02-14,24,13,0,2,1,Chris Paul,4
2013-02-21,4,3,0,1,2,Chris Paul,4
2013-02-23,11,7,0,0,7,Chris Paul,4
2013-02-26,7,13,1,2,4,Chris Paul,4
2013-02-28,29,8,0,1,6,Chris Paul,4
2013-03-01,11,15,0,1,3,Chris Paul,4
2013-03-03,26,8,0,4,6,Chris Paul,4
2013-03-06,14,9,0,1,3,Chris Paul,4
2013-03-07,16,10,0,0,4,Chris Paul,4
2013-03-10,20,14,0,2,1,Chris Paul,4
2013-03-13,24,9,1,2,3,Chris Paul,4
2013-03-17,20,8,0,1,4,Chris Paul,4
2013-03-19,11,15,0,4,7,Chris Paul,4
2013-03-20,19,9,0,5,6,Chris Paul,4
2013-03-23,29,11,2,2,3,Chris Paul,4
2013-03-26,33,5,0,2,6,Chris Paul,4
2013-03-27,16,9,0,4,6,Chris Paul,4
2013-03-29,14,12,1,1,5,Chris Paul,4
2013-03-30,19,7,0,3,5,Chris Paul,4
2013-04-01,10,8,0,1,2,Chris Paul,4
2013-04-03,15,12,0,4,1,Chris Paul,4
2013-04-07,24,12,0,3,5,Chris Paul,4
2013-04-10,19,11,2,4,7,Chris Paul,4
2013-04-12,17,14,1,2,7,Chris Paul,4
2013-04-13,13,5,0,1,4,Chris Paul,4
2013-04-16,8,11,0,3,1,Chris Paul,4
2013-04-17,25,11,0,1,4,Chris Paul,4
2012-10-30,22,0,0,1,1,Kobe Bryant,5
2012-10-31,30,3,0,0,6,Kobe Bryant,5
2012-11-02,40,1,0,2,6,Kobe Bryant,5
2012-11-04,15,8,0,1,7,Kobe Bryant,5
2012-11-07,29,4,0,3,5,Kobe Bryant,5
2012-11-09,27,7,0,2,9,Kobe Bryant,5
2012-11-11,20,6,0,1,6,Kobe Bryant,5
2012-11-13,28,8,0,1,4,Kobe Bryant,5
2012-11-16,31,6,0,1,2,Kobe Bryant,5
2012-11-18,22,11,0,3,11,Kobe Bryant,5
2012-11-20,25,5,0,1,4,Kobe Bryant,5
2012-11-21,38,3,0,2,3,Kobe Bryant,5
2012-11-23,30,4,0,1,3,Kobe Bryant,5
2012-11-24,19,5,0,1,3,Kobe Bryant,5
2012-11-27,40,3,0,3,10,Kobe Bryant,5
2012-11-30,14,8,0,2,2,Kobe Bryant,5
2012-12-02,34,5,0,1,7,Kobe Bryant,5
2012-12-04,39,2,0,2,6,Kobe Bryant,5
2012-12-05,29,4,0,3,6,Kobe Bryant,5
2012-12-07,35,7,2,3,3,Kobe Bryant,5
2012-12-09,34,3,0,1,0,Kobe Bryant,5
2012-12-11,42,2,1,1,5,Kobe Bryant,5
2012-12-13,31,6,1,1,10,Kobe Bryant,5
2012-12-14,30,7,1,2,7,Kobe Bryant,5
2012-12-16,34,6,0,1,4,Kobe Bryant,5
2012-12-18,30,7,1,1,6,Kobe Bryant,5
2012-12-22,34,5,0,1,10,Kobe Bryant,5
2012-12-25,34,1,1,0,5,Kobe Bryant,5
2012-12-26,40,6,2,0,4,Kobe Bryant,5
2012-12-28,27,4,0,2,5,Kobe Bryant,5
2013-01-01,36,0,0,1,6,Kobe Bryant,5
2013-01-04,38,3,0,5,0,Kobe Bryant,5
2013-01-06,29,7,0,0,5,Kobe Bryant,5
2013-01-08,20,7,0,3,5,Kobe Bryant,5
2013-01-09,27,5,0,0,4,Kobe Bryant,5
2013-01-11,28,3,0,2,4,Kobe Bryant,5
2013-01-13,23,6,0,0,2,Kobe Bryant,5
2013-01-15,31,6,0,1,2,Kobe Bryant,5
2013-01-17,22,1,0,1,4,Kobe Bryant,5
2013-01-20,26,5,1,2,4,Kobe Bryant,5
2013-01-21,16,5,0,0,4,Kobe Bryant,5
2013-01-23,29,3,0,1,3,Kobe Bryant,5
2013-01-25,14,14,1,3,9,Kobe Bryant,5
2013-01-27,21,14,1,1,9,Kobe Bryant,5
2013-01-29,14,11,0,0,8,Kobe Bryant,5
2013-01-30,17,9,0,2,5,Kobe Bryant,5
2013-02-01,17,8,0,0,12,Kobe Bryant,5
2013-02-03,18,5,0,2,3,Kobe Bryant,5
2013-02-05,21,4,1,4,8,Kobe Bryant,5
2013-02-07,27,0,0,0,7,Kobe Bryant,5
2013-02-08,20,8,1,0,7,Kobe Bryant,5
2013-02-10,28,9,0,1,6,Kobe Bryant,5
2013-02-12,4,9,1,1,5,Kobe Bryant,5
2013-02-14,20,11,0,0,5,Kobe Bryant,5
2013-02-20,16,7,0,0,4,Kobe Bryant,5
2013-02-22,40,4,0,2,7,Kobe Bryant,5
2013-02-24,38,7,1,0,12,Kobe Bryant,5
2013-02-25,29,9,0,0,6,Kobe Bryant,5
2013-02-28,33,5,0,2,5,Kobe Bryant,5
2013-03-03,34,4,0,2,6,Kobe Bryant,5
2013-03-05,30,2,0,0,3,Kobe Bryant,5
2013-03-06,42,12,1,0,7,Kobe Bryant,5
2013-03-08,41,12,0,2,6,Kobe Bryant,5
2013-03-10,19,9,0,2,7,Kobe Bryant,5
2013-03-12,11,8,0,2,7,Kobe Bryant,5
2013-03-13,31,5,0,2,7,Kobe Bryant,5
2013-03-15,0,2,0,0,1,Kobe Bryant,5
2013-03-22,21,11,0,2,4,Kobe Bryant,5
2013-03-25,36,3,0,0,8,Kobe Bryant,5
2013-03-27,31,7,1,1,3,Kobe Bryant,5
2013-03-28,30,3,0,0,2,Kobe Bryant,5
2013-03-30,19,14,0,2,9,Kobe Bryant,5
2013-04-02,23,11,2,4,11,Kobe Bryant,5
2013-04-05,24,9,0,1,5,Kobe Bryant,5
2013-04-07,25,10,0,0,7,Kobe Bryant,5
2013-04-09,30,6,1,5,6,Kobe Bryant,5
2013-04-10,47,5,4,3,8,Kobe Bryant,5
2013-04-12,34,4,0,0,5,Kobe Bryant,5
2012-10-31,23,6,0,0,3,Tony Parker,6
2012-11-01,14,11,0,0,3,Tony Parker,6
2012-11-03,24,10,0,2,2,Tony Parker,6
2012-11-05,6,7,0,0,4,Tony Parker,6
2012-11-07,4,6,0,0,1,Tony Parker,6
2012-11-09,5,6,0,1,3,Tony Parker,6
2012-11-13,19,7,0,0,4,Tony Parker,6
2012-11-15,19,12,1,0,6,Tony Parker,6
2012-11-17,14,6,0,2,5,Tony Parker,6
2012-11-19,11,6,0,2,2,Tony Parker,6
2012-11-21,26,6,0,0,3,Tony Parker,6
2012-11-23,33,10,0,2,1,Tony Parker,6
2012-11-25,32,5,0,1,6,Tony Parker,6
2012-11-26,15,2,0,0,2,Tony Parker,6
2012-11-28,14,8,0,0,1,Tony Parker,6
2012-12-01,30,6,1,1,4,Tony Parker,6
2012-12-05,22,10,0,1,4,Tony Parker,6
2012-12-07,17,7,1,1,1,Tony Parker,6
2012-12-08,22,9,0,2,2,Tony Parker,6
2012-12-10,27,12,0,0,12,Tony Parker,6
2012-12-12,22,7,0,0,2,Tony Parker,6
2012-12-13,21,5,0,1,2,Tony Parker,6
2012-12-15,22,8,0,4,3,Tony Parker,6
2012-12-17,14,7,0,0,2,Tony Parker,6
2012-12-18,13,4,0,0,4,Tony Parker,6
2012-12-21,25,5,0,0,1,Tony Parker,6
2012-12-23,18,6,1,1,1,Tony Parker,6
2012-12-26,13,7,0,1,3,Tony Parker,6
2012-12-28,31,10,0,2,5,Tony Parker,6
2012-12-30,21,9,0,0,5,Tony Parker,6
2012-12-31,20,6,0,1,1,Tony Parker,6
2013-01-02,23,11,0,2,3,Tony Parker,6
2013-01-03,11,6,0,0,3,Tony Parker,6
2013-01-05,20,5,0,2,2,Tony Parker,6
2013-01-07,16,3,0,2,1,Tony Parker,6
2013-01-09,24,6,0,3,3,Tony Parker,6
2013-01-11,30,5,0,0,1,Tony Parker,6
2013-01-13,20,6,0,0,1,Tony Parker,6
2013-01-16,17,11,0,0,1,Tony Parker,6
2013-01-18,25,8,0,1,2,Tony Parker,6
2013-01-19,23,12,0,1,4,Tony Parker,6
2013-01-21,20,8,0,0,2,Tony Parker,6
2013-01-23,24,13,0,1,4,Tony Parker,6
2013-01-25,23,10,0,0,4,Tony Parker,6
2013-01-26,31,7,0,2,4,Tony Parker,6
2013-01-30,22,7,0,3,2,Tony Parker,6
2013-02-02,19,12,0,0,4,Tony Parker,6
2013-02-06,31,8,0,2,5,Tony Parker,6
2013-02-08,31,8,0,1,2,Tony Parker,6
2013-02-10,29,11,0,0,3,Tony Parker,6
2013-02-13,24,7,0,0,6,Tony Parker,6
2013-02-19,30,11,0,3,4,Tony Parker,6
2013-02-21,31,7,0,1,2,Tony Parker,6
2013-02-22,18,3,0,2,6,Tony Parker,6
2013-02-27,22,8,0,1,4,Tony Parker,6
2013-03-01,13,7,0,0,0,Tony Parker,6
2013-03-22,22,5,0,0,2,Tony Parker,6
2013-03-24,23,7,2,1,4,Tony Parker,6
2013-03-27,18,11,0,0,3,Tony Parker,6
2013-03-29,24,8,0,0,3,Tony Parker,6
2013-03-31,12,8,0,0,5,Tony Parker,6
2013-04-01,25,4,0,0,2,Tony Parker,6
2013-04-04,2,4,0,0,1,Tony Parker,6
2013-04-12,22,10,0,0,3,Tony Parker,6
2013-04-14,4,8,0,0,4,Tony Parker,6
2013-04-17,15,8,0,1,0,Tony Parker,6
2012-10-31,24,3,3,0,11,Tim Duncan,7
2012-11-01,20,1,3,0,8,Tim Duncan,7
2012-11-03,19,1,3,2,11,Tim Duncan,7
2012-11-05,14,3,1,3,11,Tim Duncan,7
2012-11-07,10,3,0,1,6,Tim Duncan,7
2012-11-09,23,4,5,3,12,Tim Duncan,7
2012-11-10,22,1,3,1,9,Tim Duncan,7
2012-11-13,18,4,4,0,9,Tim Duncan,7
2012-11-15,14,2,3,0,14,Tim Duncan,7
2012-11-17,14,3,3,1,5,Tim Duncan,7
2012-11-19,20,1,2,0,14,Tim Duncan,7
2012-11-21,20,4,0,0,15,Tim Duncan,7
2012-11-23,22,1,0,1,17,Tim Duncan,7
2012-11-25,26,6,3,0,5,Tim Duncan,7
2012-11-26,14,4,2,0,5,Tim Duncan,7
2012-11-28,15,0,5,2,4,Tim Duncan,7
2012-12-01,27,4,1,1,15,Tim Duncan,7
2012-12-05,17,1,2,0,10,Tim Duncan,7
2012-12-07,12,3,2,0,12,Tim Duncan,7
2012-12-08,11,2,3,1,2,Tim Duncan,7
2012-12-10,10,3,3,0,13,Tim Duncan,7
2012-12-12,22,1,6,1,21,Tim Duncan,7
2012-12-13,16,1,2,2,6,Tim Duncan,7
2012-12-15,5,2,2,1,12,Tim Duncan,7
2012-12-17,12,1,1,1,5,Tim Duncan,7
2012-12-18,31,6,5,2,18,Tim Duncan,7
2012-12-21,15,5,2,2,10,Tim Duncan,7
2012-12-23,15,4,2,1,5,Tim Duncan,7
2012-12-26,15,2,2,0,6,Tim Duncan,7
2012-12-28,30,0,2,1,5,Tim Duncan,7
2012-12-30,18,2,3,0,10,Tim Duncan,7
2012-12-31,15,3,2,0,4,Tim Duncan,7
2013-01-02,28,6,3,1,13,Tim Duncan,7
2013-01-03,11,0,2,1,6,Tim Duncan,7
2013-01-05,16,3,4,1,8,Tim Duncan,7
2013-01-07,13,1,3,0,8,Tim Duncan,7
2013-01-09,8,5,4,0,7,Tim Duncan,7
2013-01-11,13,4,3,0,15,Tim Duncan,7
2013-01-13,12,5,7,3,9,Tim Duncan,7
2013-01-16,19,4,5,0,8,Tim Duncan,7
2013-01-18,24,2,3,0,10,Tim Duncan,7
2013-01-21,24,5,1,2,17,Tim Duncan,7
2013-02-02,8,2,1,0,5,Tim Duncan,7
2013-02-13,13,3,5,0,6,Tim Duncan,7
2013-02-19,9,2,4,2,14,Tim Duncan,7
2013-02-21,9,0,0,0,5,Tim Duncan,7
2013-02-22,19,3,4,1,13,Tim Duncan,7
2013-02-24,10,3,0,0,8,Tim Duncan,7
2013-02-27,19,0,1,1,11,Tim Duncan,7
2013-03-01,13,3,3,3,10,Tim Duncan,7
2013-03-03,16,6,5,0,11,Tim Duncan,7
2013-03-06,18,1,5,1,10,Tim Duncan,7
2013-03-08,18,3,0,0,8,Tim Duncan,7
2013-03-11,13,1,0,0,8,Tim Duncan,7
2013-03-14,28,2,1,0,19,Tim Duncan,7
2013-03-16,30,4,5,0,12,Tim Duncan,7
2013-03-20,25,6,4,1,13,Tim Duncan,7
2013-03-22,19,5,2,0,16,Tim Duncan,7
2013-03-24,17,2,2,1,7,Tim Duncan,7
2013-03-27,23,0,5,1,14,Tim Duncan,7
2013-03-29,34,3,2,0,11,Tim Duncan,7
2013-03-31,17,4,2,1,12,Tim Duncan,7
2013-04-03,5,0,0,0,4,Tim Duncan,7
2013-04-04,24,1,3,0,11,Tim Duncan,7
2013-04-06,31,3,4,0,14,Tim Duncan,7
2013-04-10,17,2,1,0,3,Tim Duncan,7
2013-04-12,18,2,5,2,6,Tim Duncan,7
2013-04-14,23,4,3,1,10,Tim Duncan,7
2013-04-17,17,3,1,0,14,Tim Duncan,7
2012-10-31,37,12,1,4,6,James Harden,8
2012-11-02,45,2,0,0,7,James Harden,8
2012-11-03,24,5,1,1,6,James Harden,8
2012-11-07,15,2,0,5,3,James Harden,8
2012-11-09,18,4,2,0,4,James Harden,8
2012-11-10,20,2,0,0,5,James Harden,8
2012-11-12,22,5,1,1,3,James Harden,8
2012-11-14,30,4,1,0,3,James Harden,8
2012-11-16,29,6,0,3,6,James Harden,8
2012-11-18,20,7,0,1,2,James Harden,8
2012-11-19,6,3,1,0,2,James Harden,8
2012-11-21,28,3,0,5,4,James Harden,8
2012-11-23,33,9,1,1,4,James Harden,8
