DATE,PTS,AST,BLK,STL,TRB,Player,Position,Share
2023-01-17,36,10,1,1,12,Nikola Jokić,2,0.674
2023-01-18,31,13,0,1,11,Nikola Jokić,2,0.674
2023-01-24,25,10,0,1,11,Nikola Jokić,2,0.674
2023-01-28,24,9,2,0,8,Nikola Jokić,2,0.674
2023-01-31,26,15,1,1,18,Nikola Jokić,2,0.674
2023-02-02,22,16,1,1,14,Nikola Jokić,2,0.674
2023-02-04,14,10,2,1,18,Nikola Jokić,2,0.674
2023-02-07,20,16,1,1,12,Nikola Jokić,2,0.674
2023-02-09,29,6,2,1,12,Nikola Jokić,2,0.674
2023-02-11,30,10,2,0,16,Nikola Jokić,2,0.674
2023-02-13,27,8,0,0,12,Nikola Jokić,2,0.674
2023-02-15,14,10,1,1,13,Nikola Jokić,2,0.674
2023-02-23,24,13,0,2,18,Nikola Jokić,2,0.674
2023-02-25,15,3,0,0,13,Nikola Jokić,2,0.674
2023-02-26,40,10,0,3,17,Nikola Jokić,2,0.674
2023-02-28,14,10,0,0,11,Nikola Jokić,2,0.674
2023-03-03,18,10,1,0,18,Nikola Jokić,2,0.674
2023-03-06,17,9,1,0,13,Nikola Jokić,2,0.674
2023-03-08,18,8,0,0,12,Nikola Jokić,2,0.674
2023-03-10,37,11,0,3,11,Nikola Jokić,2,0.674
2023-03-12,35,11,2,2,20,Nikola Jokić,2,0.674
2023-03-14,28,7,0,1,8,Nikola Jokić,2,0.674
2023-03-16,30,9,1,1,10,Nikola Jokić,2,0.674
2023-03-18,24,8,1,0,10,Nikola Jokić,2,0.674
2023-03-19,22,10,0,2,17,Nikola Jokić,2,0.674
2023-03-22,31,7,0,3,12,Nikola Jokić,2,0.674
2023-03-25,31,11,0,1,6,Nikola Jokić,2,0.674
2023-03-27,25,12,2,0,17,Nikola Jokić,2,0.674
2023-04-04,14,4,3,2,10,Nikola Jokić,2,0.674
2023-04-08,6,10,0,2,10,Nikola Jokić,2,0.674
2022-10-20,21,8,3,1,13,Giannis Antetokounmpo,3,0.606
2022-10-22,44,3,0,0,12,Giannis Antetokounmpo,3,0.606
2022-10-26,43,5,3,1,14,Giannis Antetokounmpo,3,0.606
2022-10-28,30,9,1,1,14,Giannis Antetokounmpo,3,0.606
2022-10-29,34,4,1,0,17,Giannis Antetokounmpo,3,0.606
2022-10-31,31,2,2,0,7,Giannis Antetokounmpo,3,0.606
2022-11-02,32,4,2,5,12,Giannis Antetokounmpo,3,0.606
2022-11-04,26,11,0,0,14,Giannis Antetokounmpo,3,0.606
2022-11-07,25,2,1,2,7,Giannis Antetokounmpo,3,0.606
2022-11-14,27,4,0,1,8,Giannis Antetokounmpo,3,0.606
2022-11-16,16,8,0,0,12,Giannis Antetokounmpo,3,0.606
2022-11-18,25,4,1,1,14,Giannis Antetokounmpo,3,0.606
2022-11-21,37,6,0,2,7,Giannis Antetokounmpo,3,0.606
2022-11-23,36,7,0,0,11,Giannis Antetokounmpo,3,0.606
2022-11-25,38,6,2,0,9,Giannis Antetokounmpo,3,0.606
2022-11-27,30,4,0,1,11,Giannis Antetokounmpo,3,0.606
2022-11-30,37,7,1,0,13,Giannis Antetokounmpo,3,0.606
2022-12-02,40,5,1,0,7,Giannis Antetokounmpo,3,0.606
2022-12-05,34,5,2,1,13,Giannis Antetokounmpo,3,0.606
2022-12-07,35,7,0,1,6,Giannis Antetokounmpo,3,0.606
2022-12-09,28,3,0,1,10,Giannis Antetokounmpo,3,0.606
2022-12-11,16,4,2,1,18,Giannis Antetokounmpo,3,0.606
2022-12-13,30,5,1,1,12,Giannis Antetokounmpo,3,0.606
2022-12-15,19,5,0,1,6,Giannis Antetokounmpo,3,0.606
2022-12-19,42,1,1,0,10,Giannis Antetokounmpo,3,0.606
2022-12-21,45,4,2,1,14,Giannis Antetokounmpo,3,0.606
2022-12-23,26,7,0,2,13,Giannis Antetokounmpo,3,0.606
2022-12-25,27,3,0,0,9,Giannis Antetokounmpo,3,0.606
2022-12-28,45,7,0,1,22,Giannis Antetokounmpo,3,0.606
2022-12-30,43,5,2,1,20,Giannis Antetokounmpo,3,0.606
2023-01-03,55,7,0,2,10,Giannis Antetokounmpo,3,0.606
2023-01-04,30,10,1,0,21,Giannis Antetokounmpo,3,0.606
2023-01-06,9,0,0,0,4,Giannis Antetokounmpo,3,0.606
2023-01-09,22,5,2,0,10,Giannis Antetokounmpo,3,0.606
2023-01-11,7,10,1,0,18,Giannis Antetokounmpo,3,0.606
2023-01-23,29,4,0,0,12,Giannis Antetokounmpo,3,0.606
2023-01-25,33,4,0,3,14,Giannis Antetokounmpo,3,0.606
2023-01-27,41,6,1,1,12,Giannis Antetokounmpo,3,0.606
2023-01-29,50,4,0,0,13,Giannis Antetokounmpo,3,0.606
2023-01-31,34,4,0,0,18,Giannis Antetokounmpo,3,0.606
2023-02-02,54,2,0,0,19,Giannis Antetokounmpo,3,0.606
2023-02-04,35,11,1,1,15,Giannis Antetokounmpo,3,0.606
2023-02-06,24,8,0,0,13,Giannis Antetokounmpo,3,0.606
2023-02-09,38,6,1,1,10,Giannis Antetokounmpo,3,0.606
2023-02-10,35,6,0,2,8,Giannis Antetokounmpo,3,0.606
2023-02-14,36,9,2,0,13,Giannis Antetokounmpo,3,0.606
2023-02-16,2,3,0,0,7,Giannis Antetokounmpo,3,0.606
2023-02-24,4,4,0,0,4,Giannis Antetokounmpo,3,0.606
2023-02-28,33,4,0,1,15,Giannis Antetokounmpo,3,0.606
2023-03-01,31,6,1,0,7,Giannis Antetokounmpo,3,0.606
2023-03-04,34,4,1,1,13,Giannis Antetokounmpo,3,0.606
2023-03-05,23,13,3,0,9,Giannis Antetokounmpo,3,0.606
2023-03-13,46,4,0,1,12,Giannis Antetokounmpo,3,0.606
2023-03-14,36,8,1,1,11,Giannis Antetokounmpo,3,0.606
2023-03-16,25,5,0,1,9,Giannis Antetokounmpo,3,0.606
2023-03-19,22,10,2,0,12,Giannis Antetokounmpo,3,0.606
2023-03-22,31,2,1,0,14,Giannis Antetokounmpo,3,0.606
2023-03-24,24,11,0,2,6,Giannis Antetokounmpo,3,0.606
2023-03-25,31,4,0,4,9,Giannis Antetokounmpo,3,0.606
2023-03-29,38,12,0,1,17,Giannis Antetokounmpo,3,0.606
2023-03-30,24,2,1,1,7,Giannis Antetokounmpo,3,0.606
2023-04-02,33,6,3,1,14,Giannis Antetokounmpo,3,0.606
2023-04-04,28,10,1,2,11,Giannis Antetokounmpo,3,0.606
2022-10-18,35,4,1,1,12,Jayson Tatum,4,0.28
2022-10-21,29,4,2,1,5,Jayson Tatum,4,0.28
2022-10-22,40,1,2,1,8,Jayson Tatum,4,0.28
2022-10-24,26,5,0,0,8,Jayson Tatum,4,0.28
2022-10-28,32,4,1,1,7,Jayson Tatum,4,0.28
2022-10-30,23,3,0,1,4,Jayson Tatum,4,0.28
2022-11-02,26,6,4,1,12,Jayson Tatum,4,0.28
2022-11-04,36,6,1,1,12,Jayson Tatum,4,0.28
2022-11-05,26,5,2,1,4,Jayson Tatum,4,0.28
2022-11-07,39,2,2,0,3,Jayson Tatum,4,0.28
2022-11-09,31,5,1,1,1,Jayson Tatum,4,0.28
2022-11-11,34,5,0,0,8,Jayson Tatum,4,0.28
2022-11-12,43,3,1,1,10,Jayson Tatum,4,0.28
2022-11-14,27,1,3,3,10,Jayson Tatum,4,0.28
2022-11-16,19,8,1,1,7,Jayson Tatum,4,0.28
2022-11-18,19,10,0,0,7,Jayson Tatum,4,0.28
2022-11-21,28,7,0,0,11,Jayson Tatum,4,0.28
2022-11-23,37,5,2,0,13,Jayson Tatum,4,0.28
2022-11-25,30,4,0,1,8,Jayson Tatum,4,0.28
2022-11-28,35,3,1,2,3,Jayson Tatum,4,0.28
2022-11-30,49,3,0,2,11,Jayson Tatum,4,0.28
2022-12-02,14,3,0,0,12,Jayson Tatum,4,0.28
2022-12-04,29,1,0,4,11,Jayson Tatum,4,0.28
2022-12-05,31,3,1,1,12,Jayson Tatum,4,0.28
2022-12-07,25,2,0,2,5,Jayson Tatum,4,0.28
2022-12-10,18,2,1,3,7,Jayson Tatum,4,0.28
2022-12-12,20,4,0,1,11,Jayson Tatum,4,0.28
2022-12-13,44,6,1,0,9,Jayson Tatum,4,0.28
2022-12-16,31,3,0,2,7,Jayson Tatum,4,0.28
2022-12-21,41,4,1,2,5,Jayson Tatum,4,0.28
2022-12-23,30,5,0,1,8,Jayson Tatum,4,0.28
2022-12-25,41,5,0,3,7,Jayson Tatum,4,0.28
2022-12-27,38,4,1,1,8,Jayson Tatum,4,0.28
2022-12-29,29,1,1,0,11,Jayson Tatum,4,0.28
2023-01-01,25,6,0,2,7,Jayson Tatum,4,0.28
2023-01-03,27,2,0,0,6,Jayson Tatum,4,0.28
2023-01-05,29,10,2,1,14,Jayson Tatum,4,0.28
2023-01-07,34,2,0,0,4,Jayson Tatum,4,0.28
2023-01-09,32,7,0,1,8,Jayson Tatum,4,0.28
2023-01-11,31,4,0,1,10,Jayson Tatum,4,0.28
2023-01-12,20,5,1,0,11,Jayson Tatum,4,0.28
2023-01-14,33,6,1,0,9,Jayson Tatum,4,0.28
2023-01-16,51,5,0,0,9,Jayson Tatum,4,0.28
2023-01-19,34,6,0,3,19,Jayson Tatum,4,0.28
2023-01-23,26,7,0,1,6,Jayson Tatum,4,0.28
2023-01-24,31,7,0,0,14,Jayson Tatum,4,0.28
2023-01-26,35,4,1,1,14,Jayson Tatum,4,0.28
2023-01-28,30,4,1,2,11,Jayson Tatum,4,0.28
2023-02-01,31,4,1,2,9,Jayson Tatum,4,0.28
2023-02-03,20,5,0,0,6,Jayson Tatum,4,0.28
2023-02-06,34,6,1,0,11,Jayson Tatum,4,0.28
2023-02-08,12,9,1,1,8,Jayson Tatum,4,0.28
2023-02-10,41,4,2,1,4,Jayson Tatum,4,0.28
2023-02-12,16,3,2,2,7,Jayson Tatum,4,0.28
2023-02-15,38,7,0,0,9,Jayson Tatum,4,0.28
2023-02-23,31,7,1,2,12,Jayson Tatum,4,0.28
2023-02-25,18,6,1,0,13,Jayson Tatum,4,0.28
2023-02-27,14,9,0,1,7,Jayson Tatum,4,0.28
2023-03-01,41,8,0,0,11,Jayson Tatum,4,0.28
2023-03-03,22,5,2,1,13,Jayson Tatum,4,0.28
2023-03-05,40,6,0,0,11,Jayson Tatum,4,0.28
2023-03-08,30,2,0,1,7,Jayson Tatum,4,0.28
2023-03-11,34,6,1,0,15,Jayson Tatum,4,0.28
2023-03-13,22,6,0,1,8,Jayson Tatum,4,0.28
2023-03-15,22,2,1,2,12,Jayson Tatum,4,0.28
2023-03-17,34,4,0,3,12,Jayson Tatum,4,0.28
2023-03-18,15,6,1,0,3,Jayson Tatum,4,0.28
2023-03-21,36,4,0,2,8,Jayson Tatum,4,0.28
2023-03-24,34,2,0,2,7,Jayson Tatum,4,0.28
2023-03-28,28,5,1,0,9,Jayson Tatum,4,0.28
2023-03-30,40,1,0,0,8,Jayson Tatum,4,0.28
2023-03-31,39,3,0,3,11,Jayson Tatum,4,0.28
2023-04-04,19,6,0,3,6,Jayson Tatum,4,0.28
2023-04-07,21,4,0,0,3,Jayson Tatum,4,0.28
2022-10-19,32,5,2,3,6,Shai Gilgeous-Alexander,5,0.046
2022-10-22,28,7,0,1,3,Shai Gilgeous-Alexander,5,0.046
2022-10-25,33,8,3,3,5,Shai Gilgeous-Alexander,5,0.046
2022-10-27,24,6,0,3,5,Shai Gilgeous-Alexander,5,0.046
2022-10-29,38,9,1,2,6,Shai Gilgeous-Alexander,5,0.046
2022-11-01,34,6,2,3,4,Shai Gilgeous-Alexander,5,0.046
2022-11-03,37,3,0,2,4,Shai Gilgeous-Alexander,5,0.046
2022-11-05,18,3,1,1,1,Shai Gilgeous-Alexander,5,0.046
2022-11-07,33,5,4,1,7,Shai Gilgeous-Alexander,5,0.046
2022-11-09,39,4,2,0,4,Shai Gilgeous-Alexander,5,0.046
2022-11-11,20,4,1,3,3,Shai Gilgeous-Alexander,5,0.046
2022-11-13,37,8,2,3,5,Shai Gilgeous-Alexander,5,0.046
2022-11-14,37,8,1,2,4,Shai Gilgeous-Alexander,5,0.046
2022-11-16,42,7,1,0,6,Shai Gilgeous-Alexander,5,0.046
2022-11-18,15,6,1,0,6,Shai Gilgeous-Alexander,5,0.046
2022-11-21,30,7,1,1,5,Shai Gilgeous-Alexander,5,0.046
2022-11-23,31,11,1,2,7,Shai Gilgeous-Alexander,5,0.046
2022-11-25,30,7,1,0,8,Shai Gilgeous-Alexander,5,0.046
2022-11-26,32,3,0,2,3,Shai Gilgeous-Alexander,5,0.046
2022-11-28,31,4,0,2,6,Shai Gilgeous-Alexander,5,0.046
2022-12-03,33,6,1,3,1,Shai Gilgeous-Alexander,5,0.046
2022-12-05,35,5,0,2,6,Shai Gilgeous-Alexander,5,0.046
2022-12-07,26,7,1,0,3,Shai Gilgeous-Alexander,5,0.046
2022-12-10,23,3,0,2,2,Shai Gilgeous-Alexander,5,0.046
2022-12-12,42,3,0,3,2,Shai Gilgeous-Alexander,5,0.046
2022-12-14,27,7,0,1,8,Shai Gilgeous-Alexander,5,0.046
2022-12-16,35,5,0,1,7,Shai Gilgeous-Alexander,5,0.046
2022-12-19,35,6,2,1,2,Shai Gilgeous-Alexander,5,0.046
2022-12-21,27,3,1,2,6,Shai Gilgeous-Alexander,5,0.046
2022-12-23,44,6,1,2,10,Shai Gilgeous-Alexander,5,0.046
2022-12-27,28,8,4,2,6,Shai Gilgeous-Alexander,5,0.046
2022-12-29,28,5,0,2,3,Shai Gilgeous-Alexander,5,0.046
2022-12-31,14,5,0,0,6,Shai Gilgeous-Alexander,5,0.046
2023-01-04,33,4,1,1,4,Shai Gilgeous-Alexander,5,0.046
2023-01-06,30,4,2,1,3,Shai Gilgeous-Alexander,5,0.046
2023-01-08,33,5,2,1,5,Shai Gilgeous-Alexander,5,0.046
2023-01-10,26,4,0,3,4,Shai Gilgeous-Alexander,5,0.046
2023-01-12,37,6,2,1,8,Shai Gilgeous-Alexander,5,0.046
2023-01-13,21,6,2,4,5,Shai Gilgeous-Alexander,5,0.046
2023-01-15,28,1,1,1,7,Shai Gilgeous-Alexander,5,0.046
2023-01-18,23,6,0,3,3,Shai Gilgeous-Alexander,5,0.046
2023-01-20,37,7,0,2,1,Shai Gilgeous-Alexander,5,0.046
2023-01-22,34,5,2,0,5,Shai Gilgeous-Alexander,5,0.046
2023-01-25,36,7,2,2,5,Shai Gilgeous-Alexander,5,0.046
2023-01-27,35,8,1,2,5,Shai Gilgeous-Alexander,5,0.046
2023-01-30,31,7,3,0,4,Shai Gilgeous-Alexander,5,0.046
2023-02-01,24,4,0,3,8,Shai Gilgeous-Alexander,5,0.046
2023-02-04,42,6,2,3,4,Shai Gilgeous-Alexander,5,0.046
2023-02-06,20,4,0,0,0,Shai Gilgeous-Alexander,5,0.046
2023-02-07,30,8,0,2,2,Shai Gilgeous-Alexander,5,0.046
2023-02-10,44,7,1,2,3,Shai Gilgeous-Alexander,5,0.046
2023-02-13,24,5,0,1,10,Shai Gilgeous-Alexander,5,0.046
2023-02-15,29,6,2,0,2,Shai Gilgeous-Alexander,5,0.046
2023-02-23,39,7,1,2,8,Shai Gilgeous-Alexander,5,0.046
2023-03-05,38,4,1,3,7,Shai Gilgeous-Alexander,5,0.046
2023-03-07,33,6,0,2,3,Shai Gilgeous-Alexander,5,0.046
2023-03-11,35,2,1,4,6,Shai Gilgeous-Alexander,5,0.046
2023-03-14,35,4,0,1,7,Shai Gilgeous-Alexander,5,0.046
2023-03-16,29,3,0,2,3,Shai Gilgeous-Alexander,5,0.046
2023-03-19,40,4,0,1,5,Shai Gilgeous-Alexander,5,0.046
2023-03-21,31,4,0,0,7,Shai Gilgeous-Alexander,5,0.046
2023-03-23,30,3,3,1,4,Shai Gilgeous-Alexander,5,0.046
2023-03-24,27,8,1,1,5,Shai Gilgeous-Alexander,5,0.046
2023-03-26,31,3,0,4,2,Shai Gilgeous-Alexander,5,0.046
2023-03-31,39,4,1,1,9,Shai Gilgeous-Alexander,5,0.046
2023-04-02,39,5,0,2,3,Shai Gilgeous-Alexander,5,0.046
2023-04-04,32,7,0,0,5,Shai Gilgeous-Alexander,5,0.046
2023-04-06,22,7,0,1,7,Shai Gilgeous-Alexander,5,0.046
2022-10-19,31,9,0,2,2,Donovan Mitchell,6,0.03
2022-10-22,32,8,0,1,9,Donovan Mitchell,6,0.03
2022-10-23,37,4,1,3,5,Donovan Mitchell,6,0.03
2022-10-26,14,8,0,2,4,Donovan Mitchell,6,0.03
2022-10-28,41,3,0,1,4,Donovan Mitchell,6,0.03
2022-10-30,38,12,2,1,3,Donovan Mitchell,6,0.03
2022-11-02,25,6,2,1,4,Donovan Mitchell,6,0.03
2022-11-06,33,2,1,1,5,Donovan Mitchell,6,0.03
2022-11-07,30,2,0,0,1,Donovan Mitchell,6,0.03
2022-11-09,38,4,0,1,5,Donovan Mitchell,6,0.03
2022-11-11,29,9,1,2,10,Donovan Mitchell,6,0.03
2022-11-16,23,3,0,2,2,Donovan Mitchell,6,0.03
2022-11-18,34,6,0,1,4,Donovan Mitchell,6,0.03
2022-11-20,13,5,0,2,3,Donovan Mitchell,6,0.03
2022-11-21,29,9,0,3,4,Donovan Mitchell,6,0.03
2022-11-23,34,1,0,2,2,Donovan Mitchell,6,0.03
2022-11-25,29,1,0,1,3,Donovan Mitchell,6,0.03
2022-11-27,32,1,0,1,5,Donovan Mitchell,6,0.03
2022-11-28,8,2,0,0,1,Donovan Mitchell,6,0.03
2022-11-30,18,6,1,2,3,Donovan Mitchell,6,0.03
2022-12-02,34,1,1,1,2,Donovan Mitchell,6,0.03
2022-12-04,23,5,1,0,4,Donovan Mitchell,6,0.03
2022-12-06,43,5,0,4,6,Donovan Mitchell,6,0.03
2022-12-12,28,1,0,0,5,Donovan Mitchell,6,0.03
2022-12-14,34,4,0,1,3,Donovan Mitchell,6,0.03
2022-12-16,41,3,0,1,1,Donovan Mitchell,6,0.03
2022-12-17,25,3,0,1,4,Donovan Mitchell,6,0.03
2022-12-19,23,1,0,0,2,Donovan Mitchell,6,0.03
2022-12-21,36,6,0,2,4,Donovan Mitchell,6,0.03
2022-12-23,12,4,0,3,5,Donovan Mitchell,6,0.03
2022-12-26,15,5,1,1,3,Donovan Mitchell,6,0.03
2022-12-29,28,6,0,2,4,Donovan Mitchell,6,0.03
2022-12-31,15,6,0,4,3,Donovan Mitchell,6,0.03
2023-01-02,71,11,1,0,8,Donovan Mitchell,6,0.03
2023-01-04,20,9,0,2,6,Donovan Mitchell,6,0.03
2023-01-08,22,2,1,1,2,Donovan Mitchell,6,0.03
2023-01-10,46,6,0,3,5,Donovan Mitchell,6,0.03
2023-01-12,26,5,0,2,5,Donovan Mitchell,6,0.03
2023-01-14,14,6,0,0,3,Donovan Mitchell,6,0.03
2023-01-16,11,0,1,0,1,Donovan Mitchell,6,0.03
2023-01-24,24,8,1,4,8,Donovan Mitchell,6,0.03
2023-01-29,11,3,0,1,0,Donovan Mitchell,6,0.03
2023-01-31,16,9,0,4,3,Donovan Mitchell,6,0.03
2023-02-02,6,3,1,1,4,Donovan Mitchell,6,0.03
2023-02-05,19,6,0,1,3,Donovan Mitchell,6,0.03
2023-02-06,21,5,0,1,6,Donovan Mitchell,6,0.03
2023-02-10,30,3,0,1,5,Donovan Mitchell,6,0.03
2023-02-11,29,6,2,1,10,Donovan Mitchell,6,0.03
2023-02-13,41,5,1,1,4,Donovan Mitchell,6,0.03
2023-02-15,33,5,1,2,5,Donovan Mitchell,6,0.03
2023-02-23,22,3,0,4,3,Donovan Mitchell,6,0.03
2023-02-24,19,3,0,1,1,Donovan Mitchell,6,0.03
2023-02-26,35,4,1,3,6,Donovan Mitchell,6,0.03
2023-03-01,44,5,0,0,4,Donovan Mitchell,6,0.03
2023-03-04,20,4,1,2,3,Donovan Mitchell,6,0.03
2023-03-06,40,4,1,0,11,Donovan Mitchell,6,0.03
2023-03-08,18,4,0,2,4,Donovan Mitchell,6,0.03
2023-03-10,42,4,0,1,3,Donovan Mitchell,6,0.03
2023-03-12,23,3,0,2,3,Donovan Mitchell,6,0.03
2023-03-15,21,3,0,3,6,Donovan Mitchell,6,0.03
2023-03-17,20,1,0,1,6,Donovan Mitchell,6,0.03
2023-03-21,31,3,0,0,5,Donovan Mitchell,6,0.03
2023-03-23,31,1,1,0,6,Donovan Mitchell,6,0.03
2023-03-26,22,1,1,1,5,Donovan Mitchell,6,0.03
2023-03-28,44,5,0,2,5,Donovan Mitchell,6,0.03
2023-03-31,42,5,1,0,4,Donovan Mitchell,6,0.03
2023-04-02,40,1,0,3,6,Donovan Mitchell,6,0.03
2023-04-04,43,4,1,0,5,Donovan Mitchell,6,0.03
2022-10-19,13,5,1,1,4,Domantas Sabonis,7,0.027
2022-10-22,11,7,2,2,10,Domantas Sabonis,7,0.027
2022-10-23,19,4,1,0,14,Domantas Sabonis,7,0.027
2022-10-27,11,9,0,1,11,Domantas Sabonis,7,0.027
2022-10-29,18,3,1,0,7,Domantas Sabonis,7,0.027
2022-10-31,9,7,0,1,16,Domantas Sabonis,7,0.027
