,DATE,PTS,AST,TRB,Player,Position
1159,2001-04-07,1.0513436009996557,0.3348351544021611,2.3039570628075237,Tim Duncan,2
1160,2001-04-08,-0.23282189987905988,0.3348351544021611,-0.8056539522700179,Ray Allen,11
1161,2001-04-08,-0.23282189987905988,0.016645724693032767,0.08280633775213675,Chris Webber,4
1162,2001-04-08,0.6232884340400838,-1.2561119941434804,0.30492141025767544,Tim Duncan,2
1163,2001-04-08,1.1583573927395485,0.3348351544021611,-1.0277690247755566,Vince Carter,12
1164,2001-04-08,-1.1959460255380965,-0.30154370501609556,0.08280633775213675,Kevin Garnett,5
1165,2001-04-08,-0.5538632750987388,-1.2561119941434804,0.30492141025767544,Anthony Mason,16
1166,2001-04-09,0.08821947534061901,0.016645724693032767,-0.5835388797644793,Paul Pierce,13
1167,2001-04-09,1.5864125596991205,-0.30154370501609556,-0.8056539522700179,Allen Iverson,1
1168,2001-04-09,-0.9819184420583106,0.6530245841112894,-0.8056539522700179,John Stockton,17
1169,2001-04-09,0.4092608505602979,0.6530245841112894,0.08280633775213675,Karl Malone,7
1170,2001-04-09,0.6232884340400838,1.9257823029478027,0.9712666277742914,Jerry Stackhouse,14
1171,2001-04-10,0.3022470588204049,0.3348351544021611,0.5270364827632141,Tim Duncan,2
1172,2001-04-10,0.3022470588204049,-0.6197331347252238,-0.1393087347534019,Michael Finley,15
1173,2001-04-10,-0.6608770668386317,0.3348351544021611,-1.471999169786634,Ray Allen,11
1174,2001-04-10,2.014467726658692,-1.2561119941434804,-1.2498840972810952,Allen Iverson,1
1175,2001-04-10,-1.4099736090178825,-0.9379225644343522,-1.2498840972810952,Jason Kidd,8
1176,2001-04-10,-0.5538632750987388,0.9712140138204177,1.4154967727853687,Kevin Garnett,5
1177,2001-04-10,0.9443298092597627,0.016645724693032767,0.7491515552687528,Chris Webber,4
1178,2001-04-10,-0.6608770668386317,-0.6197331347252238,1.8597269177964464,Anthony Mason,16
1179,2001-04-10,1.2653711844794415,-1.2561119941434804,0.7491515552687528,David Robinson,10
1180,2001-04-10,-0.1258081081391669,0.016645724693032767,0.08280633775213675,Tracy McGrady,6
1181,2001-04-10,-0.23282189987905988,-0.30154370501609556,-1.0277690247755566,Kobe Bryant,9
1182,2001-04-11,1.2653711844794415,-0.30154370501609556,-0.1393087347534019,Michael Finley,15
1183,2001-04-11,-1.4099736090178825,2.5621611623660594,0.9712666277742914,Jason Kidd,8
1184,2001-04-11,-0.018794316399273953,-1.2561119941434804,-0.5835388797644793,Vince Carter,12
1185,2001-04-11,2.014467726658692,0.016645724693032767,-0.8056539522700179,Paul Pierce,13
1186,2001-04-11,1.3723849762193345,0.3348351544021611,-1.2498840972810952,Jerry Stackhouse,14
1187,2001-04-11,0.08821947534061901,0.016645724693032767,-0.1393087347534019,Anthony Mason,16
1188,2001-04-12,-1.4099736090178825,-1.2561119941434804,0.7491515552687528,David Robinson,10
1189,2001-04-12,0.9443298092597627,-0.30154370501609556,-0.5835388797644793,Tracy McGrady,6
1190,2001-04-12,2.121481518398585,0.016645724693032767,0.7491515552687528,Tim Duncan,2
1191,2001-04-12,-1.0889322337982035,-0.6197331347252238,-1.2498840972810952,Allen Iverson,1
1192,2001-04-12,-0.9819184420583106,0.3348351544021611,0.08280633775213675,Karl Malone,7
1193,2001-04-12,2.228495310138478,0.016645724693032767,-0.5835388797644793,Ray Allen,11
1194,2001-04-12,0.4092608505602979,0.3348351544021611,1.1933817002798301,Chris Webber,4
1195,2001-04-12,-0.7678908585785247,0.6530245841112894,0.08280633775213675,Kevin Garnett,5
1196,2001-04-12,0.8373160175198697,1.289403443529546,-0.5835388797644793,Kobe Bryant,9
1197,2001-04-12,-1.5169874007577755,-0.30154370501609556,-1.471999169786634,John Stockton,17
1198,2001-04-13,1.0513436009996557,0.3348351544021611,0.5270364827632141,Karl Malone,7
1199,2001-04-13,0.08821947534061901,0.3348351544021611,0.9712666277742914,Kevin Garnett,5
1200,2001-04-13,-0.33983569161895283,-0.6197331347252238,-0.8056539522700179,Paul Pierce,13
1201,2001-04-13,0.5162746423001908,0.9712140138204177,-0.5835388797644793,Vince Carter,12
1202,2001-04-13,0.8373160175198697,3.8349188812025727,0.30492141025767544,Jason Kidd,8
1203,2001-04-13,0.9443298092597627,-0.30154370501609556,-1.0277690247755566,Michael Finley,15
1204,2001-04-13,-1.1959460255380965,0.6530245841112894,-0.3614238072589406,John Stockton,17
1205,2001-04-13,-0.9819184420583106,-1.2561119941434804,0.08280633775213675,Anthony Mason,16
1206,2001-04-13,0.19523326708051197,-0.6197331347252238,1.1933817002798301,Chris Webber,4
1207,2001-04-13,2.870578060577836,0.6530245841112894,0.08280633775213675,Tracy McGrady,6
1208,2001-04-14,-1.1959460255380965,0.3348351544021611,1.6376118452909074,Tim Duncan,2
1209,2001-04-14,-0.8749046503184176,-0.30154370501609556,-1.0277690247755566,Vince Carter,12
1210,2001-04-14,0.9443298092597627,-0.30154370501609556,-0.3614238072589406,Ray Allen,11
1211,2001-04-14,1.5864125596991205,-0.6197331347252238,-1.0277690247755566,Jerry Stackhouse,14
1212,2001-04-14,0.3022470588204049,-0.9379225644343522,0.9712666277742914,David Robinson,10
1213,2001-04-15,0.19523326708051197,-0.9379225644343522,-1.2498840972810952,Tracy McGrady,6
1214,2001-04-15,-0.23282189987905988,2.880350592075188,-1.0277690247755566,Jason Kidd,8
1215,2001-04-15,-0.5538632750987388,-1.2561119941434804,-0.3614238072589406,Kevin Garnett,5
