DATE,PTS,AST,TRB,Player,Position
2001-02-23,0.08821947534061901,-0.3015437050160953,-0.3614238072589406,Kevin Garnett,5
2001-02-23,2.228495310138478,-0.3015437050160953,0.5270364827632141,Allen Iverson,1
2001-02-23,1.6934263514390133,0.3348351544021608,0.5270364827632141,Vince Carter,12
2001-02-23,1.0513436009996557,0.3348351544021608,0.08280633775213675,Tracy McGrady,6
2001-02-23,0.7303022257799767,0.6530245841112888,-0.1393087347534019,Ray Allen,11
2001-02-23,0.19523326708051197,-1.5743014238526074,-0.5835388797644793,Paul Pierce,13
2001-02-23,-0.018794316399273953,-0.3015437050160953,-1.471999169786634,Jerry Stackhouse,14
2001-02-24,2.65655047709805,-1.2561119941434795,-1.471999169786634,Allen Iverson,1
2001-02-24,-0.33983569161895283,0.3348351544021608,-1.0277690247755566,Vince Carter,12
2001-02-24,-0.5538632750987388,-1.2561119941434795,0.5270364827632141,Anthony Mason,16
2001-02-24,0.9443298092597627,-1.2561119941434795,1.1933817002798301,Tim Duncan,2
2001-02-24,-0.6608770668386317,-0.9379225644343514,0.5270364827632141,David Robinson,10
2001-02-24,0.08821947534061901,-0.3015437050160953,-0.1393087347534019,Michael Finley,15
2001-02-25,-0.018794316399273953,-0.6197331347252233,0.5270364827632141,Karl Malone,7
2001-02-25,-1.4099736090178825,2.243971732656929,0.08280633775213675,Jason Kidd,8
2001-02-25,0.08821947534061901,-0.9379225644343514,1.4154967727853687,Kevin Garnett,5
2001-02-25,0.3022470588204049,0.9712140138204168,0.08280633775213675,Tracy McGrady,6
2001-02-25,-0.9819184420583106,0.9712140138204168,-0.5835388797644793,Ray Allen,11
2001-02-25,1.3723849762193345,0.3348351544021608,-1.0277690247755566,Jerry Stackhouse,14
2001-02-25,-1.6240011924976683,1.607592873238673,-1.471999169786634,John Stockton,17
2001-02-26,2.121481518398585,0.6530245841112888,0.30492141025767544,Ray Allen,11
2001-02-26,0.4092608505602979,0.016645724693032753,-1.2498840972810952,Allen Iverson,1
2001-02-26,-0.1258081081391669,-0.6197331347252233,0.08280633775213675,Karl Malone,7
2001-02-26,1.4793987679592275,-0.9379225644343514,0.9712666277742914,Tracy McGrady,6
2001-02-26,0.08821947534061901,-0.6197331347252233,-0.5835388797644793,Michael Finley,15
2001-02-26,0.19523326708051197,-0.3015437050160953,-0.5835388797644793,Paul Pierce,13
2001-02-26,-0.8749046503184176,1.607592873238673,-1.6941142422921727,John Stockton,17
2001-02-27,-0.6608770668386317,-0.3015437050160953,1.1933817002798301,Tim Duncan,2
2001-02-27,-0.6608770668386317,-0.6197331347252233,0.5270364827632141,David Robinson,10
2001-02-27,-0.23282189987905988,0.016645724693032753,0.30492141025767544,Anthony Mason,16
2001-02-27,1.0513436009996557,0.3348351544021608,-0.5835388797644793,Vince Carter,12
2001-02-27,-0.6608770668386317,1.925782302947801,-1.2498840972810952,Michael Finley,15
2001-02-28,0.5162746423001908,-0.6197331347252233,-1.471999169786634,Allen Iverson,1
2001-02-28,-0.4468494833588458,1.607592873238673,0.5270364827632141,Kevin Garnett,5
2001-02-28,-0.6608770668386317,0.016645724693032753,-1.471999169786634,Ray Allen,11
2001-02-28,0.3022470588204049,0.9712140138204168,0.9712666277742914,Tracy McGrady,6
2001-02-28,0.6232884340400838,0.6530245841112888,-1.0277690247755566,Jerry Stackhouse,14
2001-02-28,-0.6608770668386317,0.016645724693032753,1.8597269177964464,Jason Kidd,8
2001-02-28,-1.6240011924976683,0.9712140138204168,-1.2498840972810952,John Stockton,17
2001-02-28,1.6934263514390133,0.3348351544021608,0.5270364827632141,Kobe Bryant,9
2001-02-28,-0.1258081081391669,0.016645724693032753,-0.1393087347534019,Karl Malone,7
2001-02-28,-2.0520563594572403,-0.9379225644343514,-0.3614238072589406,Anthony Mason,16
2001-02-28,1.0513436009996557,0.3348351544021608,-0.3614238072589406,Vince Carter,12
2001-03-01,0.08821947534061901,0.016645724693032753,-0.1393087347534019,Paul Pierce,13
2001-03-01,-1.6240011924976683,0.6530245841112888,-0.1393087347534019,Jason Kidd,8
2001-03-01,0.3022470588204049,-1.5743014238526074,0.5270364827632141,Tim Duncan,2
2001-03-01,-0.7678908585785247,0.016645724693032753,-0.3614238072589406,Ray Allen,11
2001-03-01,-0.5538632750987388,-1.2561119941434795,0.7491515552687528,David Robinson,10
2001-03-02,-1.0889322337982035,1.289403443529545,-0.3614238072589406,John Stockton,17
2001-03-02,1.6934263514390133,-0.6197331347252233,-0.1393087347534019,Vince Carter,12
2001-03-02,2.014467726658692,-0.3015437050160953,-0.8056539522700179,Allen Iverson,1
2001-03-02,-0.1258081081391669,0.9712140138204168,-0.8056539522700179,Jerry Stackhouse,14
2001-03-02,-0.5538632750987388,-0.3015437050160953,-0.5835388797644793,Karl Malone,7
2001-03-02,0.8373160175198697,-0.3015437050160953,-0.3614238072589406,Paul Pierce,13
2001-03-02,1.4793987679592275,0.016645724693032753,-0.3614238072589406,Tracy McGrady,6
2001-03-02,0.19523326708051197,-0.3015437050160953,1.4154967727853687,Kevin Garnett,5
2001-03-02,-0.8749046503184176,-0.3015437050160953,2.3039570628075237,Anthony Mason,16
2001-03-03,-1.6240011924976683,4.471297740620826,0.30492141025767544,Jason Kidd,8
2001-03-03,0.5162746423001908,-0.9379225644343514,-0.8056539522700179,Ray Allen,11
2001-03-03,0.5162746423001908,0.016645724693032753,0.08280633775213675,Michael Finley,15
2001-03-03,-0.23282189987905988,0.3348351544021608,-0.5835388797644793,Kobe Bryant,9
